parameter,value,se_lin,rse_lin
Cl_pop,4.67020339507307,0.358755527707249,7.68179664478266
V1_pop,22.2548976409894,1.75186985875437,7.8718396598138
Q_pop,5.22640861274978,0.699859144415606,13.3908233410665
V2_pop,55.2603164790209,19.4258469049279,35.1533399420591
omega_Cl,0.253494452243091,0.056314455464483,22.2152615042162
omega_V1,0.274234721232905,0.0587346798133929,21.4176671536461
omega_Q,0.37966869577318,0.117485567663101,30.944233478045
omega_V2,1.02491427260936,0.28494309687914,27.8016517570484
corr_V2_V1,0.239868478181569,0.330100759179596,137.617398368503
a1,0.305785260204552,0.0224918214869505,7.3554302362072
a2,0.0650032239204438,0.00654983840633094,10.0761747053456
