P,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
CLHat,10.557031920155977,0.01694950007883445,0.8954825210430692,8.8521467208258091,9.983429084013459,10.538265706136645,11.128752186903228,12.398858210271603,2791.260950425265,1.0042382043136018
QHat,11.770131245482737,0.14991279951430214,2.7413302296694653,6.534709015445836,9.937063504567503,11.730310276761596,13.638024938322143,17.243197668686708,334.3838406873481,1.0083704280958814
V1Hat,46.76379387932976,0.044995857497435815,2.757752318894103,41.2875225680506,44.96265983302563,46.76852700358933,48.554825183905514,52.33670073881084,3756.3448138408858,1.0009941377927025
V2Hat,49.87728411008153,0.05086311425480808,2.9344219058626106,44.24834885079876,47.856605841943924,49.90733346068507,51.87002501211487,55.63232375673995,3328.4283826359947,1.0008602531063906
omega[1],0.0894443478679802,9.063579803709487e-4,0.05531005916385423,0.028747219886186483,0.05404161472412381,0.07578503077254416,0.10812299094443208,0.23031072548033063,3723.991834333639,0.9996752905368105
omega[2],2.106792241337802,0.30265307086313464,4.393297756994586,0.02369564859797324,0.2913096423068001,0.948566359316756,2.5231095225804925,9.902700786549355,210.71289198163632,1.0123708308396207
omega[3],0.12232173898181953,0.0020142235276924417,0.11288033091819066,0.005233476453756517,0.0473540213790252,0.0943125595221193,0.16343113792471922,0.40392544340416636,3140.662136331438,1.000983327486233
omega[4],1.1488938225727896,0.10165180815862197,1.2252016088628757,0.023109279379453885,0.3148362667679593,0.8405043084014181,1.548906187045021,4.386542641194629,145.27299845006183,1.0209411143991285
b,0.09207960367225913,1.2470357500492723e-4,0.007956815580493909,0.07831581526484221,0.08645704825313215,0.09141233207090614,0.09709547972969368,0.10930302268713714,4071.184426364404,0.999466135857097
"logtheta[1,1]",2.3863710853898197,0.002694244814683865,0.13503299508406513,2.081144451445558,2.314026110954099,2.400141114486465,2.4771226778324733,2.6081826411446314,2511.919340497125,0.9997868656427522
"logtheta[1,2]",2.656913904637306,0.022495630069939994,1.395176201984088,-0.1868769598190817,2.083233158320006,2.615816281088555,3.234159946206467,5.532665030664374,3846.4650990326586,1.0003266042046632
"logtheta[1,3]",3.9866480189993565,0.005328883130955198,0.2817748192644454,3.4145905571622808,3.8197402545694183,3.980825126215774,4.159573744137388,4.550505845868856,2795.9665305345775,1.0020249660312108
"logtheta[1,4]",3.8503813520908627,0.015021570001283496,0.9395946327377657,1.8407958392639716,3.375775718889826,3.8828397350409984,4.385522419109524,5.658064364737125,3912.4644340050354,0.9996760129397636
"logtheta[2,1]",2.4806981875805647,0.004033250055898492,0.13308061390262385,2.154347817175772,2.4216472314421287,2.501241736556989,2.5648597547117715,2.680271257426,1088.7277541625806,1.00375466207211
"logtheta[2,2]",2.8379053570271022,0.025845371318809603,1.1017924270106934,1.1442102202270164,2.3263115142607242,2.7077218695362397,3.209262726345367,5.319768834340062,1817.3309125181177,1.003050238777378
"logtheta[2,3]",4.019650318050499,0.004374624862914154,0.27054673714917005,3.4951078668886084,3.8417773359910736,4.0016406823201045,4.196639895797347,4.563950039557725,3824.749243562319,1.000186445928347
"logtheta[2,4]",4.248617901348265,0.023958229136876594,0.8191675888982812,2.7198049643949838,3.7737084507640057,4.147446791051034,4.701416638885366,6.02247728667569,1169.0580938765536,1.0033490358392303
"logtheta[3,1]",2.5175275319030463,0.0030849166086345005,0.13258454561179567,2.1844069054637694,2.457012866112509,2.537618445905334,2.602649936567394,2.7125183634479564,1847.1363364380802,1.000505685128191
"logtheta[3,2]",2.619079723305507,0.014385322125322886,0.9074921669932217,1.1682589156032188,2.196148287971047,2.5465646767474457,2.946244438650035,4.491605391848067,3979.6656594738274,1.0002208756217383
"logtheta[3,3]",3.9113105277498237,0.00395460091390386,0.2506473183628904,3.391741475492153,3.7588323158450025,3.9074917124018222,4.071937138930313,4.408959520087649,4017.1754530342473,1.0008687725813883
"logtheta[3,4]",4.287879053470233,0.02867060366890575,0.7958351469793767,2.929956610331031,3.807944279797315,4.1453618707466955,4.706921165892091,6.095957457869768,770.4998455735594,1.0050314146050878
"logtheta[4,1]",2.155826143731342,0.00253649238755696,0.11541232170122662,1.8994315990920057,2.0931375086131916,2.1679273440494575,2.2314425872205508,2.3489502914634848,2070.3188137615975,1.0035532573184096
"logtheta[4,2]",2.6685690563750346,0.01679919142427012,1.0945030574833705,0.4470854806675004,2.209400877038145,2.649005617802999,3.152634401952864,4.735207793149137,4244.799686070596,0.999556517750278
"logtheta[4,3]",3.8433100806648723,0.004459404062650112,0.2759931685571872,3.2389885430487264,3.689218837903698,3.857036292670557,4.008963015119406,4.375387532027149,3830.3901731997576,1.0004768742327692
"logtheta[4,4]",3.949493188573713,0.012407691395812886,0.7532347992199493,2.3121552172109228,3.5535807958335024,3.9550542608334323,4.403585594700396,5.385524466315146,3685.350394266885,1.0001894257801105
"logtheta[5,1]",2.354412171001908,0.002189634044023343,0.11631539410941709,2.0817068675016444,2.2945603146245332,2.366827460782229,2.4301812305194153,2.5457724399403494,2821.833074575486,1.0022834945712373
"logtheta[5,2]",2.7003637668463694,0.01787813600781614,1.0385039500993598,0.7380944098793343,2.2504079041289966,2.6503915017228024,3.122888052026035,4.86074149780315,3374.207853072932,1.0005713584527984
"logtheta[5,3]",3.9209040044409007,0.004326677064274684,0.2652107992811068,3.388065146819025,3.7682979803531294,3.9163517078565704,4.083428157909361,4.444242212704036,3757.2790068075833,0.9997092042819696
"logtheta[5,4]",4.091573986120001,0.01570060841841816,0.7704707399395223,2.582051255429343,3.6767634685570068,4.047592543769046,4.515821367146392,5.644529365384635,2408.126717286635,1.0015469569690958
"logtheta[6,1]",2.464661900820948,0.003347079243641765,0.12647826549372398,2.1672559531647555,2.4063405673063323,2.482730211602659,2.5458500894705214,2.654131760134546,1427.9066395764135,1.003666470128254
"logtheta[6,2]",2.9150141457756558,0.04092690440945965,1.2357086497430354,0.7980269243977427,2.2784967881978107,2.771103126458633,3.4428589909502985,5.6426552883704515,911.6211219505304,1.0050257487859553
"logtheta[6,3]",4.037529802295701,0.004871324217404003,0.28394683497754597,3.4823935842859277,3.858031140355205,4.025153549755139,4.2182181170105855,4.620419831351628,3397.660593316243,1.0026474859759957
"logtheta[6,4]",4.033976586965026,0.014473796637482897,0.8712551586097285,2.299878255956338,3.597157175042359,3.993476769814062,4.465918829793785,5.848117858408206,3623.47936467068,1.0005790178603065
"logtheta[7,1]",2.517063964403974,0.0022437798735548287,0.13147610300012166,2.2369914502455015,2.4299261257448204,2.525151227622707,2.6101930101041413,2.7433728342683357,3433.469150508206,1.0002277548182394
"logtheta[7,2]",1.0659809240938083,0.3795393454481229,2.4812035297044703,-3.658237288042611,-1.1303213284043765,2.2336598236616765,2.909501234711595,4.471225733245857,42.737702547432264,1.073484635280962
"logtheta[7,3]",3.52233789031954,0.011993840032841839,0.24410058970053566,2.978760829096338,3.379862264367243,3.541525155742603,3.694321766557357,3.9197949808208765,414.21054677501303,1.0090859387217914
"logtheta[7,4]",2.5434711153733174,0.22781227525612055,1.5898990490250586,-0.07793825555217553,1.355657028192567,2.188135045267183,3.9333714254555923,5.362294438538218,48.70626822024407,1.062420286483543
"logtheta[8,1]",2.739258127262848,0.0036066581092929467,0.1554176995208802,2.3071658506950725,2.680114653396296,2.7662341235875783,2.837928773958023,2.9551024512728192,1856.9106255180516,1.0049348281819657
"logtheta[8,2]",2.3423214599030904,0.018923390666493622,1.2298784720309743,-0.01539767206614558,1.7904995054279018,2.333821411180618,2.8437335168467524,4.6261550247082095,4224.02508468007,0.9999755319697394
"logtheta[8,3]",3.8705768991712564,0.004081233470574575,0.2501697877026825,3.2978126835927695,3.732954343484849,3.8880507080984694,4.032471510611534,4.3051456681713125,3757.3948921364463,1.0005374340080107
"logtheta[8,4]",3.8745947832457155,0.019319474963986,1.11916455057407,2.1726667561816146,3.254548770717234,3.6877118333140073,4.163616212159505,6.888546555741082,3355.809133067091,0.9999711745276536
"logtheta[9,1]",2.2279796781531074,0.00215880772209838,0.11085252784427094,1.9831963963063695,2.1679084901662513,2.237041548668034,2.3013407924937677,2.41056338673326,2636.7155253703395,1.0026961219641797
"logtheta[9,2]",2.831720055561425,0.020018675808850587,1.1193634891669317,0.7584768340754469,2.3053824104082405,2.7433594078766497,3.3181307635098,5.2290348669984565,3126.5946575024113,1.0010844406517225
"logtheta[9,3]",3.9257229684662227,0.004621455212884263,0.2887151870206378,3.3365083955751107,3.7654453944694084,3.9177872339889985,4.099955000494712,4.489529305701534,3902.8491121970587,1.0005837535729838
