time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,140.028,1,254.784,1,2.81638,7.68256,5.6827,3.69448,17.0412,7.68256,2.80234,All
1.05006,141.098,1.05006,256.042,1.05006,2.81581,7.92272,7.45498,3.89004,18.6125,7.92272,2.80341,All
1.10263,142.222,1.10263,257.364,1.10263,2.81521,8.1704,8.87149,4.09595,20.2669,8.1704,2.80435,All
1.15782,143.402,1.15782,258.751,1.15782,2.81458,8.245,9.277,4.31276,22.0089,8.245,2.80462,All
1.21,144.517,1.21,260.063,1.21,2.81399,8.42581,10.2047,4.54105,23.8431,8.42581,2.80519,All
1.21578,144.641,1.21578,260.208,1.21578,2.81392,8.68921,11.4893,4.59471,24.2743,8.68921,2.80581,All
1.27664,145.942,1.27664,261.738,1.27664,2.81323,8.80743,12.1219,4.78142,25.8801,8.80743,2.80595,All
1.34055,147.308,1.34055,263.344,1.34055,2.81251,8.96084,12.9462,5.03451,28.1125,8.96084,2.80611,All
1.40766,148.742,1.40766,265.031,1.40766,2.81174,9.24097,14.6735,5.301,30.4954,9.24097,2.80597,All
1.42,149.006,1.42,265.341,1.42,2.8116,9.36986,15.4971,5.49495,32.2748,9.36986,2.80584,All
1.47813,150.249,1.47813,266.802,1.47813,2.81094,9.52985,16.5192,5.58159,33.0807,9.52985,2.80568,All
1.55212,151.831,1.55212,268.662,1.55212,2.8101,9.82776,18.4227,5.87704,35.8345,9.82776,2.80539,All
1.62982,151.313,1.62982,268.418,1.62982,2.81026,9.9323,19.0906,6.18813,38.8029,9.9323,2.80529,All
1.63,151.309,1.63,268.414,1.63,2.81026,10.135,20.3856,6.39518,40.8054,10.135,2.80509,All
1.71141,149.235,1.71141,266.613,1.71141,2.81116,10.4518,22.4608,6.51569,41.9709,10.4518,2.80464,All
1.79708,147.052,1.79708,264.717,1.79708,2.8121,10.4947,22.7473,6.86058,45.3479,10.4947,2.80456,All
1.84,145.958,1.84,263.768,1.84,2.81258,10.7786,24.6015,7.22373,48.9452,10.7786,2.80411,All
