trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
166.668,1.6723,1.71741,73.9798,1.67231,1.72125,0.0973204,1.65173,1.6992,166.668,1.81377,1.58117,73.9798,1.46807,1.46272,0.0973204,1.82066,1.58111,166.668,3.18146,3.09701,73.9798,3.23266,3.19279,0.0973204,3.18871,3.10506,166.668,3.5474,3.5242,73.9798,3.98647,3.94093,0.0973204,3.52306,3.54784,All
167.685,1.67975,1.72198,74.303,1.67687,1.72413,0.104486,1.64526,1.70404,167.685,1.80494,1.58114,74.303,1.46271,1.45949,0.104486,1.84056,1.58108,167.685,3.18112,3.09608,74.303,3.23383,3.19483,0.104486,3.18637,3.10432,167.685,3.56117,3.52084,74.303,3.99792,3.9502,0.104486,3.49833,3.54488,All
168.702,1.68721,1.72655,74.6263,1.68143,1.72701,0.111652,1.63878,1.70888,168.702,1.79611,1.58112,74.6263,1.45735,1.45626,0.111652,1.86046,1.58105,168.702,3.18079,3.09515,74.6263,3.23499,3.19686,0.111652,3.18404,3.10358,168.702,3.57494,3.51748,74.6263,4.00936,3.95947,0.111652,3.4736,3.54192,All
169.719,1.69466,1.73113,74.9495,1.68599,1.72989,0.118818,1.64637,1.71373,169.719,1.78728,1.5811,74.9495,1.45199,1.45304,0.118818,1.8521,1.58102,169.719,3.18045,3.09421,74.9495,3.23615,3.19889,0.118818,3.18362,3.10284,169.719,3.58871,3.51413,74.9495,4.02081,3.96874,0.118818,3.48753,3.53895,All
170.736,1.70211,1.7357,75.2727,1.69055,1.73278,0.125984,1.65514,1.71857,170.736,1.77845,1.58108,75.2727,1.44662,1.44981,0.125984,1.84136,1.58099,170.736,3.18012,3.09328,75.2727,3.23731,3.20093,0.125984,3.18337,3.10211,170.736,3.60248,3.51077,75.2727,4.03225,3.97802,0.125984,3.50473,3.53599,All
171.754,1.70956,1.74027,75.596,1.69511,1.73566,0.13315,1.66392,1.72341,171.754,1.76962,1.58106,75.596,1.44126,1.44658,0.13315,1.83061,1.58096,171.754,3.17978,3.09235,75.596,3.23847,3.20296,0.13315,3.18313,3.10137,171.754,3.61626,3.50741,75.596,4.0437,3.98729,0.13315,3.52194,3.53302,All
172.771,1.71701,1.74485,75.9192,1.69968,1.73854,0.140316,1.6727,1.72826,172.771,1.76078,1.58104,75.9192,1.4359,1.44335,0.140316,1.81986,1.58093,172.771,3.17945,3.09142,75.9192,3.23963,3.20499,0.140316,3.18288,3.10063,172.771,3.63003,3.50405,75.9192,4.05514,3.99656,0.140316,3.53914,3.53006,All
173.788,1.72446,1.74942,76.2424,1.70424,1.74142,0.147482,1.68148,1.7331,173.788,1.75195,1.58102,76.2424,1.43054,1.44013,0.147482,1.80911,1.58089,173.788,3.17911,3.09048,76.2424,3.2408,3.20703,0.147482,3.18263,3.09989,173.788,3.6438,3.5007,76.2424,4.06659,4.00584,0.147482,3.55635,3.5271,All
174.805,1.73191,1.75399,76.5657,1.7088,1.7443,0.154648,1.69026,1.73794,174.805,1.74312,1.581,76.5657,1.42517,1.4369,0.154648,1.79837,1.58086,174.805,3.17878,3.08955,76.5657,3.24196,3.20906,0.154648,3.18238,3.09915,174.805,3.65757,3.49734,76.5657,4.07803,4.01511,0.154648,3.57356,3.52413,All
175.822,1.73936,1.75857,76.8889,1.71336,1.74718,0.161813,1.69904,1.74279,175.822,1.73429,1.58097,76.8889,1.41981,1.43367,0.161813,1.78762,1.58083,175.822,3.17844,3.08862,76.8889,3.24312,3.21109,0.161813,3.18213,3.09841,175.822,3.67134,3.49398,76.8889,4.08948,4.02438,0.161813,3.59076,3.52117,All
176.839,1.74682,1.76314,77.2121,1.71792,1.75006,0.168979,1.70781,1.74763,176.839,1.72546,1.58095,77.2121,1.41445,1.43044,0.168979,1.77687,1.5808,176.839,3.17811,3.08768,77.2121,3.24428,3.21313,0.168979,3.18188,3.09768,176.839,3.68511,3.49062,77.2121,4.10092,4.03365,0.168979,3.60797,3.5182,All
177.857,1.75427,1.76772,77.5354,1.72248,1.75294,0.176145,1.71659,1.75248,177.857,1.71663,1.58093,77.5354,1.40908,1.42721,0.176145,1.76612,1.58077,177.857,3.17777,3.08675,77.5354,3.24544,3.21516,0.176145,3.18163,3.09694,177.857,3.69888,3.48727,77.5354,4.11237,4.04293,0.176145,3.62517,3.51524,All
178.874,1.76172,1.77229,77.8586,1.72704,1.75583,0.183311,1.72537,1.75732,178.874,1.7078,1.58091,77.8586,1.40372,1.42399,0.183311,1.75538,1.58074,178.874,3.17744,3.08582,77.8586,3.24661,3.21719,0.183311,3.18138,3.0962,178.874,3.71265,3.48391,77.8586,4.12382,4.0522,0.183311,3.64238,3.51228,All
179.891,1.76917,1.77686,78.1818,1.73161,1.75871,0.190477,1.73415,1.76216,179.891,1.69897,1.58089,78.1818,1.39836,1.42076,0.190477,1.74463,1.58071,179.891,3.1771,3.08489,78.1818,3.24777,3.21923,0.190477,3.18113,3.09546,179.891,3.72642,3.48055,78.1818,4.13526,4.06147,0.190477,3.65959,3.50931,All
180.908,1.77662,1.78144,78.5051,1.73617,1.76159,0.197643,1.74293,1.76701,180.908,1.69014,1.58087,78.5051,1.393,1.41753,0.197643,1.73388,1.58068,180.908,3.17677,3.08395,78.5051,3.24893,3.22126,0.197643,3.18088,3.09472,180.908,3.74019,3.47719,78.5051,4.14671,4.07074,0.197643,3.67679,3.50635,All
181.925,1.78407,1.78601,78.8283,1.74073,1.76447,0.204809,1.75171,1.77185,181.925,1.68131,1.58085,78.8283,1.38763,1.4143,0.204809,1.72313,1.58065,181.925,3.17643,3.08302,78.8283,3.25009,3.22329,0.204809,3.18064,3.09398,181.925,3.75397,3.47384,78.8283,4.15815,4.08002,0.204809,3.694,3.50338,All
182.942,1.79152,1.79058,79.1515,1.74529,1.76735,0.211975,1.76048,1.77669,182.942,1.67248,1.58083,79.1515,1.38227,1.41107,0.211975,1.71239,1.58062,182.942,3.1761,3.08209,79.1515,3.25125,3.22533,0.211975,3.18039,3.09325,182.942,3.76774,3.47048,79.1515,4.1696,4.08929,0.211975,3.7112,3.50042,All
183.96,1.79897,1.79516,79.4747,1.74985,1.77023,0.219141,1.76926,1.78154,183.96,1.66365,1.5808,79.4747,1.37691,1.40785,0.219141,1.70164,1.58059,183.96,3.17576,3.08116,79.4747,3.25241,3.22736,0.219141,3.18014,3.09251,183.96,3.78151,3.46712,79.4747,4.18104,4.09856,0.219141,3.72841,3.49746,All
184.977,1.8007,1.79973,79.798,1.75441,1.77311,0.226307,1.77804,1.78638,184.977,1.5745,1.58078,79.798,1.37155,1.40462,0.226307,1.69089,1.58056,184.977,3.11156,3.08022,79.798,3.25358,3.22939,0.226307,3.17989,3.09177,184.977,3.67427,3.46376,79.798,4.19249,4.10783,0.226307,3.74562,3.49449,All
185.994,1.76645,1.8043,80.1212,1.75897,1.77599,0.233473,1.78682,1.79122,185.994,1.23795,1.58076,80.1212,1.36618,1.40139,0.233473,1.68014,1.58053,185.994,2.81368,3.07929,80.1212,3.25474,3.23143,0.233473,3.17964,3.09103,185.994,3.04005,3.4604,80.1212,4.20393,4.11711,0.233473,3.76282,3.49153,All
187.011,1.75653,1.80888,80.4444,1.76353,1.77888,0.240638,1.7956,1.79607,187.011,1.42619,1.58074,80.4444,1.36082,1.39816,0.240638,1.6694,1.5805,187.011,2.90678,3.07836,80.4444,3.2559,3.23346,0.240638,3.17939,3.09029,187.011,3.08661,3.45705,80.4444,4.21538,4.12638,0.240638,3.78003,3.48856,All
188.028,1.7466,1.81345,80.7677,1.7681,1.78176,0.247804,1.80438,1.80091,188.028,1.61443,1.58072,80.7677,1.35546,1.39493,0.247804,1.65865,1.58047,188.028,2.99987,3.07742,80.7677,3.25706,3.23549,0.247804,3.17914,3.08956,188.028,3.13317,3.45369,80.7677,4.22683,4.13565,0.247804,3.79723,3.4856,All
189.045,1.73668,1.81802,81.0909,1.77266,1.78464,0.25497,1.76898,1.80575,189.045,1.80267,1.5807,81.0909,1.35009,1.39171,0.25497,1.20651,1.58044,189.045,3.09297,3.07649,81.0909,3.25822,3.23753,0.25497,2.80194,3.08882,189.045,3.17973,3.45033,81.0909,4.23827,4.14493,0.25497,3.04097,3.48264,All
190.063,1.74829,1.8226,81.4141,1.77722,1.78752,0.262136,1.75541,1.8106,190.063,1.80283,1.58068,81.4141,1.34473,1.38848,0.262136,1.45488,1.5804,190.063,3.10536,3.07556,81.4141,3.25939,3.23956,0.262136,2.92498,3.08808,190.063,3.22498,3.44697,81.4141,4.24972,4.1542,0.262136,3.103,3.47967,All
191.08,1.76377,1.82717,81.7374,1.78178,1.7904,0.269302,1.74185,1.81544,191.08,1.76931,1.58066,81.7374,1.33937,1.38525,0.269302,1.70326,1.58037,191.08,3.10328,3.07463,81.7374,3.26055,3.24159,0.269302,3.04802,3.08734,191.08,3.27,3.44362,81.7374,4.26116,4.16347,0.269302,3.16502,3.47671,All
192.097,1.77924,1.83175,82.0606,1.78752,1.79328,0.276468,1.74483,1.82028,192.097,1.73578,1.58063,82.0606,1.33842,1.38202,0.276468,1.80894,1.58034,192.097,3.10121,3.07369,82.0606,3.25853,3.24363,0.276468,3.11009,3.0866,192.097,3.31502,3.44026,82.0606,4.25949,4.17274,0.276468,3.22706,3.47374,All
193.114,1.79471,1.83632,82.3838,1.79837,1.79616,0.283634,1.76538,1.82513,193.114,1.70225,1.58061,82.3838,1.35659,1.37879,0.283634,1.76319,1.58031,193.114,3.09914,3.07276,82.3838,3.24275,3.24566,0.283634,3.10748,3.08586,193.114,3.36003,3.4369,82.3838,4.20098,4.18202,0.283634,3.28913,3.47078,All
194.131,1.81018,1.84089,82.7071,1.80922,1.79904,0.2908,1.78593,1.82997,194.131,1.66872,1.58059,82.7071,1.37477,1.37557,0.2908,1.71745,1.58028,194.131,3.09706,3.07183,82.7071,3.22698,3.24769,0.2908,3.10486,3.08513,194.131,3.40505,3.43354,82.7071,4.14247,4.19129,0.2908,3.35119,3.46782,All
195.148,1.82566,1.84547,83.0303,1.82007,1.80193,0.297966,1.80648,1.83481,195.148,1.63519,1.58057,83.0303,1.39294,1.37234,0.297966,1.67171,1.58025,195.148,3.09499,3.07089,83.0303,3.2112,3.24973,0.297966,3.10225,3.08439,195.148,3.45007,3.43019,83.0303,4.08396,4.20056,0.297966,3.41326,3.46485,All
196.166,1.84113,1.85004,83.3535,1.83092,1.80481,0.305132,1.82703,1.83966,196.166,1.60167,1.58055,83.3535,1.41112,1.36911,0.305132,1.62596,1.58022,196.166,3.09292,3.06996,83.3535,3.19542,3.25176,0.305132,3.09963,3.08365,196.166,3.49508,3.42683,83.3535,4.02545,4.20983,0.305132,3.47532,3.46189,All
197.183,1.8566,1.85461,83.6768,1.84177,1.80769,0.312297,1.84758,1.8445,197.183,1.56814,1.58053,83.6768,1.42929,1.36588,0.312297,1.58022,1.58019,197.183,3.09084,3.06903,83.6768,3.17964,3.2538,0.312297,3.09701,3.08291,197.183,3.5401,3.42347,83.6768,3.96693,4.21911,0.312297,3.53739,3.45893,All
198.2,1.87207,1.85919,84,1.85262,1.81057,0.319463,1.86814,1.84935,198.2,1.53461,1.58051,84,1.44747,1.36266,0.319463,1.53447,1.58016,198.2,3.08877,3.0681,84,3.16386,3.25583,0.319463,3.0944,3.08217,198.2,3.58512,3.42011,84,3.90842,4.22838,0.319463,3.59946,3.45596,All
