parameter,value,se_sa,rse_sa
Cl_pop,5.16927841738208,0.349953702440525,6.76987529369244
V1_pop,20.0364998288274,3.70087015870787,18.4706420299181
Q_pop,6.35179003946176,3.12571835521275,49.2100389936318
V2_pop,24.6990395525053,3.0640567877771,12.4055705942068
omega_Cl,0.251512215048972,0.0480209907466505,19.092905979656
omega_V1,0.279298926645845,0.123914302041317,44.3661934291791
omega_Q,0.668112890011797,0.254975381579032,38.1635177813333
omega_V2,0.350481243074634,0.1181234435804,33.7032140562358
corr_V2_V1,0.999,0.00665560514572699,0.666226741314013
a1,0.303792394545775,0.0317482357706604,10.4506354802364
a2,0.0633441813381666,0.0085093538829317,13.4335209693595
