Cl_abscissa,Cl_pdf,Cl_cdf,V1_abscissa,V1_pdf,V1_cdf,Q_abscissa,Q_pdf,Q_cdf,split
0.0930975,0.0908444,0.00228472,9.32933,4.02778e-05,1.97227e-05,1.94144,0.00235127,0.000442265,All
0.243781,0.417675,0.042405,9.84591,9.83289e-05,5.36114e-05,2.11954,0.00483115,0.00106203,All
0.394465,0.547103,0.117322,10.3625,0.000217723,0.000131787,2.29764,0.00885337,0.00225479,All
0.545148,0.55498,0.201279,10.8791,0.00044252,0.000296605,2.47574,0.0147796,0.00432887,All
0.695832,0.516611,0.282323,11.3957,0.000833956,0.000617581,2.65384,0.0228426,0.00764643,All
0.846516,0.464694,0.356318,11.9122,0.00146977,0.00120023,2.83194,0.0331009,0.012596,All
0.997199,0.412093,0.422345,12.4288,0.00244021,0.00219369,3.01003,0.0454246,0.0195598,All
1.14788,0.363497,0.480716,12.9454,0.00384065,0.00379544,3.18813,0.0595103,0.028881,All
1.29857,0.320272,0.532163,13.462,0.00576164,0.00625145,3.36623,0.0749173,0.0408358,All
1.44925,0.282462,0.577508,13.9786,0.00827761,0.00985079,3.54433,0.0911164,0.0556134,All
1.59993,0.249616,0.617537,14.4952,0.0114361,0.0149145,3.72243,0.107541,0.0733045,All
1.75062,0.221144,0.652954,15.0117,0.0152491,0.0217791,3.90053,0.123634,0.0938993,All
1.9013,0.196451,0.684372,15.5283,0.0196876,0.0307773,4.07862,0.138886,0.117292,All
2.05198,0.174996,0.71232,16.0449,0.0246808,0.0422154,4.25672,0.152864,0.143294,All
2.20267,0.156309,0.737249,16.5615,0.0301187,0.0563534,4.43482,0.165224,0.171646,All
2.35335,0.139986,0.759545,17.0781,0.0358596,0.0733854,4.61292,0.17572,0.202036,All
2.50404,0.125685,0.779538,17.5947,0.0417386,0.0934262,4.79102,0.184201,0.234117,All
2.65472,0.113118,0.797509,18.1112,0.0475796,0.116502,4.96911,0.190604,0.267524,All
2.8054,0.102043,0.813703,18.6278,0.0532061,0.142547,5.14721,0.194944,0.301887,All
2.95609,0.092254,0.828326,19.1444,0.0584518,0.171407,5.32531,0.197297,0.336844,All
3.10677,0.083578,0.841561,19.661,0.0631696,0.202846,5.50341,0.197788,0.372052,All
3.25745,0.0758682,0.853563,20.1776,0.0672382,0.23656,5.68151,0.196579,0.407194,All
3.40814,0.0689997,0.864467,20.6942,0.0705665,0.272187,5.85961,0.193854,0.441983,All
3.55882,0.062866,0.874394,21.2107,0.0730955,0.309329,6.0377,0.189811,0.476166,All
3.7095,0.0573758,0.883445,21.7273,0.0747978,0.347564,6.2158,0.184649,0.509527,All
3.86019,0.052451,0.891713,22.2439,0.0756756,0.386465,6.3939,0.178567,0.541883,All
4.01087,0.0480241,0.899277,22.7605,0.0757576,0.425613,6.572,0.171751,0.573088,All
4.16156,0.0440367,0.906208,23.2771,0.0750938,0.464607,6.7501,0.164378,0.603027,All
4.31224,0.0404384,0.912568,23.7937,0.0737517,0.50308,6.9282,0.156608,0.631616,All
4.46292,0.0371853,0.918412,24.3102,0.0718107,0.540702,7.10629,0.148583,0.658795,All
4.61361,0.0342392,0.92379,24.8268,0.0693576,0.577184,7.28439,0.14043,0.684533,All
4.76429,0.0315666,0.928745,25.3434,0.0664826,0.612287,7.46249,0.132256,0.708815,All
4.91497,0.0291382,0.933315,25.86,0.0632757,0.645815,7.64059,0.124154,0.731646,All
5.06566,0.0269284,0.937537,26.3766,0.0598232,0.677619,7.81869,0.116201,0.753047,All
5.21634,0.0249144,0.941441,26.8932,0.0562059,0.707594,7.99679,0.108457,0.773049,All
5.36702,0.0230764,0.945054,27.4097,0.0524975,0.735673,8.17488,0.100972,0.791694,All
5.51771,0.0213965,0.948403,27.9263,0.048763,0.761828,8.35298,0.0937834,0.809032,All
5.66839,0.0198593,0.95151,28.4429,0.0450589,0.786059,8.53108,0.0869178,0.825119,All
5.81908,0.0184508,0.954394,28.9595,0.0414325,0.808395,8.70918,0.0803937,0.840013,All
5.96976,0.0171585,0.957076,29.4761,0.0379224,0.828886,8.88728,0.074222,0.853776,All
6.12044,0.0159716,0.959571,29.9927,0.0345588,0.8476,9.06537,0.0684071,0.866471,All
6.27113,0.0148801,0.961894,30.5092,0.0313645,0.86462,9.24347,0.0629483,0.878163,All
6.42181,0.0138754,0.964059,31.0258,0.0283554,0.880037,9.42157,0.0578406,0.888914,All
6.57249,0.0129494,0.96608,31.5424,0.0255415,0.89395,9.59967,0.0530759,0.898786,All
6.72318,0.0120951,0.967966,32.059,0.0229276,0.90646,9.77777,0.0486431,0.907839,All
6.87386,0.0113062,0.969728,32.5756,0.0205143,0.917672,9.95587,0.0445293,0.916132,All
7.02454,0.010577,0.971376,33.0922,0.0182985,0.927689,10.134,0.0407203,0.923719,All
7.17523,0.00990227,0.972918,33.6087,0.0162747,0.936611,10.3121,0.0372006,0.930653,All
7.32591,0.00927739,0.974363,34.1253,0.014435,0.944535,10.4902,0.0339546,0.936986,All
7.4766,0.00869815,0.975716,34.6419,0.01277,0.951555,10.6683,0.0309661,0.942763,All
7.62728,0.00816075,0.976986,35.1585,0.0112693,0.957757,10.8464,0.028219,0.94803,All
7.77796,0.00766175,0.978178,35.6751,0.00992189,0.963224,11.0245,0.0256977,0.952828,All
7.92865,0.00719801,0.979297,36.1917,0.00871641,0.968032,11.2026,0.0233865,0.957196,All
8.07933,0.0067667,0.980349,36.7082,0.0076415,0.972252,11.3807,0.0212706,0.96117,All
8.23001,0.00636523,0.981338,37.2248,0.00668598,0.975948,11.5588,0.0193357,0.964783,All
8.3807,0.00599126,0.982268,37.7414,0.00583908,0.979178,11.7368,0.0175682,0.968067,All
8.53138,0.00564264,0.983144,38.258,0.00509048,0.981997,11.9149,0.015955,0.97105,All
8.68206,0.00531742,0.98397,38.7746,0.00443048,0.984453,12.093,0.0144841,0.973759,All
8.83275,0.0050138,0.984748,39.2912,0.00384999,0.986588,12.2711,0.0131439,0.976217,All
8.98343,0.00473016,0.985482,39.8077,0.00334058,0.988443,12.4492,0.0119238,0.978448,All
9.13412,0.00446501,0.986174,40.3243,0.00289449,0.990051,12.6273,0.0108137,0.980471,All
9.2848,0.00421697,0.986828,40.8409,0.00250463,0.991443,12.8054,0.00980432,0.982305,All
9.43548,0.00398479,0.987446,41.3575,0.00216456,0.992647,12.9835,0.00888705,0.983968,All
9.58617,0.00376732,0.98803,41.8741,0.00186844,0.993687,13.1616,0.00805391,0.985476,All
9.73685,0.0035635,0.988582,42.3907,0.00161102,0.994584,13.3397,0.00729754,0.986842,All
9.88753,0.00337236,0.989105,42.9073,0.0013876,0.995357,13.5178,0.00661115,0.988079,All
10.0382,0.003193,0.989599,43.4238,0.00119396,0.996023,13.6959,0.00598851,0.9892,All
10.1889,0.00302461,0.990067,43.9404,0.00102637,0.996595,13.874,0.0054239,0.990216,All
10.3396,0.00286641,0.990511,44.457,0.000881525,0.997087,14.0521,0.00491206,0.991136,All
