iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,a2
1,1634.7,1,10.2275,43.2233,11.1604,60.344,1,1,1,1,1,1
2,1607.92,1,4.04013,33.3546,12.9922,56.45,0.974679,0.974679,1.03418,0.987762,0.974679,0.974679
3,1576.42,1,4.17603,28.5107,12.6188,74.1026,0.95,0.95,1.10914,0.965182,0.95,0.95
4,1569.76,1,3.68148,27.6062,14.7358,89.2188,0.925945,0.925945,1.08106,0.940743,0.925945,0.925945
5,1561.52,1,3.68978,30.5743,11.4844,90.1608,0.9025,0.9025,1.05368,0.924162,0.9025,0.9025
6,1553.77,1,3.57196,27.2194,8.53446,91.9257,0.879648,0.879648,1.0874,0.964468,0.879648,0.879648
7,1541.67,1,3.30794,31.4936,7.27127,112.789,0.857375,0.857375,1.05986,0.940047,0.857375,0.857375
8,1521.31,1,3.28617,30.766,6.56328,108.554,0.835666,0.835666,1.03303,1.00974,0.835666,0.835666
9,1514.45,1,3.54038,30.4088,5.01509,100.04,0.814506,0.814506,1.00687,0.984169,0.814506,0.814506
10,1520.64,1,3.14448,30.5296,6.32378,112.556,0.793882,0.852666,1.00396,1.03878,0.793882,0.793882
11,1492.6,1,3.52136,30.6065,5.62644,115.283,0.773781,0.831076,0.978542,1.01247,0.773781,0.773781
12,1477.97,1,3.22709,30.9604,5.42086,124.843,0.754188,0.810033,0.953765,0.986838,0.754188,0.754188
13,1486.13,1,3.14748,26.6689,5.68911,175.174,0.735092,0.789522,1.07353,0.961851,0.735092,0.735092
14,1469.33,1,2.96597,28.058,5.60331,162.281,0.716479,0.769531,1.04634,0.937496,0.716479,0.716479
15,1447.57,1,2.87828,25.1758,5.77511,175.817,0.698337,0.750046,1.01985,0.913759,0.698337,0.698337
16,1439.34,1,3.02445,27.2917,5.45164,154.789,0.680655,0.731055,0.994027,0.890622,0.680655,0.680655
17,1426.41,1,2.92596,22.9454,5.23014,178.542,0.66342,0.712544,0.968858,0.868071,0.66342,0.66342
18,1415.63,1,3.17275,21.7842,5.87641,169.201,0.646622,0.694502,0.944326,0.846091,0.646622,0.646622
19,1407.27,1,3.03142,23.3118,6.61238,181.754,0.630249,0.676917,0.920415,0.824667,0.630249,0.630249
20,1392.3,1,3.22664,25.8502,6.17254,171.72,0.614291,0.659777,0.92944,0.803786,0.614291,0.614291
21,1386.42,1,3.13299,26.1546,6.50675,182.059,0.598737,0.643071,0.905906,0.783434,0.598737,0.598737
22,1365.4,1,3.05206,25.0903,5.64777,187.991,0.583577,0.626788,0.882968,0.763597,0.583577,0.583577
23,1364.08,1,3.05141,23.5514,4.94356,181.832,0.5688,0.610917,0.86061,0.767361,0.5688,0.5688
24,1348.5,1,3.04544,25.8458,4.48087,199.024,0.554398,0.595449,0.838819,0.747931,0.554398,0.554398
25,1339.54,1,3.29111,24.8379,4.02827,188.829,0.54036,0.580371,0.902472,0.745897,0.54036,0.54036
26,1323.64,1,3.28705,25.5947,3.85968,197.062,0.526678,0.565676,0.933845,0.727011,0.526678,0.526678
27,1323.98,1,3.38617,27.9432,4.23286,179.733,0.513342,0.551353,0.979184,0.708602,0.513342,0.513342
28,1306.98,1,3.57412,28.388,3.01285,174.958,0.500344,0.537392,0.954391,0.69066,0.500344,0.500344
