iteration,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,5.16405,0.052899,22.4337,0.127416,5.07364,0.361557,33.4785,0.637423
2,5.16307,0.0472773,22.4275,0.115357,5.06707,0.326898,33.7204,0.562185
3,5.16113,0.0450143,22.4623,0.109195,4.98274,0.311945,34.0646,0.526398
4,5.15871,0.0441023,22.5358,0.107688,4.98979,0.296138,33.9503,0.506974
5,5.15594,0.0443345,22.5287,0.111263,5.00996,0.286798,34.1411,0.485857
6,5.15378,0.0442765,22.528,0.110498,5.00659,0.284804,34.1592,0.47483
7,5.14765,0.0450304,22.5108,0.109301,5.01095,0.278228,34.382,0.468202
8,5.14695,0.0447212,22.4934,0.109653,5.03042,0.271487,34.4743,0.474146
9,5.14798,0.0445706,22.4935,0.110218,5.04006,0.268747,34.6007,0.475308
10,5.14769,0.0449145,22.4666,0.109239,5.06416,0.269175,34.4562,0.473565
11,5.14826,0.0452018,22.4342,0.107778,5.09167,0.266031,34.3566,0.475116
12,5.14888,0.0451436,22.4107,0.106586,5.10372,0.266051,34.473,0.471982
13,5.15177,0.0454328,22.3726,0.106593,5.13882,0.266559,34.4284,0.466609
14,5.15513,0.0458561,22.3621,0.106111,5.17885,0.267915,34.4318,0.469414
15,5.1559,0.0462298,22.3438,0.105272,5.19117,0.266845,34.3041,0.469801
16,5.15608,0.0466675,22.3395,0.105306,5.2057,0.269811,34.3044,0.469397
17,5.15732,0.0466443,22.33,0.105188,5.21835,0.268959,34.1714,0.469874
18,5.16009,0.0466581,22.3252,0.10509,5.23641,0.26705,34.1124,0.467883
19,5.16008,0.0466583,22.3162,0.104758,5.24901,0.266753,34.0165,0.471065
20,5.16178,0.0463612,22.3117,0.105045,5.25232,0.26786,34.0547,0.469827
21,5.16268,0.0460097,22.3115,0.105,5.24663,0.26982,33.9502,0.470751
22,5.16386,0.0459432,22.3096,0.105592,5.25306,0.274563,33.9187,0.468061
23,5.16472,0.0459796,22.3108,0.105753,5.25681,0.278541,33.8125,0.467974
24,5.16506,0.0459204,22.2956,0.106539,5.25846,0.280682,33.8138,0.465507
25,5.1642,0.046235,22.2687,0.107558,5.26616,0.28203,33.7483,0.466055
26,5.16389,0.0461916,22.2498,0.107464,5.27385,0.282129,33.7206,0.466241
27,5.16361,0.0462714,22.2264,0.107625,5.28411,0.282687,33.698,0.466631
28,5.16433,0.0462529,22.2327,0.107451,5.28483,0.281926,33.7515,0.468974
29,5.16395,0.0463392,22.2504,0.107606,5.28878,0.282357,33.8006,0.471784
30,5.16355,0.046578,22.2521,0.107335,5.29287,0.282306,33.7728,0.473424
31,5.1623,0.0467583,22.2442,0.108112,5.29798,0.283706,33.7188,0.476749
32,5.16093,0.0472381,22.2392,0.108325,5.2921,0.284648,33.7375,0.480194
33,5.15944,0.0476639,22.2276,0.10864,5.29554,0.285956,33.7592,0.481739
34,5.15818,0.048154,22.2239,0.108685,5.28915,0.286672,33.7929,0.48457
35,5.15754,0.0483672,22.2282,0.108032,5.28411,0.285906,33.8461,0.486623
36,5.15783,0.0485033,22.2383,0.10762,5.28363,0.285228,33.9028,0.487191
37,5.15725,0.0484288,22.2286,0.107611,5.28421,0.284432,33.9074,0.486988
38,5.15735,0.0484914,22.2319,0.107961,5.27883,0.284829,33.9136,0.487858
39,5.15726,0.0484061,22.2433,0.108048,5.2743,0.284859,33.9099,0.490113
40,5.15701,0.0483526,22.2427,0.107698,5.27014,0.284947,33.9565,0.490659
41,5.15652,0.0484928,22.2511,0.107612,5.26536,0.284287,33.9912,0.491166
42,5.15711,0.048308,22.2592,0.10757,5.25881,0.283388,33.9958,0.490931
43,5.15795,0.0481732,22.2748,0.107554,5.25843,0.282897,34.0862,0.490352
44,5.15886,0.048112,22.2849,0.107806,5.26047,0.2827,34.1127,0.489812
45,5.16001,0.0481078,22.2999,0.1078,5.2643,0.282192,34.1251,0.489468
46,5.16082,0.0479958,22.3105,0.10744,5.26435,0.281762,34.1405,0.488171
47,5.16173,0.0479158,22.3098,0.107081,5.26376,0.281689,34.1324,0.487703
48,5.16237,0.0478143,22.3087,0.106742,5.26468,0.282013,34.1357,0.487245
49,5.16326,0.047683,22.3083,0.106559,5.26946,0.282567,34.0898,0.4866
50,5.16453,0.0475515,22.3096,0.106246,5.27193,0.282596,34.0326,0.485654
51,5.16581,0.0473914,22.3177,0.106049,5.27317,0.282429,33.9604,0.485438
52,5.16647,0.0473465,22.3123,0.105973,5.27203,0.282527,33.934,0.485486
53,5.16705,0.0473681,22.3069,0.105782,5.27039,0.283403,33.8738,0.485159
54,5.16751,0.0472895,22.2993,0.105602,5.26926,0.283894,33.7977,0.484389
55,5.16841,0.0472024,22.2896,0.105419,5.27656,0.284516,33.7282,0.484537
56,5.16936,0.0471192,22.2909,0.105322,5.2781,0.285413,33.6621,0.483735
57,5.17029,0.0470211,22.2929,0.105194,5.27906,0.286018,33.5913,0.482835
58,5.17166,0.0469223,22.2951,0.105332,5.28374,0.287398,33.5353,0.481562
59,5.17219,0.0467915,22.2904,0.105274,5.28763,0.288298,33.4444,0.481575
60,5.17288,0.046645,22.2905,0.105193,5.29171,0.288365,33.4093,0.480469
61,5.17362,0.0465943,22.2899,0.105564,5.29631,0.290286,33.3999,0.48029
62,5.17412,0.046636,22.2912,0.105848,5.30042,0.291617,33.3753,0.480709
63,5.17439,0.0468154,22.2894,0.105604,5.30245,0.292567,33.357,0.481248
64,5.17445,0.0471606,22.2871,0.10537,5.30554,0.292689,33.3494,0.482303
65,5.17493,0.0472944,22.2863,0.105547,5.31095,0.293643,33.3487,0.483795
66,5.17503,0.0474448,22.2908,0.105569,5.31268,0.294332,33.3324,0.485023
67,5.17499,0.0475821,22.294,0.10537,5.31269,0.294414,33.3553,0.485177
68,5.1752,0.0477043,22.2863,0.105227,5.31465,0.29464,33.3401,0.484909
69,5.17524,0.0477435,22.2858,0.105235,5.31654,0.294639,33.3363,0.484612
70,5.17561,0.0478634,22.2853,0.105118,5.32031,0.294584,33.322,0.484544
71,5.17581,0.0478141,22.2842,0.105021,5.3229,0.294808,33.32,0.484036
