time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.534944,1,0.543535,1,0.496688,6.44625,-0.0217348,2.98097,0.360659,6.44625,-0.0496537,All
1.05006,0.527951,1.05006,0.53393,1.05006,0.490359,6.65177,-0.0774952,3.13723,0.335793,6.65177,-0.106124,All
1.10263,0.520607,1.10263,0.523844,1.10263,0.483713,6.86385,-0.1266,3.30167,0.309624,6.86385,-0.155847,All
1.15782,0.512896,1.15782,0.513253,1.15782,0.476735,6.93657,-0.134693,3.47473,0.282083,6.93657,-0.164035,All
1.21,0.505606,1.21,0.503241,1.21,0.470138,7.0827,-0.133202,3.65687,0.255731,7.0827,-0.162477,All
1.21578,0.504798,1.21578,0.502131,1.21578,0.469407,7.30852,-0.117308,3.68833,0.25161,7.30852,-0.146275,All
1.27664,0.496295,1.27664,0.490453,1.27664,0.461712,7.42689,-0.108977,3.84855,0.230619,7.42689,-0.137782,All
1.34055,0.487367,1.34055,0.478191,1.34055,0.453632,7.54154,-0.100908,4.05028,0.204718,7.54154,-0.129557,All
1.40766,0.477992,1.40766,0.465315,1.40766,0.445148,7.78198,-0.066457,4.26258,0.181112,7.78198,-0.0944541,All
1.42,0.476268,1.42,0.462947,1.42,0.443587,7.91722,-0.0436148,4.39568,0.167052,7.91722,-0.0711814,All
1.47813,0.468147,1.47813,0.451794,1.47813,0.436238,8.0301,-0.0240343,4.48602,0.157741,8.0301,-0.0511993,All
1.55212,0.457809,1.55212,0.437596,1.55212,0.426883,8.28612,0.0143565,4.72116,0.136204,8.28612,-0.0118743,All
1.62982,0.442414,1.62982,0.423304,1.62982,0.412276,8.40754,0.0246913,4.96863,0.115554,8.40754,-0.00111852,All
1.63,0.442371,1.63,0.423271,1.63,0.412235,8.55031,0.0368437,5.10304,0.1056,8.55031,0.0115288,All
1.71141,0.423047,1.71141,0.40873,1.71141,0.393565,8.82292,0.0600478,5.22907,0.0962658,8.82292,0.0356781,All
1.79708,0.402711,1.79708,0.393427,1.79708,0.373917,8.89787,0.058966,5.50316,0.0783911,8.89787,0.0347926,All
1.84,0.392523,1.84,0.385761,1.84,0.364074,9.10423,0.0461145,5.79162,0.0622907,9.10423,0.0223977,All
1.88704,0.381356,1.88704,0.377358,1.88704,0.353285,9.38819,0.0284304,5.81039,0.0614201,9.38819,0.00534206,All
1.98151,0.358933,1.98151,0.360485,1.98151,0.331621,9.3945,0.0280374,6.0952,0.0482104,9.3945,0.00496299,All
2.05,0.347219,2.05,0.349601,2.05,0.320112,9.69403,0.0093839,6.41469,0.0337203,9.69403,-0.0130276,All
2.0807,0.342722,2.0807,0.344947,2.0807,0.31565,9.87851,-0.00210517,6.51775,0.0300822,9.87851,-0.0241084,All
2.18486,0.327464,2.18486,0.329156,2.18486,0.30051,10.0031,-0.00986429,6.75093,0.0223014,10.0031,-0.0315918,All
2.26,0.316457,2.26,0.317764,2.26,0.289587,10.322,-0.0297262,7.1048,0.011674,10.322,-0.050748,All
2.29423,0.311442,2.29423,0.312574,2.29423,0.284612,10.3688,-0.0326407,7.2251,0.00871486,10.3688,-0.0535589,All
2.40908,0.294619,2.40908,0.295163,2.40908,0.267918,10.6511,-0.0502213,7.47721,0.0026434,10.6511,-0.0705148,All
2.47,0.285695,2.47,0.285927,2.47,0.259063,10.8592,-0.0631763,7.86914,-0.00648531,10.8592,-0.0830094,All
2.52968,0.276953,2.52968,0.276879,2.52968,0.250388,10.9907,-0.0713699,7.93246,-0.0078594,10.9907,-0.0909119,All
2.65631,0.258403,2.65631,0.257681,2.65631,0.231982,11.3411,-0.0994972,8.28162,-0.0154216,11.3411,-0.118766,All
