trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,trans_bias_vs_CLCRMLMIN_abscissa,trans_bias_vs_CLCRMLMIN_spline,trans_bias_vs_CLCRMLMIN_regression,trans_bias_vs_WTKG_abscissa,trans_bias_vs_WTKG_spline,trans_bias_vs_WTKG_regression,trans_bias_vs_logtCLCRMLMIN_abscissa,trans_bias_vs_logtCLCRMLMIN_spline,trans_bias_vs_logtCLCRMLMIN_regression,split
97.5,1.29636,1.45311,52,1.51254,1.53891,-0.389961,1.25041,1.41526,97.5,2.02922,1.91664,52,1.94111,1.93159,-0.389961,2.13167,1.91838,97.5,3.0321,3.09429,52,2.98892,2.98561,-0.389961,3.03399,3.09394,97.5,3.19718,3.22727,52,3.0545,3.07029,-0.389961,3.19721,3.23473,97.5,-7.53959,-3.18711,52,1.39468,-0.559265,-0.389961,-8.63142,-3.97747,All
98.5172,1.318,1.45736,52.3232,1.52196,1.54238,-0.382795,1.27281,1.41984,98.5172,2.00498,1.91584,52.3232,1.93064,1.92994,-0.382795,2.09415,1.91762,98.5172,3.03757,3.09318,52.3232,2.98841,2.98748,-0.382795,3.03803,3.09295,98.5172,3.19884,3.2254,52.3232,3.05464,3.07258,-0.382795,3.19904,3.23289,98.5172,-7.07115,-3.13396,52.3232,1.06689,-0.565764,-0.382795,-8.14226,-3.91396,All
99.5343,1.33965,1.46161,52.6465,1.53137,1.54584,-0.375629,1.29522,1.42441,99.5343,1.98074,1.91503,52.6465,1.92017,1.92828,-0.375629,2.05662,1.91686,99.5343,3.04304,3.09208,52.6465,2.9879,2.98935,-0.375629,3.04207,3.09196,99.5343,3.2005,3.22352,52.6465,3.05478,3.07487,-0.375629,3.20087,3.23106,99.5343,-6.60271,-3.08081,52.6465,0.739104,-0.572263,-0.375629,-7.65309,-3.85046,All
100.552,1.36129,1.46585,52.9697,1.54079,1.54931,-0.368463,1.31762,1.42899,100.552,1.9565,1.91423,52.9697,1.9097,1.92663,-0.368463,2.0191,1.91611,100.552,3.04851,3.09097,52.9697,2.98739,2.99122,-0.368463,3.04611,3.09097,100.552,3.20216,3.22164,52.9697,3.05493,3.07716,-0.368463,3.2027,3.22922,100.552,-6.13427,-3.02766,52.9697,0.411317,-0.578763,-0.368463,-7.16393,-3.78695,All
101.569,1.37946,1.4701,53.2929,1.54843,1.55278,-0.361297,1.34003,1.43356,101.569,1.93881,1.91343,53.2929,1.90264,1.92497,-0.361297,1.98158,1.91535,101.569,3.05272,3.08987,53.2929,2.98779,2.99309,-0.361297,3.05015,3.08998,101.569,3.20308,3.21976,53.2929,3.05638,3.07945,-0.361297,3.20453,3.22738,101.569,-5.73723,-2.97451,53.2929,0.165718,-0.585262,-0.361297,-6.67476,-3.72345,All
102.586,1.39704,1.47435,53.6162,1.55588,1.55625,-0.354131,1.35965,1.43814,102.586,1.92224,1.91263,53.6162,1.89594,1.92332,-0.354131,1.95135,1.91459,102.586,3.05671,3.08876,53.6162,2.98827,2.99496,-0.354131,3.05357,3.08899,102.586,3.20387,3.21789,53.6162,3.05797,3.08174,-0.354131,3.20582,3.22554,102.586,-5.35239,-2.92135,53.6162,-0.0713798,-0.591761,-0.354131,-6.24344,-3.65994,All
103.603,1.41461,1.4786,53.9394,1.56333,1.55971,-0.346966,1.3764,1.44271,103.603,1.90566,1.91182,53.9394,1.88924,1.92166,-0.346966,1.92863,1.91383,103.603,3.06071,3.08766,53.9394,2.98876,2.99683,-0.346966,3.05635,3.08801,103.603,3.20467,3.21601,53.9394,3.05956,3.08403,-0.346966,3.20658,3.2237,103.603,-4.96756,-2.8682,53.9394,-0.308477,-0.59826,-0.346966,-5.87149,-3.59644,All
104.62,1.43219,1.48285,54.2626,1.57078,1.56318,-0.3398,1.39315,1.44729,104.62,1.88909,1.91102,54.2626,1.88254,1.92001,-0.3398,1.9059,1.91308,104.62,3.06471,3.08655,54.2626,2.98925,2.9987,-0.3398,3.05912,3.08702,104.62,3.20546,3.21413,54.2626,3.06115,3.08632,-0.3398,3.20733,3.22186,104.62,-4.58272,-2.81505,54.2626,-0.545574,-0.604759,-0.3398,-5.49954,-3.53293,All
105.637,1.44976,1.48709,54.5859,1.57823,1.56665,-0.332634,1.4099,1.45187,105.637,1.87252,1.91022,54.5859,1.87584,1.91835,-0.332634,1.88317,1.91232,105.637,3.06871,3.08545,54.5859,2.98974,3.00057,-0.332634,3.0619,3.08603,105.637,3.20625,3.21226,54.5859,3.06274,3.08861,-0.332634,3.20809,3.22002,105.637,-4.19788,-2.7619,54.5859,-0.782672,-0.611259,-0.332634,-5.12759,-3.46943,All
106.655,1.46734,1.49134,54.9091,1.58569,1.57011,-0.325468,1.42665,1.45644,106.655,1.85594,1.90942,54.9091,1.86914,1.9167,-0.325468,1.86045,1.91156,106.655,3.0727,3.08434,54.9091,2.99022,3.00244,-0.325468,3.06468,3.08504,106.655,3.20705,3.21038,54.9091,3.06432,3.0909,-0.325468,3.20884,3.21819,106.655,-3.81305,-2.70875,54.9091,-1.01977,-0.617758,-0.325468,-4.75564,-3.40592,All
107.672,1.48492,1.49559,55.2323,1.59149,1.57358,-0.318302,1.4434,1.46102,107.672,1.83937,1.90861,55.2323,1.86555,1.91504,-0.318302,1.83772,1.9108,107.672,3.0767,3.08324,55.2323,2.99153,3.00431,-0.318302,3.06746,3.08405,107.672,3.20784,3.2085,55.2323,3.06708,3.09319,-0.318302,3.2096,3.21635,107.672,-3.42821,-2.6556,55.2323,-1.18024,-0.624257,-0.318302,-4.38369,-3.34242,All
108.689,1.49755,1.49984,55.5556,1.59666,1.57705,-0.311136,1.46015,1.46559,108.689,1.83174,1.90781,55.5556,1.86318,1.91339,-0.311136,1.81499,1.91005,108.689,3.0789,3.08214,55.5556,2.99317,3.00618,-0.311136,3.07024,3.08306,108.689,3.20759,3.20663,55.5556,3.0703,3.09547,-0.311136,3.21036,3.21451,108.689,-3.14732,-2.60245,55.5556,-1.31072,-0.630756,-0.311136,-4.01174,-3.27891,All
109.706,1.50874,1.50408,55.8788,1.60183,1.58052,-0.30397,1.4769,1.47017,109.706,1.82671,1.90701,55.8788,1.86081,1.91173,-0.30397,1.79227,1.90929,109.706,3.08057,3.08103,55.8788,2.9948,3.00805,-0.30397,3.07302,3.08207,109.706,3.20703,3.20475,55.8788,3.07352,3.09776,-0.30397,3.21111,3.21267,109.706,-2.89652,-2.54929,55.8788,-1.4412,-0.637255,-0.30397,-3.63979,-3.21541,All
110.723,1.51994,1.50833,56.202,1.60699,1.58398,-0.296804,1.49366,1.47474,110.723,1.82167,1.90621,56.202,1.85843,1.91008,-0.296804,1.76954,1.90853,110.723,3.08225,3.07993,56.202,2.99643,3.00992,-0.296804,3.07579,3.08109,110.723,3.20647,3.20287,56.202,3.07674,3.10005,-0.296804,3.21187,3.21083,110.723,-2.64571,-2.49614,56.202,-1.57168,-0.643755,-0.296804,-3.26784,-3.1519,All
111.74,1.53114,1.51258,56.5253,1.61216,1.58745,-0.289638,1.51041,1.47932,111.74,1.81663,1.9054,56.5253,1.85606,1.90842,-0.289638,1.74681,1.90777,111.74,3.08392,3.07882,56.5253,2.99806,3.01179,-0.289638,3.07857,3.0801,111.74,3.20592,3.201,56.5253,3.07995,3.10234,-0.289638,3.21262,3.20899,111.74,-2.39491,-2.44299,56.5253,-1.70217,-0.650254,-0.289638,-2.89589,-3.0884,All
112.758,1.54234,1.51683,56.8485,1.61732,1.59092,-0.282472,1.52048,1.48389,112.758,1.8116,1.9046,56.8485,1.85369,1.90677,-0.282472,1.7408,1.90702,112.758,3.0856,3.07772,56.8485,2.99969,3.01366,-0.282472,3.07978,3.07911,112.758,3.20536,3.19912,56.8485,3.08317,3.10463,-0.282472,3.21209,3.20715,112.758,-2.1441,-2.38984,56.8485,-1.83265,-0.656753,-0.282472,-2.66659,-3.0249,All
113.775,1.55353,1.52108,57.1717,1.62128,1.59439,-0.275306,1.52943,1.48847,113.775,1.80656,1.9038,57.1717,1.85354,1.90511,-0.275306,1.7376,1.90626,113.775,3.08727,3.07661,57.1717,3.00191,3.01553,-0.275306,3.08073,3.07812,113.775,3.2048,3.19724,57.1717,3.08719,3.10692,-0.275306,3.21134,3.20531,113.775,-1.8933,-2.33669,57.1717,-1.90563,-0.663252,-0.275306,-2.46124,-2.96139,All
114.792,1.56473,1.52532,57.4949,1.62417,1.59785,-0.268141,1.53839,1.49304,114.792,1.80152,1.903,57.4949,1.85534,1.90346,-0.268141,1.7344,1.9055,114.792,3.08895,3.07551,57.4949,3.00465,3.0174,-0.268141,3.08167,3.07713,114.792,3.20425,3.19537,57.4949,3.09192,3.10921,-0.268141,3.21059,3.20348,114.792,-1.64249,-2.28354,57.4949,-1.92788,-0.669752,-0.268141,-2.25589,-2.89789,All
115.809,1.57593,1.52957,57.8182,1.62707,1.60132,-0.260975,1.54734,1.49762,115.809,1.79649,1.90219,57.8182,1.85715,1.9018,-0.260975,1.7312,1.90474,115.809,3.09062,3.0744,57.8182,3.00739,3.01927,-0.260975,3.08262,3.07614,115.809,3.20369,3.19349,57.8182,3.09666,3.1115,-0.260975,3.20984,3.20164,115.809,-1.39169,-2.23039,57.8182,-1.95012,-0.676251,-0.260975,-2.05054,-2.83438,All
116.826,1.58713,1.53382,58.1414,1.62996,1.60479,-0.253809,1.55629,1.50219,116.826,1.79145,1.90139,58.1414,1.85896,1.90015,-0.253809,1.72799,1.90399,116.826,3.0923,3.0733,58.1414,3.01013,3.02114,-0.253809,3.08356,3.07516,116.826,3.20314,3.19161,58.1414,3.10139,3.11379,-0.253809,3.20908,3.1998,116.826,-1.14088,-2.17723,58.1414,-1.97237,-0.68275,-0.253809,-1.84518,-2.77088,All
117.843,1.59832,1.53807,58.4646,1.63285,1.60825,-0.246643,1.56525,1.50677,117.843,1.78641,1.90059,58.4646,1.86077,1.89849,-0.246643,1.72479,1.90323,117.843,3.09397,3.07219,58.4646,3.01287,3.02301,-0.246643,3.08451,3.07417,117.843,3.20258,3.18973,58.4646,3.10612,3.11608,-0.246643,3.20833,3.19796,117.843,-0.890074,-2.12408,58.4646,-1.99462,-0.689249,-0.246643,-1.63983,-2.70737,All
118.861,1.60952,1.54232,58.7879,1.63574,1.61172,-0.239477,1.5742,1.51134,118.861,1.78138,1.89979,58.7879,1.86257,1.89684,-0.239477,1.72159,1.90247,118.861,3.09565,3.07109,58.7879,3.01561,3.02488,-0.239477,3.08545,3.07318,118.861,3.20202,3.18786,58.7879,3.11085,3.11837,-0.239477,3.20758,3.19612,118.861,-0.639268,-2.07093,58.7879,-2.01686,-0.695748,-0.239477,-1.43448,-2.64387,All
119.878,1.62036,1.54656,59.1111,1.63863,1.61519,-0.232311,1.58315,1.51592,119.878,1.77694,1.89898,59.1111,1.86438,1.89518,-0.232311,1.71839,1.90171,119.878,3.09719,3.06998,59.1111,3.01834,3.02675,-0.232311,3.0864,3.07219,119.878,3.20139,3.18598,59.1111,3.11558,3.12066,-0.232311,3.20683,3.19428,119.878,-0.396222,-2.01778,59.1111,-2.03911,-0.702248,-0.232311,-1.22913,-2.58036,All
120.895,1.62689,1.55081,59.4343,1.64153,1.61866,-0.225145,1.5921,1.5205,120.895,1.7798,1.89818,59.4343,1.86619,1.89353,-0.225145,1.71519,1.90096,120.895,3.09715,3.06888,59.4343,3.02108,3.02862,-0.225145,3.08734,3.0712,120.895,3.19986,3.1841,59.4343,3.12031,3.12295,-0.225145,3.20608,3.19244,120.895,-0.246892,-1.96463,59.4343,-2.06136,-0.708747,-0.225145,-1.02377,-2.51686,All
121.912,1.63342,1.55506,59.7576,1.64442,1.62212,-0.217979,1.60106,1.52507,121.912,1.78265,1.89738,59.7576,1.868,1.89187,-0.217979,1.71198,1.9002,121.912,3.09711,3.06778,59.7576,3.02382,3.03049,-0.217979,3.08829,3.07021,121.912,3.19832,3.18223,59.7576,3.12504,3.12524,-0.217979,3.20533,3.19061,121.912,-0.0975618,-1.91148,59.7576,-2.0836,-0.715246,-0.217979,-0.818421,-2.45335,All
122.929,1.63995,1.55931,60.0808,1.64696,1.62559,-0.210813,1.61001,1.52965,122.929,1.7855,1.89658,60.0808,1.87043,1.89022,-0.210813,1.70878,1.89944,122.929,3.09707,3.06667,60.0808,3.02673,3.03236,-0.210813,3.08923,3.06922,122.929,3.19679,3.18035,60.0808,3.12999,3.12753,-0.210813,3.20458,3.18877,122.929,0.0517684,-1.85832,60.0808,-2.08849,-0.721745,-0.210813,-0.613069,-2.38985,All
123.946,1.64649,1.56356,60.404,1.64843,1.62906,-0.203647,1.61896,1.53422,123.946,1.78835,1.89577,60.404,1.87474,1.88856,-0.203647,1.70558,1.89868,123.946,3.09703,3.06557,60.404,3.03013,3.03423,-0.203647,3.09018,3.06824,123.946,3.19526,3.17847,60.404,3.13557,3.12982,-0.203647,3.20383,3.18693,123.946,0.201099,-1.80517,60.404,-2.04132,-0.728244,-0.203647,-0.407716,-2.32634,All
124.964,1.65302,1.5678,60.7273,1.6499,1.63253,-0.196482,1.62792,1.5388,124.964,1.7912,1.89497,60.7273,1.87905,1.8869,-0.196482,1.70238,1.89793,124.964,3.09699,3.06446,60.7273,3.03353,3.0361,-0.196482,3.09113,3.06725,124.964,3.19372,3.1766,60.7273,3.14116,3.13211,-0.196482,3.20308,3.18509,124.964,0.350429,-1.75202,60.7273,-1.99414,-0.734744,-0.196482,-0.202364,-2.26284,All
125.981,1.65821,1.57205,61.0505,1.65129,1.63599,-0.189316,1.63687,1.54337,125.981,1.79613,1.89417,61.0505,1.8835,1.88525,-0.189316,1.69917,1.89717,125.981,3.09646,3.06336,61.0505,3.03697,3.03797,-0.189316,3.09207,3.06626,125.981,3.19191,3.17472,61.0505,3.14679,3.1344,-0.189316,3.20233,3.18325,125.981,0.469653,-1.69887,61.0505,-1.94266,-0.741243,-0.189316,0.00298839,-2.19933,All
126.998,1.66271,1.5763,61.3737,1.65223,1.63946,-0.18215,1.64455,1.54795,126.998,1.80207,1.89337,61.3737,1.8887,1.88359,-0.18215,1.6989,1.89641,126.998,3.09566,3.06225,61.3737,3.04062,3.03984,-0.18215,3.09269,3.06527,126.998,3.18996,3.17284,61.3737,3.15265,3.13669,-0.18215,3.20133,3.18141,126.998,0.572427,-1.64572,61.3737,-1.86792,-0.747742,-0.18215,0.179805,-2.13583,All
128.015,1.66599,1.58055,61.697,1.65316,1.64293,-0.174984,1.64856,1.55252,128.015,1.80971,1.89256,61.697,1.89391,1.88194,-0.174984,1.70709,1.89565,128.015,3.0944,3.06115,61.697,3.04426,3.04171,-0.174984,3.09237,3.06428,128.015,3.18776,3.17097,61.697,3.15851,3.13898,-0.174984,3.1996,3.17957,128.015,0.646746,-1.59257,61.697,-1.79319,-0.754241,-0.174984,0.274013,-2.07232,All
129.032,1.66927,1.58479,62.0202,1.65403,1.64639,-0.167818,1.65257,1.5571,129.032,1.81734,1.89176,62.0202,1.8992,1.88028,-0.167818,1.71529,1.8949,129.032,3.09314,3.06004,62.0202,3.04793,3.04359,-0.167818,3.09205,3.06329,129.032,3.18555,3.16909,62.0202,3.16439,3.14127,-0.167818,3.19786,3.17773,129.032,0.721065,-1.53942,62.0202,-1.71516,-0.76074,-0.167818,0.368222,-2.00882,All
130.049,1.67255,1.58904,62.3434,1.65404,1.64986,-0.160652,1.65658,1.56167,130.049,1.82498,1.89096,62.3434,1.90563,1.87863,-0.160652,1.72349,1.89414,130.049,3.09189,3.05894,62.3434,3.05191,3.04546,-0.160652,3.09173,3.0623,130.049,3.18335,3.16721,62.3434,3.17046,3.14356,-0.160652,3.19613,3.1759,130.049,0.795383,-1.48626,62.3434,-1.58779,-0.76724,-0.160652,0.462431,-1.94531,All
131.067,1.67584,1.59329,62.6667,1.65404,1.65333,-0.153486,1.66059,1.56625,131.067,1.83261,1.89016,62.6667,1.91206,1.87697,-0.153486,1.73168,1.89338,131.067,3.09063,3.05783,62.6667,3.05588,3.04733,-0.153486,3.09141,3.06132,131.067,3.18115,3.16534,62.6667,3.17653,3.14585,-0.153486,3.1944,3.17406,131.067,0.869702,-1.43311,62.6667,-1.46042,-0.773739,-0.153486,0.556639,-1.88181,All
132.084,1.67912,1.59754,62.9899,1.65405,1.6568,-0.14632,1.6646,1.57082,132.084,1.84025,1.88935,62.9899,1.9185,1.87532,-0.14632,1.73988,1.89262,132.084,3.08938,3.05673,62.9899,3.05986,3.0492,-0.14632,3.09109,3.06033,132.084,3.17895,3.16346,62.9899,3.1826,3.14813,-0.14632,3.19267,3.17222,132.084,0.944021,-1.37996,62.9899,-1.33304,-0.780238,-0.14632,0.650848,-1.8183,All
133.101,1.6824,1.60179,63.3131,1.65406,1.66026,-0.139154,1.66831,1.5754,133.101,1.84789,1.88855,63.3131,1.92493,1.87366,-0.139154,1.74869,1.89187,133.101,3.08812,3.05562,63.3131,3.06384,3.05107,-0.139154,3.09068,3.05934,133.101,3.17675,3.16158,63.3131,3.18867,3.15042,-0.139154,3.19087,3.17038,133.101,1.01834,-1.32681,63.3131,-1.20567,-0.786737,-0.139154,0.737839,-1.7548,All
134.118,1.68569,1.60603,63.6364,1.65406,1.66373,-0.131988,1.67093,1.57997,134.118,1.85552,1.88775,63.6364,1.93136,1.87201,-0.131988,1.75973,1.89111,134.118,3.08687,3.05452,63.6364,3.06782,3.05294,-0.131988,3.08997,3.05835,134.118,3.17455,3.1597,63.6364,3.19474,3.15271,-0.131988,3.18885,3.16854,134.118,1.09266,-1.27366,63.6364,-1.0783,-0.793237,-0.131988,0.798582,-1.69129,All
135.135,1.68734,1.61028,63.9596,1.65407,1.6672,-0.124823,1.67295,1.58455,135.135,1.86505,1.88695,63.9596,1.93779,1.87035,-0.124823,1.77179,1.89035,135.135,3.08499,3.05342,63.9596,3.07179,3.05481,-0.124823,3.08906,3.05736,135.135,3.17202,3.15783,63.9596,3.20081,3.155,-0.124823,3.1867,3.1667,135.135,1.12615,-1.22051,63.9596,-0.950926,-0.799736,-0.124823,0.844007,-1.62779,All
136.153,1.68864,1.61453,64.2828,1.65407,1.67067,-0.117657,1.67423,1.58913,136.153,1.87498,1.88615,64.2828,1.94423,1.8687,-0.117657,1.78512,1.88959,136.153,3.08297,3.05231,64.2828,3.07577,3.05668,-0.117657,3.08792,3.05637,136.153,3.16942,3.15595,64.2828,3.20688,3.15729,-0.117657,3.18439,3.16486,136.153,1.15075,-1.16736,64.2828,-0.823553,-0.806235,-0.117657,0.870108,-1.56428,All
137.17,1.68993,1.61878,64.6061,1.65408,1.67413,-0.110491,1.6755,1.5937,137.17,1.88491,1.88534,64.6061,1.95066,1.86704,-0.110491,1.79846,1.88884,137.17,3.08095,3.05121,64.6061,3.07975,3.05855,-0.110491,3.08677,3.05538,137.17,3.16682,3.15407,64.6061,3.21295,3.15958,-0.110491,3.18209,3.16303,137.17,1.17535,-1.1142,64.6061,-0.69618,-0.812734,-0.110491,0.896209,-1.50078,All
138.187,1.69123,1.62303,64.9293,1.65409,1.6776,-0.103325,1.67678,1.59828,138.187,1.89485,1.88454,64.9293,1.95709,1.86539,-0.103325,1.81179,1.88808,138.187,3.07894,3.0501,64.9293,3.08373,3.06042,-0.103325,3.08563,3.0544,138.187,3.16422,3.1522,64.9293,3.21902,3.16187,-0.103325,3.17978,3.16119,138.187,1.19995,-1.06105,64.9293,-0.568807,-0.819233,-0.103325,0.922309,-1.43727,All
139.204,1.69253,1.62727,65.2525,1.65409,1.68107,-0.096159,1.67805,1.60285,139.204,1.90478,1.88374,65.2525,1.96353,1.86373,-0.096159,1.82512,1.88732,139.204,3.07692,3.049,65.2525,3.08771,3.06229,-0.096159,3.08448,3.05341,139.204,3.16163,3.15032,65.2525,3.2251,3.16416,-0.096159,3.17747,3.15935,139.204,1.22455,-1.0079,65.2525,-0.441434,-0.825733,-0.096159,0.94841,-1.37377,All
140.221,1.69381,1.63152,65.5758,1.6541,1.68453,-0.0889931,1.67933,1.60743,140.221,1.91472,1.88294,65.5758,1.96996,1.86208,-0.0889931,1.83846,1.88656,140.221,3.0749,3.04789,65.5758,3.09168,3.06416,-0.0889931,3.08334,3.05242,140.221,3.15902,3.14844,65.5758,3.23117,3.16645,-0.0889931,3.17516,3.15751,140.221,1.24857,-0.954749,65.5758,-0.314061,-0.832232,-0.0889931,0.974511,-1.31026,All
141.238,1.69412,1.63577,65.899,1.6541,1.688,-0.0818272,1.68061,1.612,141.238,1.92531,1.88213,65.899,1.97639,1.86042,-0.0818272,1.85179,1.88581,141.238,3.07249,3.04679,65.899,3.09566,3.06603,-0.0818272,3.08219,3.05143,141.238,3.15624,3.14657,65.899,3.23724,3.16874,-0.0818272,3.17285,3.15567,141.238,1.24563,-0.901598,65.899,-0.186688,-0.838731,-0.0818272,1.00061,-1.24676,All
