Cl_pop,0.00813,-0.000969,0.000766,-0.0187,-0.000204,0.000292,0.00298,-0.00397,-0.000191,0.000114,0.000342,-0.000209
V1_pop,-0.000969,0.0063,-0.00439,0.0108,-0.000565,-0.000826,-0.00138,-0.00503,0.000621,-0.000357,-0.000764,0.000411
Q_pop,0.000766,-0.00439,0.0241,-0.0193,0.00146,0.00249,0.00301,0.0204,-0.00145,0.000814,0.00205,-0.00108
V2_pop,-0.0187,0.0108,-0.0193,0.224,-0.00529,-0.00488,-0.0136,-0.0106,0.00322,-0.0019,-0.00392,0.00231
omega_Cl,-0.000204,-0.000565,0.00146,-0.00529,0.00394,0.000275,0.000744,0.000597,-0.00051,0.000279,0.000427,-0.000227
omega_V1,0.000292,-0.000826,0.00249,-0.00488,0.000275,0.00323,-0.000137,0.00413,-0.000451,0.000246,0.000539,-0.000276
omega_Q,0.00298,-0.00138,0.00301,-0.0136,0.000744,-0.000137,0.0178,-0.011,-0.000467,0.000297,0.000667,-0.000405
omega_V2,-0.00397,-0.00503,0.0204,-0.0106,0.000597,0.00413,-0.011,0.116,-0.00103,0.000662,0.00133,-0.000791
a1,-0.000191,0.000621,-0.00145,0.00322,-0.00051,-0.000451,-0.000467,-0.00103,0.00503,-0.00192,-0.000609,0.000296
b1,0.000114,-0.000357,0.000814,-0.0019,0.000279,0.000246,0.000297,0.000662,-0.00192,0.000826,0.000312,-0.000156
a2,0.000342,-0.000764,0.00205,-0.00392,0.000427,0.000539,0.000667,0.00133,-0.000609,0.000312,0.00117,-0.000511
b2,-0.000209,0.000411,-0.00108,0.00231,-0.000227,-0.000276,-0.000405,-0.000791,0.000296,-0.000156,-0.000511,0.000236
