iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1534.42,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1511.85,1,4.58228,27.5765,7.89662,34.1937,0.974679,0.974679,0.974679,0.974679,0.998761,0.974679,0.974679
3,1501.38,1,4.74941,25.0964,7.68282,31.7117,0.95,0.95,1.00352,0.95,0.998761,0.95,0.95
4,1487.74,1,4.4281,25.8306,8.52801,32.601,0.925945,0.925945,1.04196,0.925945,0.998761,0.925945,0.925945
5,1476.17,1,4.28445,24.3359,7.57292,30.5436,0.9025,0.9025,1.01557,0.9025,0.998761,0.9025,0.9025
6,1468.86,1,4.29705,26.1063,8.40052,32.755,0.879648,0.879648,1.01065,0.879648,0.998761,0.879648,0.879648
7,1456.88,1,4.71166,29.2629,8.76625,36.5953,0.857375,0.857375,0.985063,0.857375,0.998761,0.857375,0.857375
8,1434.98,1,4.69599,30.6065,9.60339,38.1097,0.835666,0.835666,0.960121,0.835666,0.998761,0.835666,0.835666
9,1432.96,1,4.62694,33.3362,8.05989,41.5439,0.814506,0.814506,0.979991,0.814506,0.998761,0.814506,0.814506
10,1417.92,1,4.74276,33.5082,8.14289,41.941,0.793882,0.793882,0.955177,0.793882,0.998761,0.793882,0.793882
11,1407.09,1,4.79742,35.4865,7.51022,44.23,0.773781,0.773781,0.930991,0.773781,0.998761,0.773781,0.773781
12,1392.32,1,4.79236,36.6203,7.52783,45.4341,0.754188,0.754188,0.907418,0.754188,0.998761,0.754188,0.754188
13,1390.98,1,4.5808,37.897,9.24655,46.8903,0.735092,0.735092,0.912583,0.735092,0.998761,0.735092,0.735092
14,1374.75,1,4.7116,37.23,7.54293,46.0963,0.716479,0.716479,0.890607,0.716479,0.998761,0.716479,0.716479
15,1356.18,1,4.85672,35.1698,8.7617,43.5175,0.698337,0.698337,0.868057,0.698337,0.998761,0.698337,0.698337
16,1353.82,1,4.73083,27.7432,9.23117,34.3428,0.680655,0.680655,0.846077,0.680655,0.998761,0.680655,0.680655
17,1328.04,1,4.55899,26.3945,9.2259,32.7454,0.66342,0.66342,0.865272,0.66342,0.998761,0.66342,0.66342
18,1317.27,1,4.79137,25.8699,9.71231,32.0446,0.646622,0.646622,0.843363,0.646622,0.998761,0.646622,0.646622
19,1303.01,1,4.93865,25.8726,11.1443,31.87,0.630249,0.630249,0.822008,0.630249,0.998761,0.630249,0.630249
20,1292.55,1,4.96499,23.9602,11.6492,29.5905,0.614291,0.614291,0.801195,0.614291,0.998761,0.614291,0.614291
21,1285.15,1,4.75441,23.1795,12.4546,28.941,0.598737,0.598737,0.780908,0.598737,0.998761,0.598737,0.598737
22,1266.84,1,4.99645,25.9387,10.5612,32.6141,0.583577,0.583577,0.761135,0.583577,0.998761,0.583577,0.583577
23,1252.83,1,4.92128,25.643,8.66386,32.4012,0.5688,0.5688,0.741863,0.5688,0.998761,0.5688,0.5688
24,1242.59,1,5.0571,26.5286,8.79665,33.4954,0.554398,0.554398,0.723078,0.554398,0.998761,0.554398,0.554398
25,1241.69,1,5.15785,27.5251,7.96238,34.4992,0.54036,0.54036,0.704769,0.54036,0.998761,0.54036,0.54036
26,1223.23,1,5.07825,27.33,8.76449,34.1887,0.526678,0.526678,0.686924,0.526678,0.998761,0.526678,0.526678
27,1216.24,1,4.95003,27.1069,9.15275,33.9161,0.513342,0.513342,0.669531,0.513342,0.998761,0.513342,0.513342
28,1198.25,1,5.12151,26.8757,10.3663,33.4622,0.500344,0.500344,0.652578,0.500344,0.998761,0.500344,0.500344
29,1173.98,1,5.12002,25.728,10.8846,32.0442,0.487675,0.487675,0.636054,0.487675,0.998761,0.487675,0.487675
30,1167.67,1,5.1142,24.7893,10.4352,30.7447,0.475327,0.475327,0.619949,0.475327,0.998761,0.475327,0.475327
31,1165.26,1,4.95331,26.2722,8.99209,32.2965,0.463291,0.463291,0.604252,0.463291,0.998761,0.463291,0.463291
32,1147.86,1,4.98348,25.7988,8.39929,31.8167,0.45156,0.45156,0.588952,0.45156,0.998761,0.45156,0.45156
33,1136.68,1,4.97484,25.1154,7.25006,30.9025,0.440127,0.440127,0.631278,0.440127,0.998761,0.440127,0.440127
34,1120.65,1,4.89876,24.7236,7.76391,30.4863,0.428982,0.428982,0.635135,0.428982,0.998761,0.428982,0.428982
35,1111.12,1,4.85587,24.959,7.60852,30.9772,0.41812,0.41812,0.634127,0.41812,0.998761,0.41812,0.41812
36,1102.09,1,4.97814,24.6844,9.14763,30.6522,0.407533,0.407533,0.654211,0.407533,0.998761,0.407533,0.407533
37,1086.94,1,5.02108,23.83,8.70202,29.5067,0.397214,0.397214,0.674954,0.397214,0.998761,0.397214,0.397214
38,1072.61,1,5.06241,24.6897,7.90964,30.5266,0.387157,0.387157,0.657863,0.387157,0.998761,0.387157,0.387157
