Cl_vs_Q_abscissa,Cl_vs_Q_spline,Cl_vs_Q_regression,Cl_vs_V1_abscissa,Cl_vs_V1_spline,Cl_vs_V1_regression,Cl_vs_V2_abscissa,Cl_vs_V2_spline,Cl_vs_V2_regression,Q_vs_Cl_abscissa,Q_vs_Cl_spline,Q_vs_Cl_regression,Q_vs_V1_abscissa,Q_vs_V1_spline,Q_vs_V1_regression,Q_vs_V2_abscissa,Q_vs_V2_spline,Q_vs_V2_regression,V1_vs_Cl_abscissa,V1_vs_Cl_spline,V1_vs_Cl_regression,V1_vs_Q_abscissa,V1_vs_Q_spline,V1_vs_Q_regression,V1_vs_V2_abscissa,V1_vs_V2_spline,V1_vs_V2_regression,V2_vs_Cl_abscissa,V2_vs_Cl_spline,V2_vs_Cl_regression,V2_vs_Q_abscissa,V2_vs_Q_spline,V2_vs_Q_regression,V2_vs_V1_abscissa,V2_vs_V1_spline,V2_vs_V1_regression
-1.59221,0.17652,0.0369181,-0.859904,-0.592789,-0.443486,-9.07612e-08,-0.0210483,-0.0210483,-0.767287,0.30342,0.12883,-0.859904,0.438091,-0.145381,-9.07612e-08,0.114346,0.114346,-0.767287,-0.221137,-0.381771,-1.59221,0.0438266,-0.0405714,-9.07612e-08,-0.0659922,-0.0659922,-0.767287,4.92162e-09,-4.07919e-09,-1.59221,-3.45977e-09,5.80612e-10,-0.859904,4.35095e-09,-8.28289e-09
-1.55994,0.140798,0.0361516,-0.845009,-0.565932,-0.435748,-8.9251e-08,-0.0207017,-0.0207017,-0.756615,0.311845,0.12695,-0.845009,0.378493,-0.142948,-8.9251e-08,0.112288,0.112288,-0.756615,-0.246142,-0.376563,-1.55994,0.0557744,-0.0399038,-8.9251e-08,-0.0649976,-0.0649976,-0.756615,2.86342e-09,-4.05478e-09,-1.55994,-2.03356e-09,5.21487e-10,-0.845009,4.62722e-09,-8.17876e-09
-1.52767,0.105077,0.0353852,-0.830115,-0.539076,-0.428009,-8.77408e-08,-0.0203552,-0.0203552,-0.745942,0.320269,0.125071,-0.830115,0.318894,-0.140515,-8.77408e-08,0.11023,0.11023,-0.745942,-0.271146,-0.371356,-1.52767,0.0677221,-0.0392361,-8.77408e-08,-0.0640031,-0.0640031,-0.745942,8.05226e-10,-4.03036e-09,-1.52767,-6.07361e-10,4.62361e-10,-0.830115,4.90349e-09,-8.07463e-09
-1.49541,0.0693547,0.0346188,-0.81522,-0.512219,-0.420271,-8.62306e-08,-0.0200087,-0.0200087,-0.73527,0.328694,0.123191,-0.81522,0.259295,-0.138081,-8.62306e-08,0.108172,0.108172,-0.73527,-0.296151,-0.366148,-1.49541,0.0796699,-0.0385685,-8.62306e-08,-0.0630085,-0.0630085,-0.73527,-1.25297e-09,-4.00595e-09,-1.49541,8.18841e-10,4.03236e-10,-0.81522,5.17975e-09,-7.97051e-09
-1.46314,0.0425556,0.0338523,-0.800325,-0.485363,-0.412532,-8.47204e-08,-0.0196621,-0.0196621,-0.724597,0.337119,0.121311,-0.800325,0.199697,-0.135648,-8.47204e-08,0.106114,0.106114,-0.724597,-0.321155,-0.360941,-1.46314,0.0848597,-0.0379008,-8.47204e-08,-0.062014,-0.062014,-0.724597,-3.31117e-09,-3.98153e-09,-1.46314,1.89685e-09,3.4411e-10,-0.800325,5.45602e-09,-7.86638e-09
-1.43088,0.0221066,0.0330859,-0.78543,-0.458507,-0.404794,-8.32102e-08,-0.0193156,-0.0193156,-0.713925,0.33706,0.119432,-0.78543,0.140098,-0.133215,-8.32102e-08,0.104056,0.104056,-0.713925,-0.341341,-0.355733,-1.43088,0.08524,-0.0372332,-8.32102e-08,-0.0610194,-0.0610194,-0.713925,-5.07852e-09,-3.95712e-09,-1.43088,2.72705e-09,2.84985e-10,-0.78543,5.73229e-09,-7.76225e-09
-1.39861,0.00920086,0.0323194,-0.770535,-0.43165,-0.397055,-8.17e-08,-0.0189691,-0.0189691,-0.703253,0.32922,0.117552,-0.770535,0.0804995,-0.130782,-8.17e-08,0.101998,0.101998,-0.703253,-0.357099,-0.350526,-1.39861,0.0800094,-0.0365655,-8.17e-08,-0.0600249,-0.0600249,-0.703253,-6.57851e-09,-3.93271e-09,-1.39861,3.2486e-09,2.2586e-10,-0.770535,6.00856e-09,-7.65813e-09
-1.36634,-0.000844135,0.031553,-0.75564,-0.404794,-0.389317,-8.01897e-08,-0.0186226,-0.0186226,-0.69258,0.315031,0.115672,-0.75564,0.0209009,-0.128349,-8.01897e-08,0.0999397,0.0999397,-0.69258,-0.369003,-0.345319,-1.36634,0.0726625,-0.0358979,-8.01897e-08,-0.0590303,-0.0590303,-0.69258,-7.84139e-09,-3.90829e-09,-1.36634,3.65145e-09,1.66734e-10,-0.75564,6.28482e-09,-7.554e-09
-1.33408,-0.00638219,0.0307866,-0.740745,-0.377937,-0.381578,-7.86795e-08,-0.018276,-0.018276,-0.681908,0.296742,0.113793,-0.740745,-0.0386977,-0.125915,-7.86795e-08,0.0978816,0.0978816,-0.681908,-0.378331,-0.340111,-1.33408,0.0621376,-0.0352302,-7.86795e-08,-0.0580358,-0.0580358,-0.681908,-8.94415e-09,-3.88388e-09,-1.33408,3.84549e-09,1.07609e-10,-0.740745,6.56109e-09,-7.44987e-09
-1.30181,-0.00539673,0.0300201,-0.725851,-0.351081,-0.373839,-7.71693e-08,-0.0179295,-0.0179295,-0.671236,0.276286,0.111913,-0.725851,-0.0982964,-0.123482,-7.71693e-08,0.0958235,0.0958235,-0.671236,-0.386237,-0.334904,-1.30181,0.0470127,-0.0345625,-7.71693e-08,-0.0570413,-0.0570413,-0.671236,-9.95757e-09,-3.85946e-09,-1.30181,3.73728e-09,4.84837e-11,-0.725851,6.83736e-09,-7.34575e-09
-1.26955,-0.00441128,0.0292537,-0.710956,-0.324225,-0.366101,-7.56591e-08,-0.017583,-0.017583,-0.660563,0.251577,0.110033,-0.710956,-0.157895,-0.121049,-7.56591e-08,0.0937654,0.0937654,-0.660563,-0.391301,-0.329696,-1.26955,0.0318879,-0.0338949,-7.56591e-08,-0.0560467,-0.0560467,-0.660563,-1.07916e-08,-3.83505e-09,-1.26955,3.62908e-09,-1.06416e-11,-0.710956,7.11363e-09,-7.24162e-09
-1.23728,-0.00342582,0.0284872,-0.696061,-0.297368,-0.358362,-7.41489e-08,-0.0172365,-0.0172365,-0.649891,0.22348,0.108154,-0.696061,-0.217494,-0.118616,-7.41489e-08,0.0917073,0.0917073,-0.649891,-0.393953,-0.324489,-1.23728,0.016763,-0.0332272,-7.41489e-08,-0.0550522,-0.0550522,-0.649891,-1.1471e-08,-3.81064e-09,-1.23728,3.52088e-09,-6.9767e-11,-0.696061,7.38989e-09,-7.13749e-09
-1.20501,-0.00244036,0.0277208,-0.681166,-0.270512,-0.350624,-7.26387e-08,-0.0168899,-0.0168899,-0.639218,0.189007,0.106274,-0.681166,-0.277092,-0.116182,-7.26387e-08,0.0896492,0.0896492,-0.639218,-0.386818,-0.319281,-1.20501,0.00163813,-0.0325596,-7.26387e-08,-0.0540576,-0.0540576,-0.639218,-1.14455e-08,-3.78622e-09,-1.20501,3.41268e-09,-1.28892e-10,-0.681166,7.66616e-09,-7.03337e-09
-1.17275,-0.00125214,0.0269543,-0.666271,-0.243655,-0.342885,-7.11285e-08,-0.0165434,-0.0165434,-0.628546,0.15303,0.104395,-0.666271,-0.336691,-0.113749,-7.11285e-08,0.0875911,0.0875911,-0.628546,-0.377293,-0.314074,-1.17275,-0.0136116,-0.0318919,-7.11285e-08,-0.0530631,-0.0530631,-0.628546,-1.12474e-08,-3.76181e-09,-1.17275,3.29254e-09,-1.88018e-10,-0.666271,7.94243e-09,-6.92924e-09
-1.14048,0.00434683,0.0261879,-0.651376,-0.216799,-0.335147,-6.96183e-08,-0.0161969,-0.0161969,-0.617874,0.117052,0.102515,-0.651376,-0.396289,-0.111316,-6.96183e-08,0.085533,0.085533,-0.617874,-0.367769,-0.308867,-1.14048,-0.0314938,-0.0312243,-6.96183e-08,-0.0520685,-0.0520685,-0.617874,-1.10493e-08,-3.73739e-09,-1.14048,2.90125e-09,-2.47143e-10,-0.651376,8.2187e-09,-6.82511e-09
-1.10821,0.0100679,0.0254215,-0.636481,-0.203085,-0.327408,-6.81081e-08,-0.0158504,-0.0158504,-0.607201,0.0810751,0.100635,-0.636481,-0.398405,-0.108883,-6.81081e-08,0.0834749,0.0834749,-0.607201,-0.358245,-0.303659,-1.10821,-0.0491626,-0.0305566,-6.81081e-08,-0.051074,-0.051074,-0.607201,-1.08512e-08,-3.71298e-09,-1.10821,2.46241e-09,-3.06268e-10,-0.636481,7.41627e-09,-6.72099e-09
