simulations,OFV
500,988.216
1000,988.247
1500,987.239
2000,987.251
2500,987.175
3000,987.19
3500,987.126
4000,986.949
4500,987.309
5000,987.47
5500,987.085
6000,987.099
6500,987.204
7000,987.435
7500,987.667
8000,987.746
8500,987.952
9000,987.853
9500,987.781
10000,987.722
10500,987.641
11000,987.78
11500,987.822
12000,987.836
12500,987.83
13000,987.894
13500,987.945
14000,988.02
14500,988.026
15000,988.029
15500,988.114
16000,988.151
16500,988.107
17000,988.027
17500,988.069
18000,988.043
18500,988.082
19000,988.087
19500,988.039
20000,988.056
20500,988.047
21000,987.946
21500,987.914
22000,987.877
22500,987.857
23000,987.826
23500,987.818
24000,987.759
24500,987.77
25000,987.816
25500,987.857
26000,987.815
26500,987.826
27000,987.837
27500,987.791
28000,987.786
28500,987.795
29000,987.828
29500,987.878
30000,987.854
