parameter,value
Cl_pop,10.5533075233979
beta_Cl_logtCLCRMLMIN,0.657791784969618
beta_Cl_logtWTKG,0.77938194520789
V1_pop,43.3640020978252
Q_pop,19.9166407389514
beta_Q_ANTU_2,-0.726347593630299
beta_Q_logtAGEA,1.41679633496192
beta_Q_logtCLCRMLMIN,0.903761264957224
V2_pop,54.0294305599093
beta_V2_logtCLCRMLMIN,-0.155859190272793
omega_Cl,0.17923739566675
omega_V1,0.260858321639947
omega_Q,0.0364120184537686
omega_V2,0.178418875384628
corr_V2_V1,0.998921677641954
a1,0.307943258863556
a2,0.0589854429934035
