iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1502.65,1,7.8892,9.16311,20.5065,21.6974,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1493.53,1,4.87146,14.9299,24.351,25.1283,0.974679,0.974679,0.596039,0.998761,1.46202,1.46202,1.46202,1.16962
3,1481.41,1,5.10346,14.8081,22.1687,23.6302,0.95,0.95,0.551217,0.998761,1.425,1.45999,1.425,1.14
4,1467.58,1,4.59473,19.4462,21.0302,22.7061,0.925945,0.925945,0.506623,0.998761,1.38892,1.42303,1.38892,1.11113
5,1456.01,1,4.35851,12.9238,26.1485,26.8828,0.9025,0.9025,0.597682,0.998761,1.35375,1.38699,1.35375,1.083
6,1452.5,1,4.33926,12.5847,30.6788,30.6164,0.879648,0.879648,0.946623,0.998761,1.31947,1.38287,1.31947,1.05558
7,1442.32,1,4.60883,11.9377,34.7322,33.3372,0.857375,0.857375,0.838693,0.998761,1.28606,1.3606,1.28606,1.02885
8,1422.04,1,4.7066,9.70332,33.0388,31.7983,0.835666,0.835666,0.379841,0.998761,1.2535,1.38213,1.2535,1.0028
9,1408.16,1,4.90312,7.7426,35.0263,33.5267,0.814506,0.814506,0.667623,0.998761,1.22176,1.34713,1.22176,0.977407
10,1389.03,1,5.46174,8.80193,33.0652,32.1776,0.793882,0.793882,0.345082,0.998761,1.19082,1.31302,1.19082,0.952659
11,1391.72,1,5.33736,8.24541,35.0778,33.4853,0.773781,0.773781,0.575992,0.998761,1.16067,1.27977,1.16067,0.928537
12,1375.01,1,5.3307,8.84369,29.8891,29.4414,0.754188,0.754188,0.352833,0.998761,1.13128,1.24737,1.13128,0.905026
13,1366.85,1,5.23364,11.867,30.2381,29.4272,0.735092,0.735092,0.479253,0.998761,1.10264,1.21578,1.10264,0.88211
14,1352.72,1,5.06477,9.04852,27.4299,26.9732,0.716479,0.716479,0.473206,0.998761,1.07472,1.31245,1.07472,0.859775
15,1343.93,1,5.15492,9.90462,28.4828,27.7535,0.698337,0.698337,0.62115,0.998761,1.04751,1.34343,1.04751,0.838005
16,1339.1,1,5.03858,9.51426,26.2667,25.9993,0.680655,0.680655,0.588235,0.998761,1.02098,1.50523,1.02098,0.816786
17,1323.69,1,5.01342,10.1992,25.0003,25.2261,0.66342,0.66342,0.576757,0.998761,0.995131,1.49267,0.995131,0.796105
18,1313.97,1,5.32069,11.69,25.827,25.7529,0.646622,0.646622,0.415161,0.998761,0.969933,1.48561,0.969933,0.775947
19,1300.12,1,4.96924,13.1084,25.4477,25.4239,0.630249,0.630249,0.668819,0.998761,0.945374,1.63342,0.945374,0.756299
20,1293.74,1,5.17336,11.7283,25.5561,25.5446,0.614291,0.614291,0.567345,0.998761,0.921437,1.59206,0.921437,0.737149
21,1287.38,1,5.39555,13.9408,24.5338,25.0238,0.598737,0.598737,0.452828,0.998761,0.898105,1.55175,0.898105,0.718484
22,1273.92,1,5.17271,9.60264,25.9302,26.2911,0.583577,0.583577,0.281791,0.998761,0.875365,1.51245,0.875365,0.700292
23,1258.89,1,5.02855,7.7224,26.2936,26.8047,0.5688,0.5688,0.583656,0.998761,0.8532,1.52614,0.8532,0.68256
24,1243.16,1,5.32547,6.57867,26.3832,26.7048,0.554398,0.554398,0.567209,0.998761,0.831597,1.4875,0.831597,0.665277
25,1234.42,1,5.33376,6.53062,25.802,26.1153,0.54036,0.54036,0.594298,0.998761,0.81054,1.44983,0.81054,0.648432
26,1225.7,1,5.38219,7.38504,27.8861,27.9505,0.526678,0.526678,0.427004,0.998761,0.790017,1.41312,0.790017,0.632013
27,1222.72,1,5.53002,9.0018,29.4284,29.1286,0.513342,0.513342,0.407628,0.998761,0.770013,1.37734,0.770013,0.61601
28,1201.09,1,5.38907,9.6606,26.3471,26.5261,0.500344,0.500344,0.466175,0.998761,0.750516,1.34247,0.750516,0.600413
29,1187,1,5.40505,10.17,25.5464,25.7768,0.487675,0.487675,0.532643,0.998761,0.731512,1.31835,0.731512,0.58521
30,1179.01,1,5.52066,9.757,25.2155,25.5638,0.475327,0.475327,0.520988,0.998761,0.71299,1.28497,0.71299,0.570392
