simulations,OFV
500,1066.41
1000,1065.68
1500,1064.44
2000,1065.04
2500,1066.11
3000,1066.16
3500,1065.36
4000,1065.37
4500,1065.57
5000,1065.74
5500,1065.84
6000,1065.95
6500,1065.9
7000,1065.74
7500,1065.88
8000,1065.82
8500,1066.09
9000,1065.98
9500,1065.83
10000,1065.85
10500,1065.85
11000,1065.95
11500,1066
12000,1065.81
12500,1065.89
13000,1065.92
13500,1065.96
14000,1065.95
14500,1065.96
15000,1066.01
15500,1065.97
16000,1066
16500,1065.83
17000,1065.85
17500,1065.87
18000,1065.86
18500,1065.98
19000,1065.94
19500,1065.89
20000,1065.77
20500,1065.87
21000,1065.61
21500,1065.64
22000,1065.73
22500,1065.65
23000,1065.55
23500,1065.57
24000,1065.61
24500,1065.54
25000,1065.61
25500,1065.6
26000,1065.51
26500,1065.17
27000,1065.11
27500,1065.1
28000,1065.19
28500,1065.19
29000,1065.28
29500,1065.33
30000,1065.38
