simulations,OFV
500,971.544
1000,971.42
1500,971.112
2000,969.28
2500,969.822
3000,970.189
3500,969.246
4000,969.435
4500,969.97
5000,970.042
5500,970.087
6000,970.309
6500,969.77
7000,969.758
7500,969.591
8000,969.803
8500,970.045
9000,969.719
9500,969.454
10000,969.108
10500,969.081
11000,969.14
11500,969.053
12000,968.811
12500,968.972
13000,968.767
13500,968.572
14000,968.505
14500,968.489
15000,968.593
15500,968.471
16000,968.581
16500,968.21
17000,968.27
17500,968.307
18000,968.035
18500,968.157
19000,968.029
19500,967.913
20000,967.809
20500,967.75
21000,967.701
21500,967.813
22000,967.885
22500,967.77
23000,967.387
23500,967.342
24000,967.291
24500,967.308
25000,967.363
25500,967.402
26000,967.343
26500,967.391
27000,967.313
27500,967.358
28000,967.483
28500,967.482
29000,967.587
29500,967.667
30000,967.76
