iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1512.67,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1497.46,1,2.59992,1.84953,1.36618,42.284,15.8099,50.1353,0.974679,0.974679,1.03576,0.974679,0.998743,0.974679,0.974679
3,1486.58,1,3.37492,2.08873,1.11588,42.3961,16.3322,50.6255,0.95,0.95,1.05281,0.95,0.998743,0.95,0.95
4,1477.96,1,2.82844,1.97509,1.27025,43.142,18.6739,51.2997,0.925945,0.925945,1.04328,0.925945,0.998743,0.925945,0.925945
5,1466.1,1,2.93788,1.82413,1.17858,44.9333,16.1544,53.4379,0.9025,0.9025,1.03992,0.9025,0.998743,0.9025,0.9025
6,1447.28,1,1.99025,2.10646,1.55101,40.8379,16.6807,48.6418,0.879648,0.879648,1.01359,0.879648,0.998743,0.879648,0.879648
7,1438.18,1,2.80417,1.65933,1.28097,42.5504,17.5678,50.1617,0.857375,0.857375,0.987923,0.857375,0.998743,0.857375,0.857375
8,1420.77,1,3.07104,2.07109,1.21961,43.4221,17.839,51.0816,0.835666,0.835666,0.962908,0.835666,0.998743,0.835666,0.835666
9,1418.21,1,3.19249,1.69813,1.18335,48.8551,16.4304,57.4874,0.814506,0.814506,0.987288,0.814506,0.998743,0.814506,0.814506
10,1409.08,1,3.18602,1.87934,1.17258,50.2529,16.1125,59.2211,0.793882,0.793882,0.962289,0.793882,0.998743,0.793882,0.793882
11,1390.77,1,2.7592,1.91064,1.34744,55.806,13.589,65.7135,0.773781,0.773781,0.937924,0.773781,0.998743,0.773781,0.773781
12,1376.97,1,3.86719,1.64602,1.03284,48.4328,12.4365,56.8985,0.754188,0.754188,0.914175,0.754188,0.998743,0.754188,0.754188
13,1382.6,1,2.94243,1.84388,1.29292,50.4849,12.7622,59.0167,0.735092,0.735092,1.00753,0.735092,0.998743,0.735092,0.735092
14,1371.64,1,2.83366,1.69277,1.25161,46.6445,10.1516,54.8113,0.716479,0.716479,1.10297,0.716479,0.998743,0.716479,0.716479
15,1346.38,1,3.32769,1.65113,1.14839,46.0386,10.5308,54.0621,0.698337,0.698337,1.07504,0.698337,0.998743,0.698337,0.698337
16,1343.05,1,2.69164,1.9073,1.32136,43.0835,13.2608,50.6801,0.680655,0.680655,1.05974,0.680655,0.998743,0.680655,0.680655
17,1325.44,1,3.45282,1.79625,1.10525,47.3946,11.1907,56.0094,0.66342,0.66342,1.09856,0.66342,0.998743,0.66342,0.66342
18,1309.87,1,2.40035,2.18072,1.50362,51.9878,11.4638,61.3005,0.646622,0.646622,1.07074,0.646622,0.998743,0.646622,0.646622
19,1305.82,1,3.47549,1.67858,1.139,49.2309,13.3401,57.824,0.630249,0.630249,1.04363,0.630249,0.998743,0.630249,0.630249
20,1295.13,1,3.6117,1.8924,1.09067,46.8612,13.197,54.9297,0.614291,0.614291,1.0172,0.614291,0.998743,0.614291,0.614291
21,1278.71,1,2.8524,2.07517,1.34341,43.7343,15.615,51.6571,0.598737,0.598737,0.991447,0.598737,0.998743,0.598737,0.598737
22,1272.72,1,4.50477,1.7069,0.912609,46.537,13.8702,55.2461,0.583577,0.583577,0.966343,0.583577,0.998743,0.583577,0.583577
23,1262.29,1,4.45749,1.51728,0.889568,44.268,11.7544,52.7727,0.5688,0.5688,0.941875,0.5688,0.998743,0.5688,0.5688
24,1237.66,1,3.43077,1.69456,1.15254,45.1663,11.0536,53.6052,0.554398,0.554398,0.918026,0.554398,0.998743,0.554398,0.554398
25,1231.37,1,3.57153,1.32213,1.08827,45.0275,10.5066,53.5155,0.54036,0.54036,0.894781,0.54036,0.998743,0.54036,0.54036
26,1219.33,1,3.65088,1.42297,1.05974,42.7985,12.0907,51.051,0.526678,0.526678,0.872125,0.526678,0.998743,0.526678,0.526678
27,1209.51,1,3.66466,1.36331,1.06852,42.0119,13.7196,50.1034,0.513342,0.513342,0.850042,0.513342,0.998743,0.513342,0.513342
28,1201.08,1,3.27257,1.60434,1.19448,44.9817,13.9302,53.33,0.500344,0.500344,0.88553,0.500344,0.998743,0.500344,0.500344
29,1190.68,1,3.62259,1.61631,1.10235,41.8288,16.6685,49.4118,0.487675,0.487675,0.863108,0.487675,0.998743,0.487675,0.487675
30,1180.57,1,4.02243,1.53047,0.985442,42.4931,13.2328,50.1446,0.475327,0.475327,0.841254,0.475327,0.998743,0.475327,0.475327
31,1172.69,1,3.78436,1.5348,1.04475,41.6901,12.1342,48.9321,0.463291,0.463291,0.819953,0.463291,0.998743,0.463291,0.463291
32,1151.03,1,3.84969,1.39176,1.03596,40.9437,13.5868,47.9932,0.45156,0.45156,0.799191,0.45156,0.998743,0.45156,0.45156
33,1151.1,1,3.81713,1.56548,1.03024,41.2693,12.7357,48.1015,0.440127,0.46582,0.81473,0.46842,0.998743,0.440127,0.440127
34,1144.96,1,3.48713,1.52231,1.0795,41.7774,12.6463,48.7508,0.428982,0.469994,0.7941,0.471844,0.998743,0.428982,0.428982
35,1126.71,1,4.08001,1.43007,0.962874,42.2281,13.3031,49.3029,0.41812,0.458093,0.841476,0.459897,0.998743,0.41812,0.41812
36,1117.21,1,4.00694,1.41065,0.973595,41.7733,15.6096,49.0667,0.407533,0.446494,0.820169,0.448252,0.998743,0.407533,0.407533
37,1112.08,1,3.78838,1.55316,1.01801,38.9614,14.3399,45.7421,0.397214,0.445407,0.799402,0.453075,0.998743,0.397214,0.397214
38,1093.49,1,3.66613,1.48599,1.06069,39.28,12.1139,46.0612,0.387157,0.434129,0.779161,0.441603,0.998743,0.387157,0.387157
39,1083.37,1,3.84539,1.62523,1.01492,39.1012,13.8031,46.0804,0.377354,0.423137,0.759432,0.430422,0.998743,0.377354,0.377354
40,1091.14,1,3.98403,1.4861,0.990419,39.7558,12.57,46.7061,0.367799,0.430024,0.740203,0.443226,0.998743,0.367799,0.367799
41,1074.98,1,3.89283,1.45148,1.00779,37.9125,15.7445,44.5266,0.358486,0.424856,0.72146,0.439442,0.998743,0.358486,0.358486
42,1060.57,1,4.20224,1.45035,0.939514,36.316,15.657,42.6522,0.349409,0.414099,0.703192,0.428315,0.998743,0.349409,0.349409
43,1048.38,1,3.90114,1.60112,0.989203,36.5046,17.1291,42.9463,0.340562,0.403613,0.685387,0.41747,0.998743,0.340562,0.340562
44,1038.72,1,3.92336,1.62643,1.00249,35.1551,19.2962,41.5031,0.331938,0.393394,0.668033,0.407721,0.998743,0.331938,0.331938
45,1035.11,1,3.85843,1.48676,1.02014,34.7301,19.6828,40.9681,0.323534,0.383433,0.651118,0.397397,0.998743,0.323534,0.323534
46,1024.94,1,4.0246,1.52427,0.983552,35.4569,18.3326,42.0738,0.315341,0.373724,0.634631,0.387335,0.998743,0.315341,0.315341
47,1012.76,1,3.81147,1.52841,1.04628,35.7933,20.6329,42.5399,0.307357,0.365788,0.618562,0.378555,0.998743,0.307357,0.307357
48,1010.31,1,4.20222,1.42791,0.944987,34.6336,20.8077,41.0323,0.299574,0.360004,0.604425,0.369442,0.998743,0.299574,0.299574
49,1000.21,1,3.75131,1.39835,1.05044,35.2091,20.8122,41.5313,0.291989,0.350888,0.589121,0.360087,0.998743,0.291989,0.291989
50,999.71,1,3.57523,1.52267,1.10622,35.8736,18.408,42.3572,0.284596,0.342004,0.5918,0.35097,0.998743,0.284596,0.284596
51,990.965,1,3.81447,1.51587,1.02627,35.2275,16.3453,41.4632,0.27739,0.333344,0.576815,0.342083,0.998743,0.27739,0.27739
52,980.69,1,3.93052,1.52738,1.00203,35.2739,16.614,41.5671,0.270366,0.324904,0.594016,0.333421,0.998743,0.270366,0.270366
53,976.292,1,3.7312,1.34771,1.03927,35.3573,16.9407,41.769,0.26352,0.346615,0.59906,0.356171,0.998743,0.26352,0.26352
54,971.765,1,4.03456,1.30926,0.962521,34.6022,15.7256,41.0373,0.256848,0.337839,0.620306,0.347153,0.998743,0.256848,0.256848
55,960.353,1,3.89665,1.53396,1.00972,35.4383,16.0276,42.1297,0.250344,0.332528,0.626969,0.343391,0.998743,0.250344,0.250344
56,965.303,1,3.99102,1.5066,0.984983,34.2182,16.6872,40.6153,0.244005,0.338377,0.68983,0.356093,0.998743,0.244005,0.244005
57,962.432,1,4.09557,1.54423,0.948982,34.6988,15.9354,41.2145,0.237827,0.345533,0.672363,0.362376,0.998743,0.237827,0.237827
58,960.848,1,4.13487,1.40866,0.935417,34.7284,14.2931,41.2795,0.231805,0.358479,0.655338,0.37419,0.998743,0.231805,0.231805
59,955.765,1,4.15751,1.43762,0.938473,35.5642,14.6284,42.3989,0.225936,0.356211,0.638745,0.369251,0.998743,0.225936,0.225936
60,939.478,1,4.35883,1.39426,0.894682,35.4665,16.0093,42.1071,0.220215,0.348995,0.622571,0.363578,0.998743,0.223506,0.220215
61,927.897,1,4.17496,1.40023,0.936755,34.8325,16.0069,41.408,0.214639,0.344219,0.606807,0.3613,0.998743,0.226721,0.214639
62,928.777,1,4.27929,1.4031,0.917583,34.6513,16.9004,41.1062,0.209204,0.355847,0.591443,0.373279,0.998743,0.22098,0.209204
63,931.347,1,4.21993,1.48035,0.929577,34.26,15.357,40.4588,0.203907,0.347269,0.593024,0.363827,0.998743,0.221066,0.203907
64,929.415,1,4.15105,1.38001,0.924305,34.1558,15.4991,40.234,0.198744,0.35837,0.5852,0.373552,0.998743,0.219809,0.198744
65,925.698,1,4.24019,1.42947,0.912238,34.0754,15.1558,40.0941,0.193711,0.363727,0.570382,0.381088,0.998743,0.224103,0.193711
66,921.939,1,4.39397,1.41237,0.886189,34.6295,15.23,40.7148,0.188807,0.36587,0.55594,0.381484,0.998743,0.227847,0.188807
67,920.699,1,4.2919,1.50757,0.905845,35.2486,15.3853,41.5734,0.184026,0.378523,0.541863,0.395147,0.998743,0.229372,0.184026
68,909.196,1,4.37302,1.40522,0.903271,35.2394,15.2625,41.4221,0.179366,0.368938,0.528143,0.385142,0.998743,0.239724,0.179366
69,918.141,1,4.14576,1.49255,0.940467,33.6568,15.2344,39.5153,0.174825,0.359597,0.542998,0.37539,0.998743,0.233654,0.174825
70,908.691,1,4.20641,1.49576,0.91499,33.0284,15.3171,38.6987,0.170398,0.360382,0.529249,0.375231,0.998743,0.237515,0.170398
71,905.188,1,4.34411,1.52486,0.891403,32.656,14.821,38.3282,0.166083,0.351257,0.515848,0.36573,0.998743,0.244889,0.166083
72,895.983,1,4.19201,1.52367,0.926289,33.0839,14.5016,38.7031,0.161878,0.342363,0.515111,0.356469,0.998743,0.256958,0.161878
73,888.755,1,4.15197,1.43481,0.933974,33.4578,15.1747,39.237,0.157779,0.333694,0.502068,0.347443,0.998743,0.25354,0.157779
74,882.674,1,4.65411,1.3855,0.834508,32.4158,15.412,38.0102,0.153784,0.325245,0.489356,0.338646,0.998743,0.266541,0.153784
75,878.145,1,4.37396,1.39942,0.892314,32.532,15.0198,38.2157,0.14989,0.324178,0.476965,0.336384,0.998743,0.268425,0.14989
76,869.722,1,4.17465,1.39562,0.931351,33.5881,13.7574,39.5334,0.146095,0.3478,0.464888,0.363273,0.998743,0.265577,0.146095
77,871.55,1,4.17177,1.39973,0.929047,33.2207,12.9783,39.0321,0.142396,0.34094,0.453117,0.356622,0.998743,0.269075,0.142396
78,873.141,1,4.36592,1.36107,0.887965,33.7145,12.6401,39.7045,0.13879,0.344195,0.453462,0.359588,0.99833,0.276616,0.13879
79,862.921,1,4.33479,1.39744,0.890651,33.7783,13.307,39.7712,0.135276,0.358539,0.44198,0.374708,0.998924,0.274012,0.135276
80,859.196,1,4.41263,1.43186,0.87697,34.8178,12.2013,40.9803,0.131851,0.36552,0.430789,0.384944,0.998823,0.274947,0.131851
81,860.982,1,4.51401,1.41961,0.855128,33.9862,12.2668,40.0252,0.128512,0.356265,0.423213,0.375197,0.998596,0.27978,0.128512
82,853.732,1,4.381,1.38424,0.885359,33.998,11.499,39.9652,0.125258,0.347244,0.412497,0.365697,0.99882,0.275276,0.125258
83,856.051,1,4.37369,1.43299,0.881616,34.3179,11.3686,40.3037,0.122087,0.338451,0.402052,0.356437,0.998718,0.282108,0.122087
84,848.685,1,4.44707,1.39377,0.863394,33.5143,12.4815,39.3426,0.118995,0.333369,0.430349,0.351013,0.998756,0.281661,0.118995
85,848.095,1,4.3568,1.42651,0.889961,33.6949,12.4815,39.4006,0.115982,0.324928,0.454981,0.342125,0.99833,0.283353,0.115982
86,841.071,1,4.45354,1.39081,0.865284,33.4792,12.3752,39.1368,0.113045,0.322743,0.443461,0.337024,0.998397,0.283874,0.113045
87,833.932,1,4.62854,1.31248,0.830329,34.0362,12.5721,39.8001,0.110183,0.329953,0.432232,0.339476,0.998839,0.280531,0.110183
88,826.874,1,4.6726,1.36568,0.825758,33.2505,12.239,38.8509,0.107393,0.331997,0.447277,0.339196,0.999,0.292943,0.107393
89,826.638,1,4.56846,1.38599,0.845379,33.2664,12.6823,39.0675,0.104674,0.338254,0.452464,0.348031,0.999,0.293896,0.104674
90,823.263,1,4.509,1.3606,0.849857,32.8415,11.7765,38.5597,0.102024,0.332471,0.441007,0.340142,0.999,0.295304,0.102024
91,818.729,1,4.58638,1.34154,0.836176,32.5793,12.2338,38.183,0.0994403,0.324052,0.42984,0.331529,0.998872,0.297715,0.0994403
92,811.56,1,4.38965,1.37356,0.877352,31.9712,12.6749,37.4471,0.0969224,0.320406,0.446898,0.329525,0.999,0.300793,0.0969224
93,818.016,1,4.60176,1.3188,0.831696,32.3425,12.523,37.8131,0.0944682,0.328294,0.4892,0.335269,0.998901,0.302386,0.0944682
94,814.801,1,4.51914,1.38731,0.845132,32.3479,12.4342,37.7991,0.0920763,0.319982,0.494816,0.32678,0.998957,0.295431,0.0920763
95,818.45,1,4.53169,1.42594,0.848849,32.81,11.9961,38.3751,0.0972125,0.313622,0.494399,0.324832,0.998556,0.299779,0.0897448
96,813.941,1,4.57813,1.39732,0.833219,32.8971,12.0203,38.2796,0.0980835,0.305681,0.507629,0.316607,0.998291,0.297513,0.0874724
97,810.596,1,4.66129,1.32642,0.812151,33.315,12.2397,38.7937,0.101231,0.297941,0.513859,0.30859,0.998068,0.306109,0.0852576
98,800.675,1,4.67866,1.36968,0.811343,33.5469,11.3956,39.0067,0.0994304,0.290397,0.528183,0.300776,0.998452,0.30211,0.0830988
99,806.412,1,4.53833,1.39051,0.838149,34.0061,10.9456,39.5582,0.102754,0.292327,0.556611,0.301816,0.998545,0.300519,0.0809947
100,805.032,1,4.76193,1.35604,0.797447,34.0947,10.4754,39.6387,0.100152,0.304918,0.5611,0.314773,0.998272,0.306137,0.0789439
101,799.315,1,4.75411,1.32207,0.78971,33.804,10.913,39.2301,0.101329,0.305249,0.553948,0.318797,0.998385,0.304132,0.076945
102,806.3,1,4.73226,1.30076,0.801421,33.2605,11.5524,38.6071,0.105922,0.303322,0.57548,0.319974,0.99833,0.307181,0.0749967
103,801.942,1,4.64154,1.36287,0.81222,33.717,11.0731,39.3065,0.10756,0.31549,0.560908,0.337872,0.998798,0.307522,0.0730977
104,800.953,1,4.69184,1.37316,0.806185,33.8287,10.8029,39.651,0.112192,0.315497,0.597913,0.34037,0.998798,0.31141,0.0712469
105,788.505,1,4.5526,1.45453,0.837267,33.7292,10.5903,39.6699,0.109351,0.310294,0.595941,0.335268,0.999,0.306521,0.0694428
106,786.445,1,4.65881,1.34968,0.810612,33.467,10.7161,39.4546,0.106582,0.3037,0.609561,0.326779,0.998898,0.309537,0.0676845
107,785.476,1,4.70001,1.3483,0.805401,33.5198,10.6622,39.4656,0.104176,0.300814,0.60205,0.32284,0.999,0.311683,0.0661487
108,790.165,1,4.68891,1.36334,0.800286,33.4898,10.3844,39.4334,0.101857,0.298371,0.684679,0.322218,0.998917,0.311347,0.0658953
109,784.338,1,4.75653,1.37474,0.792287,33.5498,10.3844,39.4999,0.103382,0.300143,0.704631,0.323459,0.998929,0.313304,0.0642268
110,791.344,1,4.64763,1.36817,0.814411,33.1305,10.9677,38.9587,0.104523,0.300319,0.68679,0.321061,0.998649,0.310063,0.0652353
111,784.199,1,4.60378,1.41547,0.826201,33.306,10.7291,39.1886,0.101877,0.298812,0.6694,0.318124,0.998938,0.312435,0.0650564
112,781.554,1,4.66057,1.41209,0.816052,33.1051,11.088,38.9286,0.100679,0.295289,0.65245,0.313583,0.999,0.314736,0.0643223
113,780.986,1,4.71518,1.41034,0.80711,33.3369,11.0281,39.0774,0.106498,0.306595,0.63593,0.32221,0.999,0.313431,0.063532
114,780.253,1,4.79631,1.3669,0.78561,33.1479,11.2309,38.8646,0.108226,0.318039,0.619828,0.334433,0.999,0.312231,0.0632061
115,773.411,1,4.77314,1.36948,0.793147,32.865,11.6211,38.3141,0.107426,0.313738,0.655405,0.330429,0.999,0.31514,0.0616057
116,777.233,1,4.74958,1.383,0.797742,32.9229,11.3307,38.3453,0.104706,0.310568,0.63881,0.324578,0.999,0.311638,0.0624874
117,777.181,1,4.599,1.39692,0.831588,32.8791,11.7336,38.3272,0.107882,0.311215,0.622634,0.326418,0.999,0.311447,0.0625188
118,788.12,1,4.63442,1.37445,0.81978,32.4482,11.9717,37.7669,0.108283,0.326731,0.641041,0.345701,0.998957,0.309901,0.0642411
119,790.918,1,4.71874,1.30502,0.799116,32.5988,11.9363,37.9336,0.112243,0.322092,0.641094,0.340285,0.99891,0.313705,0.0641191
120,789.974,1,4.59757,1.38684,0.828605,32.5276,12.014,37.8065,0.109401,0.317162,0.665462,0.337135,0.998746,0.30802,0.0645826
121,782.493,1,4.59167,1.36448,0.829444,32.2886,11.7168,37.6635,0.106631,0.3169,0.648612,0.337771,0.998999,0.314146,0.0629474
122,778.467,1,4.61298,1.33396,0.820372,32.3294,11.9223,37.7031,0.103931,0.323136,0.661772,0.344187,0.999,0.311766,0.0630087
123,784.997,1,4.64783,1.3951,0.82188,32.2154,12.116,37.4821,0.101864,0.321054,0.645015,0.342687,0.998984,0.306775,0.0650426
124,785.445,1,4.58921,1.3846,0.830967,32.3892,12.5922,37.6717,0.103863,0.320647,0.628683,0.343467,0.998994,0.31196,0.0641774
125,785.693,1,4.55815,1.38959,0.837158,32.284,12.5102,37.6889,0.101294,0.317179,0.612764,0.341097,0.999,0.308355,0.0659652
126,786.18,1,4.72855,1.38381,0.80171,32.2452,12.9565,37.6205,0.104251,0.31536,0.597249,0.340983,0.999,0.307675,0.0670705
127,793.729,1,4.70665,1.34685,0.806143,32.0117,12.9176,37.2887,0.103966,0.311774,0.614441,0.338447,0.999,0.30707,0.06842
128,786.413,1,4.75303,1.39455,0.801324,32.448,12.4049,37.7461,0.101334,0.321639,0.636899,0.350313,0.999,0.309578,0.0666875
129,791.25,1,4.60866,1.42905,0.831403,32.1059,13.4933,37.3375,0.105978,0.323364,0.636352,0.352882,0.998991,0.30532,0.0665897
130,786.849,1,4.56788,1.41343,0.838907,32.0212,13.3046,37.1898,0.106838,0.315177,0.659352,0.343946,0.998893,0.306984,0.0649036
131,785.509,1,4.61579,1.38276,0.825734,32.0801,13.1551,37.3747,0.109109,0.312592,0.660666,0.342972,0.99894,0.314376,0.0632602
132,777.876,1,4.68832,1.36769,0.810515,31.8636,13.0479,37.1391,0.108501,0.309368,0.673608,0.338961,0.998991,0.316178,0.0616585
133,781.161,1,4.66961,1.33434,0.81428,31.4049,13.9254,36.4875,0.109636,0.301535,0.673219,0.332994,0.999,0.32023,0.0607061
134,776.078,1,4.65496,1.38515,0.820681,31.6595,13.6053,36.7107,0.10686,0.302167,0.671869,0.333792,0.99894,0.315502,0.0600098
135,772.867,1,4.62071,1.37844,0.82588,31.6996,12.6411,36.6751,0.11003,0.302336,0.654857,0.334178,0.998811,0.312917,0.059477
136,772.738,1,4.57317,1.39064,0.82795,31.5139,13.302,36.5198,0.108243,0.307913,0.638275,0.338849,0.999,0.313444,0.060518
137,776.296,1,4.58406,1.38287,0.831615,31.3644,13.3447,36.3967,0.107763,0.307593,0.644698,0.337882,0.99886,0.314481,0.0599241
138,776.295,1,4.55965,1.37418,0.831882,31.1209,13.2623,36.1103,0.108511,0.310833,0.642954,0.340263,0.998761,0.313859,0.0595003
139,772.459,1,4.62813,1.31532,0.81491,31.4538,12.6895,36.5059,0.107073,0.311841,0.638724,0.34469,0.998738,0.317605,0.0579937
140,763.472,1,4.67253,1.34372,0.811732,31.5523,12.873,36.5414,0.109576,0.315884,0.645757,0.352532,0.998977,0.318952,0.0565253
141,762.48,1,4.75563,1.37776,0.793717,31.396,13.1725,36.3063,0.10845,0.323808,0.645136,0.363123,0.999,0.316523,0.0556941
142,772.356,1,4.76839,1.34543,0.790724,31.5869,13.1579,36.5393,0.109969,0.323508,0.670799,0.361014,0.99867,0.317229,0.0561496
143,776.503,1,4.63972,1.36898,0.820503,31.7453,13.0209,36.8206,0.107549,0.327311,0.653814,0.368252,0.998528,0.313992,0.0578838
144,770.861,1,4.72122,1.37151,0.802772,31.5005,13.4945,36.3599,0.105981,0.323827,0.648562,0.362323,0.998884,0.315555,0.057262
145,776.352,1,4.77965,1.38896,0.79266,31.4997,13.4749,36.3358,0.106192,0.3251,0.662163,0.367502,0.998987,0.312165,0.0595947
146,779.626,1,4.77575,1.37265,0.793261,31.2625,13.8754,35.9693,0.105522,0.326714,0.645396,0.370084,0.998704,0.314431,0.0595117
147,778.018,1,4.77764,1.38463,0.793897,30.9885,13.7092,35.7427,0.107522,0.319781,0.644806,0.360714,0.998816,0.321115,0.0581929
148,770.145,1,4.75814,1.36773,0.792183,30.9787,13.4194,35.7893,0.104833,0.321492,0.657361,0.362931,0.999,0.314247,0.0581373
149,769.412,1,4.75738,1.36954,0.789682,30.8963,13.3359,35.6026,0.105309,0.320305,0.644168,0.364932,0.999,0.316344,0.0578763
150,769.081,1,4.72456,1.37343,0.796958,30.2678,14.424,34.7914,0.108223,0.312195,0.636137,0.355691,0.998821,0.313793,0.0578357
151,774.842,1,4.72533,1.42444,0.807745,30.5128,14.2309,35.1264,0.105483,0.307822,0.620029,0.355083,0.998314,0.317138,0.0580141
152,769.932,1,4.82947,1.37834,0.784963,30.4154,14.9572,35.0155,0.102812,0.30824,0.634415,0.358579,0.998255,0.317243,0.0565452
153,767.666,1,4.73457,1.38996,0.800053,30.4414,15.5165,35.1543,0.104685,0.304922,0.672815,0.354939,0.998736,0.314603,0.0564607
154,774.119,1,4.81116,1.36873,0.790798,30.7278,14.9244,35.5265,0.106513,0.300364,0.657432,0.350176,0.998803,0.316297,0.0585502
155,769.25,1,4.76772,1.37449,0.795195,30.6913,14.9329,35.4197,0.10923,0.303764,0.640786,0.353211,0.999,0.319267,0.057313
156,765.546,1,4.63874,1.38246,0.823258,30.6348,14.7875,35.161,0.109198,0.301519,0.668856,0.349979,0.999,0.317188,0.0565172
157,767.859,1,4.6668,1.36136,0.814865,30.537,14.6978,35.1549,0.107946,0.305238,0.65192,0.352004,0.999,0.315917,0.0576259
