iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,686.116,1,10.2171,4.95684,66.2577,25.646,0.3,1.5,1.5,1.5,1.5
2,655.66,1,9.45789,7.38809,49.5936,33.3478,0.24,1.34164,1.34164,1.34164,1.51456
3,629.646,1,9.3713,7.81035,47.5946,35.1263,0.192,1.2,1.29802,1.2,1.45292
4,584.978,1,9.08992,9.22697,46.8103,47.6872,0.155669,1.07331,1.16098,1.07331,1.35452
5,562.079,1,9.05974,11.2748,45.2583,53.7859,0.144262,0.96,1.03841,0.96,1.38636
6,543.294,1,9.20779,9.46313,46.0855,64.1612,0.135253,0.85865,0.96396,0.85865,1.30563
7,507.302,1,9.39592,9.38027,44.5041,63.5594,0.119199,0.768,0.952348,0.768,1.17012
8,496.051,1,9.40968,9.2415,44.6185,67.012,0.117713,0.68692,0.897805,0.68692,1.0564
9,474.253,1,9.4747,9.3118,44.7034,76.5409,0.111733,0.6144,0.824847,0.6144,1.00269
10,460.165,1,9.45413,9.40849,45.3814,77.2958,0.10531,0.549536,0.808341,0.549536,1.04575
11,455.982,1,9.39115,9.6466,44.2612,83.9488,0.104525,0.49152,0.821222,0.49152,1.01383
12,441.317,1,9.4537,10.5757,43.6509,79.7199,0.0992519,0.439629,0.82046,0.439629,0.96963
13,436.811,1,9.46382,10.2892,43.0197,77.0246,0.10042,0.393216,0.765263,0.393216,0.929376
14,433.882,1,9.51595,10.8153,42.7861,75.6249,0.100511,0.351703,0.789676,0.351703,0.907626
15,431.888,1,9.52567,11.4334,42.9209,72.3432,0.100306,0.328518,0.758754,0.314573,0.94769
16,422.783,1,9.63881,11.2084,43.3129,75.4965,0.0975184,0.305847,0.750454,0.281362,0.96019
17,420.876,1,9.61855,11.4778,43.8956,73.2602,0.0966179,0.296744,0.74365,0.255936,0.981207
18,420.932,1,9.64152,10.4618,44.2313,74.9833,0.0996752,0.286694,0.739156,0.238674,0.950133
19,414.432,1,9.63263,10.0671,45.4969,76.9497,0.095784,0.281245,0.785323,0.224653,0.966854
20,402.94,1,9.69893,10.3222,45.7294,74.3913,0.0940604,0.272497,0.734729,0.204525,0.944796
21,395.505,1,9.76425,10.7886,45.2048,72.8157,0.0920151,0.274813,0.657161,0.208046,0.929661
22,396.408,1,9.89304,10.8146,44.9417,71.4231,0.0930469,0.279821,0.683018,0.196665,0.879429
23,390.179,1,9.97087,10.8952,45.387,72.6816,0.0921551,0.275141,0.675535,0.188093,0.846464
24,393.77,1,9.83824,10.5248,45.1005,70.9958,0.0914309,0.286265,0.694339,0.180785,0.870233
25,389.06,1,9.86099,10.4209,45.9204,70.5222,0.0900546,0.278308,0.679071,0.183093,0.870995
26,389.532,1,9.88707,9.93722,45.96,72.2338,0.0908273,0.270614,0.711764,0.179268,0.87076
27,384.357,1,9.86242,8.95258,46.1275,73.9078,0.0882279,0.270904,0.743484,0.18167,0.816944
28,380.498,1,9.84033,9.19873,44.52,67.0347,0.0884255,0.266514,0.774095,0.162491,0.811039
29,386.984,1,9.78756,9.54203,44.0207,66.7705,0.0916384,0.264696,0.755771,0.150922,0.798412
30,383.96,1,9.76022,10.1156,43.682,74.4386,0.0908076,0.268617,0.768334,0.143357,0.781655
31,385.871,1,9.80759,10.0724,44.5154,73.8883,0.0911141,0.266589,0.775976,0.142386,0.815913
32,381.684,1,9.78645,9.94711,44.9642,75.9966,0.0911566,0.27005,0.776101,0.133403,0.76931
33,380.258,1,9.81496,9.69397,45.0656,72.338,0.089272,0.265095,0.755469,0.142211,0.778431
34,380.965,1,9.82931,10.1068,44.692,70.6021,0.0921726,0.255822,0.709297,0.137643,0.777224
35,390.538,1,9.83381,10.4493,43.912,72.5564,0.0962001,0.261838,0.657817,0.150814,0.740908
36,388.419,1,9.80726,10.8458,43.2897,76.7336,0.0958499,0.262623,0.676822,0.136625,0.773871
37,392.043,1,9.79506,10.6812,43.5909,76.2774,0.0972533,0.262706,0.715079,0.12771,0.791798
38,392.118,1,9.7887,10.3412,43.8234,75.9738,0.0985263,0.260062,0.689824,0.12172,0.819939
39,388.118,1,9.73063,10.6228,44.222,77.9303,0.0960941,0.261042,0.690307,0.115669,0.873054
40,387.445,1,9.78111,10.9329,45.3885,82.1779,0.0950157,0.266585,0.677995,0.123029,0.876352
41,382.175,1,9.76338,10.8707,45.2362,79.0184,0.0929503,0.266988,0.673952,0.119929,0.885168
42,380.36,1,9.72378,10.6351,45.099,78.2384,0.0916734,0.257296,0.665949,0.120045,0.930282
43,377.569,1,9.74459,10.6644,44.4521,80.3694,0.0905338,0.247184,0.656439,0.127415,0.952592
44,388.827,1,9.77744,11.1535,44.315,80.0883,0.0939933,0.237971,0.708716,0.133889,0.944083
45,384.027,1,9.84863,10.6214,44.0826,73.7316,0.0944534,0.239497,0.66723,0.133088,0.905847
46,382.441,1,9.87971,10.5034,44.4845,72.2364,0.091662,0.248526,0.699561,0.131155,0.879421
47,388.206,1,9.92656,10.5459,44.7205,70.2607,0.0957477,0.249931,0.728685,0.125948,0.836453
48,383.737,1,9.89879,10.2805,45.0541,69.0219,0.0943026,0.258631,0.740991,0.120007,0.795549
49,379.963,1,9.88001,10.2234,44.7822,68.707,0.0941837,0.260939,0.731269,0.107338,0.808922
50,376.569,1,9.83956,10.3886,44.9497,72.9452,0.0917786,0.260515,0.733243,0.107472,0.780395
51,381.031,1,9.87853,10.3367,45.0758,72.2318,0.0948296,0.262061,0.753566,0.103467,0.76614
52,375.811,1,9.82561,9.96279,45.1058,77.5619,0.093214,0.259679,0.737124,0.0986369,0.768148
53,372.983,1,9.83021,9.69186,44.9461,77.6919,0.0927095,0.259089,0.732864,0.0954786,0.771509
54,374.261,1,9.83027,10.2823,45.3197,80.8489,0.0926643,0.255201,0.719987,0.0993609,0.782833
55,381.692,1,9.82787,9.82713,45.3807,84.4208,0.0942299,0.25335,0.756834,0.110358,0.748028
56,386.355,1,9.80998,9.27834,45.2004,81.8826,0.0959224,0.247392,0.766482,0.116833,0.75096
57,391.572,1,9.79049,9.53918,45.4552,83.5393,0.0981363,0.256298,0.772755,0.112791,0.779227
58,389.428,1,9.69106,9.92598,45.152,89.9537,0.0958305,0.259019,0.764304,0.117167,0.790398
59,399.466,1,9.59247,9.75529,44.9678,97.7884,0.0994602,0.263362,0.768136,0.123492,0.802631
60,388.779,1,9.67405,10.0149,45.5425,100.369,0.0986343,0.257599,0.771013,0.111982,0.79692
61,392.12,1,9.64802,10.2689,45.4529,103.613,0.0980063,0.260094,0.804215,0.110195,0.800084
62,391.726,1,9.56855,10.2575,44.9761,108.883,0.0967937,0.265936,0.744053,0.121238,0.819238
63,392.277,1,9.53056,9.81714,45.243,111.553,0.097275,0.261905,0.743002,0.121566,0.814524
64,384.545,1,9.61474,9.27137,45.5622,99.0004,0.0945537,0.263506,0.764015,0.111914,0.82423
65,391.66,1,9.64176,9.2332,45.6769,97.9274,0.0980076,0.269522,0.729165,0.11302,0.832863
66,379.76,1,9.64869,9.16094,45.845,99.5417,0.0940062,0.269359,0.710343,0.111447,0.794181
67,374.139,1,9.63394,9.25951,45.5151,100.892,0.0909052,0.265978,0.709653,0.111787,0.795063
68,380.013,1,9.61924,9.35026,45.3018,95.8263,0.0923206,0.264608,0.746922,0.110678,0.785402
69,377.564,1,9.61238,9.50319,45.3851,98.1946,0.0915182,0.265464,0.735403,0.113918,0.772206
