parameter,value,se_lin,rse_lin
Cl_pop,10.1334432709158,0.705571425730603,6.96280037167304
V1_pop,44.0638870543089,2.96162555401297,6.72120811848205
Q_pop,12.4681544792317,2.63039850692932,21.096935487211
V2_pop,40.0559328641425,12.0124988297949,29.9893123711227
omega_Cl,0.256564959358553,0.0497925712966592,19.4073935198116
omega_V1,0.160671353350207,0.057312534827373,35.6706616533265
omega_Q,0.376485773611505,0.219061204844558,58.1857855459386
omega_V2,0.953956512461207,0.239973753102369,25.1556281620466
b,0.0955866566962162,0.00956951878880958,10.0113542198912
