pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.96926,0.0224762,-4.09046,0.0049672,-2.97375,0.0214527,All
-2.45946,0,-3.87399,0.0198688,-2.43962,0,All
-1.94966,0.0449524,-3.65752,0.024836,-1.9055,0.0429053,All
-1.43987,0.157333,-3.44104,0,-1.37138,0.171621,All
-0.930068,0.269715,-3.22457,0,-0.837258,0.343243,All
-0.420269,0.539429,-3.0081,0.0298032,-0.303136,0.557769,All
0.0895288,0.606858,-2.79162,0.0794752,0.230986,0.536316,All
0.599327,0.292191,-2.57515,0.0397376,0.765108,0.278885,All
1.10913,0.202286,-2.35867,0,1.29923,0.0858106,All
1.61892,0.0224762,-2.1422,0.0198688,1.83335,0.0214527,All
,,-1.92573,0.0596064,,,All
,,-1.70925,0.0645736,,,All
,,-1.49278,0.0049672,,,All
,,-1.2763,0.0397376,,,All
,,-1.05983,0.203655,,,All
,,-0.843357,0.332803,,,All
,,-0.626884,0.466917,,,All
,,-0.41041,0.576195,,,All
,,-0.193936,0.561294,,,All
,,0.0225377,0.506655,,,All
,,0.239011,0.392409,,,All
,,0.455485,0.417245,,,All
,,0.671959,0.288098,,,All
,,0.888433,0.168885,,,All
,,1.10491,0.0596064,,,All
,,1.32138,0.099344,,,All
,,1.53785,0.15895,,,All
,,1.75433,0.074508,,,All
,,1.9708,0.0198688,,,All
,,2.18728,0.0347704,,,All
,,2.40375,0.0198688,,,All
