pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-2.2466,0.0104167,-2.92021,0.00104167,-2.13096,0.0104167,All
-1.51095,0.0208333,-2.76403,0.00208333,-1.58583,0.0208333,All
-1.19062,0.03125,-2.56775,0.003125,-1.34575,0.03125,All
-1.18512,0.0416667,-2.35556,0.00416667,-1.21276,0.0416667,All
-1.13888,0.0520833,-2.33702,0.00520833,-1.18438,0.0520833,All
-1.10856,0.0625,-2.18588,0.00625,-1.17311,0.0625,All
-1.04141,0.0729167,-2.15749,0.00729167,-1.15506,0.0729167,All
-1.0134,0.0833333,-2.09246,0.00833333,-1.09171,0.0833333,All
-0.933313,0.09375,-1.98607,0.009375,-1.08279,0.09375,All
-0.921102,0.104167,-1.95476,0.0104167,-1.03904,0.104167,All
-0.906383,0.114583,-1.9283,0.0114583,-0.997643,0.114583,All
-0.894122,0.125,-1.91262,0.0125,-0.971746,0.125,All
-0.836983,0.135417,-1.90945,0.0135417,-0.965794,0.135417,All
-0.835635,0.145833,-1.88439,0.0145833,-0.956111,0.145833,All
-0.832412,0.15625,-1.87333,0.015625,-0.946743,0.15625,All
-0.797127,0.166667,-1.8342,0.0166667,-0.896562,0.166667,All
-0.793213,0.177083,-1.83295,0.0177083,-0.883867,0.177083,All
-0.788601,0.1875,-1.81973,0.01875,-0.877277,0.1875,All
-0.748342,0.197917,-1.81768,0.0197917,-0.870159,0.197917,All
-0.740091,0.208333,-1.77985,0.0208333,-0.867441,0.208333,All
-0.71195,0.21875,-1.7684,0.021875,-0.866167,0.21875,All
-0.692683,0.229167,-1.76642,0.0229167,-0.852306,0.229167,All
-0.691203,0.239583,-1.74478,0.0239583,-0.818356,0.239583,All
-0.68818,0.25,-1.68782,0.025,-0.791117,0.25,All
-0.670527,0.260417,-1.68365,0.0260417,-0.781598,0.260417,All
-0.661249,0.270833,-1.67748,0.0270833,-0.763077,0.270833,All
-0.649708,0.28125,-1.66646,0.028125,-0.75537,0.28125,All
-0.629623,0.291667,-1.65696,0.0291667,-0.754802,0.291667,All
-0.593385,0.302083,-1.64326,0.0302083,-0.721208,0.302083,All
-0.549352,0.3125,-1.64283,0.03125,-0.680487,0.3125,All
-0.53928,0.322917,-1.62134,0.0322917,-0.593187,0.322917,All
-0.534074,0.333333,-1.5914,0.0333333,-0.58763,0.333333,All
-0.525341,0.34375,-1.58727,0.034375,-0.580367,0.34375,All
-0.524822,0.354167,-1.57953,0.0354167,-0.567168,0.354167,All
-0.511137,0.364583,-1.56796,0.0364583,-0.565058,0.364583,All
-0.502459,0.375,-1.55124,0.0375,-0.549335,0.375,All
-0.418199,0.385417,-1.53858,0.0385417,-0.543988,0.385417,All
-0.388968,0.395833,-1.53206,0.0395833,-0.4921,0.395833,All
-0.368295,0.40625,-1.52383,0.040625,-0.436103,0.40625,All
-0.36088,0.416667,-1.51001,0.0416667,-0.423629,0.416667,All
-0.349186,0.427083,-1.49421,0.0427083,-0.421277,0.427083,All
-0.339445,0.4375,-1.48674,0.04375,-0.41656,0.4375,All
-0.335795,0.447917,-1.48091,0.0447917,-0.410287,0.447917,All
-0.325844,0.458333,-1.4604,0.0458333,-0.397134,0.458333,All
-0.31093,0.46875,-1.45847,0.046875,-0.352941,0.46875,All
-0.281351,0.479167,-1.45688,0.0479167,-0.348842,0.479167,All
-0.189099,0.489583,-1.44264,0.0489583,-0.276168,0.489583,All
-0.115509,0.5,-1.42834,0.05,-0.260492,0.5,All
-0.0886084,0.510417,-1.40057,0.0510417,-0.230607,0.510417,All
-0.0810651,0.520833,-1.39035,0.0520833,-0.150958,0.520833,All
-0.061475,0.53125,-1.38973,0.053125,-0.134393,0.53125,All
