simulations,OFV
500,950.144
1000,951.224
1500,950.038
2000,949.671
2500,950.665
3000,950.597
3500,949.644
4000,949.514
4500,950.008
5000,949.93
5500,949.948
6000,949.862
6500,949.495
7000,949.549
7500,949.461
8000,949.526
8500,949.724
9000,949.288
9500,949.013
10000,948.957
10500,948.959
11000,949.034
11500,949.004
12000,948.9
12500,948.489
13000,948.495
13500,948.536
14000,948.561
14500,948.553
15000,948.579
15500,948.644
16000,948.643
16500,948.412
17000,948.427
17500,948.459
18000,948.427
18500,948.551
19000,948.523
19500,948.431
20000,948.353
20500,948.296
21000,948.187
21500,948.181
22000,948.281
22500,948.307
23000,948.103
23500,948.01
24000,948.04
24500,948.085
25000,948.132
25500,948.082
26000,948.05
26500,947.993
27000,948.001
27500,948.026
28000,948.096
28500,948.081
29000,948.112
29500,948.145
30000,948.213
