parameter,value,se_lin,rse_lin
Cl_pop,5.18177418767227,0.352554180128683,6.80373492475663
V1_pop,20.1107314503677,1.69329147299523,8.41984030851487
Q_pop,6.52680969985711,1.30031544548051,19.9226805327108
V2_pop,23.8283789674573,3.08715264630461,12.9557812158383
omega_Cl,0.253183306719964,0.0483488067504401,19.0963643601972
omega_V1,0.289066992759092,0.0635495294008843,21.9843603706932
omega_Q,0.667102025965586,0.154073338460691,23.0959182349476
omega_V2,0.291756825810302,0.135131457405423,46.3164681854895
corr_V2_V1,0.999,0.29815221125332,29.8450661915235
a1,0.304176301542599,0.0222948683038308,7.32958754208157
a2,0.0617088630206665,0.00621275087266757,10.0678420708982
