iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,760.18,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,755.065,1,6.2638,-0.00624894,27.6105,6.7407,24.745,1.46202,1.46202,0.976012,0.62,0.285
3,740.744,1,6.54112,-0.161244,30.6727,7.97853,25.9823,1.425,1.425,1.06438,0.62,0.27075
4,729.955,1,6.35934,-0.411014,28.8662,8.28488,28.5805,1.38892,1.38892,1.03743,0.62,0.257212
5,721.779,1,6.32895,-0.146182,26.1908,8.45449,35.7256,1.35375,1.35375,1.0279,0.62,0.244352
6,711.563,1,6.38212,0.0875684,31.3065,10.4079,37.4002,1.31947,1.31947,1.00187,0.62,0.232134
7,697.619,1,6.4162,0.254036,26.6638,10.9153,46.049,1.28606,1.28606,0.976505,0.62,0.220528
8,679.726,1,6.5268,-0.135867,24.7626,11.4389,47.7759,1.2535,1.2535,0.951779,0.62,0.209501
9,677.97,1,6.40868,0.199654,22.5982,11.462,45.611,1.22176,1.22176,1.01334,0.62,0.199026
10,670.573,1,6.34201,-0.0293584,22.5371,13.903,42.1902,1.19082,1.19082,0.998697,0.62,0.189075
11,649.897,1,6.37055,-0.234525,19.6506,13.4231,34.0818,1.16067,1.16067,0.973409,0.62,0.179621
12,635.187,1,6.17613,0.475269,19.1579,12.0035,32.3244,1.13128,1.13128,0.948762,0.62,0.17064
13,638.799,1,5.99591,0.127713,17.1597,13.9635,29.1425,1.10264,1.10264,0.974545,0.62,0.162108
14,623.593,1,6.10618,-0.169295,15.3089,15.8992,30.0532,1.07472,1.07472,0.949869,0.62,0.154003
15,608.985,1,6.28911,-0.0610594,14.9233,18.1411,30.6167,1.04751,1.04751,0.925818,0.62,0.146302
16,596.859,1,6.28936,-0.0559494,14.8383,22.1222,28.8467,1.02098,1.02098,0.934582,0.62,0.138987
17,580.56,1,6.16966,-0.0840605,13.6456,20.5492,29.0044,0.995131,0.995131,0.910918,0.62,0.132038
18,576.327,1,6.17925,0.083236,13.8397,21.4698,29.6389,0.969933,0.969933,0.887853,0.62,0.125436
19,561.443,1,6.1435,0.361823,14.4648,18.7631,30.102,0.945374,0.945374,0.865372,0.62,0.119164
20,552.417,1,6.1459,0.293784,14.4007,19.5737,29.9139,0.921437,0.921437,0.84346,0.62,0.113206
21,546.134,1,6.09,0.126518,14.4221,16.9338,29.8671,0.898105,0.898105,0.822103,0.62,0.107546
22,544.522,1,6.11762,0.141636,15.5226,19.2163,28.9571,0.875365,0.875365,0.807558,0.62,0.102168
23,523.644,1,6.18375,-0.0541621,15.0493,19.2173,28.2332,0.8532,0.8532,0.78711,0.62,0.0970601
24,505.746,1,6.20742,-0.0179579,15.0509,17.478,28.4096,0.831597,0.831597,0.76718,0.62,0.0922071
25,497.609,1,6.31445,-0.0670377,14.1692,18.132,30.4516,0.81054,0.81054,0.747755,0.62,0.0875967
26,495.121,1,6.30209,-0.474875,13.6959,19.1464,29.5713,0.790017,0.790017,0.728821,0.62,0.0832169
27,486.722,1,6.27971,-0.186549,14.8107,20.788,29.1208,0.770013,0.770013,0.782003,0.62,0.079056
28,475.087,1,6.24674,-0.165451,14.0128,21.4272,28.5748,0.750516,0.750516,0.762202,0.62,0.0751032
29,469.398,1,6.12838,0.107981,15.0808,20.3124,27.8158,0.731512,0.731512,0.742903,0.62,0.0713481
30,463.989,1,6.04677,0.108915,15.1188,19.1048,26.099,0.71299,0.71299,0.724092,0.62,0.0677807
