simulations,OFV
500,1140.9
1000,1139.78
1500,1139.4
2000,1138.3
2500,1138.85
3000,1139.02
3500,1138.87
4000,1139.12
4500,1139.44
5000,1139.43
5500,1139.55
6000,1139.76
6500,1139.19
7000,1138.81
7500,1138.74
8000,1138.9
8500,1139.13
9000,1138.89
9500,1138.55
10000,1138.23
10500,1138.28
11000,1138.33
11500,1138.12
12000,1137.89
12500,1137.93
13000,1137.74
13500,1137.71
14000,1137.67
14500,1137.72
15000,1137.85
15500,1137.57
16000,1137.59
16500,1137.62
17000,1137.69
17500,1137.7
18000,1137.47
18500,1137.63
19000,1137.51
19500,1137.42
20000,1137.2
20500,1137.27
21000,1137.1
21500,1137.17
22000,1137.3
22500,1137.19
23000,1137.05
23500,1137.02
24000,1136.98
24500,1136.81
25000,1136.89
25500,1136.92
26000,1136.92
26500,1136.81
27000,1136.73
27500,1136.76
28000,1136.86
28500,1136.88
29000,1136.98
29500,1137.05
30000,1137.14
