iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a,b,omega_Cl,omega_Q,omega_V1,omega_V2
1,746.467,1,10.2275,11.1604,43.2233,60.344,3.3422,0.3,1.5,1.5,1.5,1.5
2,722.007,1,8.79666,22.2414,35.0192,74.0957,2.67376,0.24,1.34164,1.3874,1.34164,1.41414
3,685.844,1,8.84767,25.5498,34.9297,86.779,2.13901,0.192,1.2,1.50601,1.2,1.44214
4,660.069,1,8.47404,28.7869,36.7362,84.3741,1.45945,0.176778,1.07331,1.56213,1.07331,1.42383
5,620.197,1,8.4337,22.5141,40.7646,91.0985,0.61777,0.173003,0.96,1.57462,0.96,1.27856
6,585.896,1,8.47905,19.1841,37.056,85.9343,4.15443e-08,0.152762,0.85865,1.5665,0.85865,1.29544
7,562.205,1,8.83691,20.4345,38.4179,89.4698,8.09948e-07,0.142819,0.768,1.5014,0.768,1.30609
8,536.677,1,8.82321,20.7796,40.1928,87.3113,3.63553e-06,0.131978,0.68692,1.34289,0.68692,1.34781
9,518.654,1,8.78839,18.1202,40.5852,83.1756,2.73535e-06,0.124872,0.6144,1.20112,0.6144,1.37413
10,501.274,1,8.69317,18.0894,38.986,90.3931,2.22045e-16,0.117525,0.549536,1.07431,0.549536,1.3342
11,494.553,1,8.62859,16.0174,41.0206,85.6334,0.161462,0.113089,0.49152,0.960894,0.49152,1.51722
12,482.154,1,8.54805,17.0794,40.6333,86.1874,2.21442e-06,0.108111,0.439629,0.886478,0.440631,1.43653
13,474.852,1,8.63579,19.3431,39.5422,84.3414,2.77257e-07,0.106458,0.420552,0.79289,0.44224,1.45787
14,465.082,1,8.62331,18.6706,39.2648,84.1311,2.22045e-16,0.104082,0.426216,0.742459,0.395551,1.43339
15,457.1,1,8.65857,18.1854,39.5526,90.8927,2.22045e-16,0.102014,0.405044,0.818256,0.353792,1.41784
16,459.545,1,8.60276,18.0954,41.5248,83.305,2.22045e-16,0.102117,0.42892,0.808207,0.320038,1.43869
17,453.916,1,8.65221,17.1197,40.5321,82.698,2.22045e-16,0.100862,0.409883,0.785402,0.31503,1.32749
18,445.213,1,8.78915,15.3829,43.1384,81.7555,2.22045e-16,0.100453,0.385421,0.741576,0.281772,1.41367
19,445.316,1,8.8093,15.0051,42.9905,83.2245,2.22045e-16,0.101905,0.384705,0.711796,0.255676,1.41971
20,439.641,1,8.97451,14.5837,42.6882,75.8249,2.22045e-16,0.0999627,0.352974,0.778062,0.228684,1.47373
21,427.257,1,9.1315,14.2389,43.3108,77.2639,2.22045e-16,0.0965509,0.339136,0.69592,0.236245,1.3434
22,421.159,1,9.28054,13.5819,44.0638,72.8558,2.22045e-16,0.0971317,0.303333,0.642678,0.224099,1.29477
23,410.34,1,9.35035,13.5331,45.4177,70.5119,2.22045e-16,0.09501,0.300141,0.574829,0.216424,1.30299
24,415.009,1,9.3205,13.0401,45.8211,78.351,2.22045e-16,0.0971882,0.302398,0.529366,0.237743,1.19945
