simulations,OFV
500,963.904
1000,964.32
1500,963.661
2000,963.469
2500,963.912
3000,963.78
3500,963.654
4000,963.584
4500,963.733
5000,963.529
5500,963.364
6000,963.499
6500,963.278
7000,963.255
7500,963.287
8000,963.373
8500,963.587
9000,963.323
9500,963.232
10000,963.052
10500,962.93
11000,963.086
11500,962.934
12000,962.861
12500,962.857
13000,962.795
13500,962.742
14000,962.762
14500,962.67
15000,962.702
15500,962.758
16000,962.777
16500,962.73
17000,962.716
17500,962.744
18000,962.635
18500,962.74
19000,962.606
19500,962.521
20000,962.416
20500,962.368
21000,962.147
21500,962.19
22000,962.245
22500,962.185
23000,962.074
23500,962.085
24000,962.076
24500,962.076
25000,962.12
25500,962.131
26000,962.074
26500,962.068
27000,962.056
27500,962.056
28000,962.1
28500,962.102
29000,962.168
29500,962.228
30000,962.244
