pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-2.26341,0.0104167,-3.77573,0.00104167,-2.28751,0.0104167,All
-1.6235,0.0208333,-3.74855,0.00208333,-1.60646,0.0208333,All
-1.52961,0.03125,-3.41845,0.003125,-1.58277,0.03125,All
-1.44778,0.0416667,-2.95667,0.00416667,-1.47251,0.0416667,All
-1.40052,0.0520833,-2.80405,0.00520833,-1.43481,0.0520833,All
-1.29419,0.0625,-2.70512,0.00625,-1.28948,0.0625,All
-1.22319,0.0729167,-2.57783,0.00729167,-1.26639,0.0729167,All
-1.16769,0.0833333,-2.53951,0.00833333,-1.23212,0.0833333,All
-1.08764,0.09375,-2.51738,0.009375,-1.09672,0.09375,All
-0.968028,0.104167,-2.46197,0.0104167,-1.01044,0.104167,All
-0.941559,0.114583,-2.44355,0.0114583,-0.968903,0.114583,All
-0.932584,0.125,-2.43023,0.0125,-0.959394,0.125,All
-0.930925,0.135417,-2.41806,0.0135417,-0.948789,0.135417,All
-0.912793,0.145833,-2.33556,0.0145833,-0.944827,0.145833,All
-0.862217,0.15625,-2.33217,0.015625,-0.927933,0.15625,All
-0.855099,0.166667,-2.28278,0.0166667,-0.889515,0.166667,All
-0.846136,0.177083,-2.25988,0.0177083,-0.886987,0.177083,All
-0.822075,0.1875,-2.22806,0.01875,-0.878554,0.1875,All
-0.806427,0.197917,-2.20719,0.0197917,-0.874646,0.197917,All
-0.806307,0.208333,-2.14318,0.0208333,-0.862139,0.208333,All
-0.804983,0.21875,-2.11773,0.021875,-0.815141,0.21875,All
-0.78109,0.229167,-2.10414,0.0229167,-0.796153,0.229167,All
-0.774038,0.239583,-2.04333,0.0239583,-0.795589,0.239583,All
-0.748445,0.25,-2.04267,0.025,-0.787824,0.25,All
-0.747804,0.260417,-2.03981,0.0260417,-0.783087,0.260417,All
-0.732857,0.270833,-2.01623,0.0270833,-0.772821,0.270833,All
-0.678459,0.28125,-2.01457,0.028125,-0.750505,0.28125,All
-0.675433,0.291667,-2.01217,0.0291667,-0.741747,0.291667,All
-0.668159,0.302083,-2.00297,0.0302083,-0.740732,0.302083,All
-0.667979,0.3125,-1.99547,0.03125,-0.69847,0.3125,All
-0.659078,0.322917,-1.98262,0.0322917,-0.695728,0.322917,All
-0.658279,0.333333,-1.95608,0.0333333,-0.647415,0.333333,All
-0.644541,0.34375,-1.95389,0.034375,-0.632916,0.34375,All
-0.607864,0.354167,-1.94552,0.0354167,-0.619493,0.354167,All
-0.595062,0.364583,-1.90635,0.0364583,-0.618316,0.364583,All
-0.554296,0.375,-1.86173,0.0375,-0.605794,0.375,All
-0.529896,0.385417,-1.83585,0.0385417,-0.578534,0.385417,All
-0.474268,0.395833,-1.83111,0.0395833,-0.574728,0.395833,All
-0.437875,0.40625,-1.80981,0.040625,-0.477322,0.40625,All
-0.412061,0.416667,-1.7996,0.0416667,-0.45623,0.416667,All
-0.34238,0.427083,-1.7836,0.0427083,-0.442191,0.427083,All
-0.33981,0.4375,-1.75978,0.04375,-0.43246,0.4375,All
-0.300414,0.447917,-1.74183,0.0447917,-0.39965,0.447917,All
-0.227039,0.458333,-1.72765,0.0458333,-0.278377,0.458333,All
-0.205595,0.46875,-1.72287,0.046875,-0.221534,0.46875,All
-0.198474,0.479167,-1.71892,0.0479167,-0.206311,0.479167,All
-0.157901,0.489583,-1.70434,0.0489583,-0.194492,0.489583,All
-0.1198,0.5,-1.68944,0.05,-0.188693,0.5,All
-0.111047,0.510417,-1.68719,0.0510417,-0.186894,0.510417,All
-0.0879252,0.520833,-1.68528,0.0520833,-0.179219,0.520833,All
-0.0450445,0.53125,-1.66161,0.053125,-0.128208,0.53125,All
-0.0419171,0.541667,-1.64552,0.0541667,-0.126729,0.541667,All
-0.0250559,0.552083,-1.63886,0.0552083,-0.115632,0.552083,All
-0.0216115,0.5625,-1.60837,0.05625,-0.10091,0.5625,All
0.00638319,0.572917,-1.60327,0.0572917,-0.0929211,0.572917,All
0.0074108,0.583333,-1.58394,0.0583333,-0.075006,0.583333,All
0.0328499,0.59375,-1.57054,0.059375,-0.00474016,0.59375,All
0.0479801,0.604167,-1.54607,0.0604167,0.00387586,0.604167,All
0.0573411,0.614583,-1.53347,0.0614583,0.0488073,0.614583,All
0.0918623,0.625,-1.5192,0.0625,0.101229,0.625,All
0.111438,0.635417,-1.50198,0.0635417,0.103297,0.635417,All
0.209533,0.645833,-1.50107,0.0645833,0.14278,0.645833,All
0.218265,0.65625,-1.49874,0.065625,0.153946,0.65625,All
0.233957,0.666667,-1.49368,0.0666667,0.18922,0.666667,All
0.257239,0.677083,-1.48869,0.0677083,0.204298,0.677083,All
0.259261,0.6875,-1.46063,0.06875,0.217949,0.6875,All
0.311184,0.697917,-1.45172,0.0697917,0.267439,0.697917,All
0.324596,0.708333,-1.42825,0.0708333,0.277618,0.708333,All
0.333124,0.71875,-1.41673,0.071875,0.280704,0.71875,All
