pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-2.18176,0.0221345,-3.59083,0.00603562,-2.1331,0.0435389,All
-1.66409,0.088538,-3.48579,0.00201187,-1.60675,0.130617,All
-1.14642,0.265614,-3.38076,0.00201187,-1.0804,0.304772,All
-0.628755,0.420556,-3.27573,0.00402375,-0.554048,0.348311,All
-0.111087,0.575497,-3.1707,0.00201187,-0.0276987,0.653084,All
0.406582,0.199211,-3.06567,0.00402375,0.498651,0.152386,All
0.92425,0.309883,-2.96064,0.00603562,1.025,0.239464,All
1.44192,0.0664035,-2.85561,0.016095,1.55135,0.0435389,All
1.95959,0.154942,-2.75058,0.0100594,2.0777,0.130617,All
2.47725,0.0221345,-2.64554,0.0140831,2.60405,0.0435389,All
,,-2.54051,0.0181069,,,All
,,-2.43548,0.0221306,,,All
,,-2.33045,0.0281662,,,All
,,-2.22542,0.0301781,,,All
,,-2.12039,0.0422494,,,All
,,-2.01536,0.0382256,,,All
,,-1.91033,0.0462731,,,All
,,-1.8053,0.0603562,,,All
,,-1.70026,0.0744393,,,All
,,-1.59523,0.0704156,,,All
,,-1.4902,0.0985818,,,All
,,-1.38517,0.126748,,,All
,,-1.28014,0.132784,,,All
,,-1.17511,0.205211,,,All
,,-1.07008,0.241425,,,All
,,-0.965046,0.275627,,,All
,,-0.860015,0.267579,,,All
,,-0.754983,0.301781,,,All
,,-0.649952,0.303793,,,All
,,-0.544921,0.364149,,,All
,,-0.43989,0.37622,,,All
,,-0.334859,0.368173,,,All
,,-0.229828,0.422494,,,All
,,-0.124796,0.464743,,,All
,,-0.0197652,0.468767,,,All
,,0.085266,0.434565,,,All
,,0.190297,0.400363,,,All
,,0.295328,0.394327,,,All
,,0.400359,0.40841,,,All
,,0.505391,0.372197,,,All
,,0.610422,0.362137,,,All
,,0.715453,0.311841,,,All
,,0.820484,0.265567,,,All
,,0.925515,0.247461,,,All
,,1.03055,0.223318,,,All
,,1.13558,0.209235,,,All
,,1.24061,0.179057,,,All
,,1.34564,0.152902,,,All
,,1.45067,0.132784,,,All
,,1.5557,0.108641,,,All
,,1.66073,0.106629,,,All
,,1.76576,0.0724275,,,All
,,1.8708,0.06438,,,All
,,1.97583,0.0583444,,,All
,,2.08086,0.0563325,,,All
,,2.18589,0.0422494,,,All
,,2.29092,0.0281662,,,All
,,2.39595,0.03219,,,All
,,2.50098,0.0120712,,,All
,,2.60601,0.0140831,,,All
,,2.71105,0.0080475,,,All
,,2.81608,0.00402375,,,All
,,2.92111,0.0100594,,,All
,,3.02614,0.00603562,,,All
,,3.13117,0.00603562,,,All
,,3.2362,0.00201187,,,All
,,3.34123,0.00603562,,,All
,,3.44626,0,,,All
,,3.55129,0.00201187,,,All
,,3.65633,0.0080475,,,All
