simulations,OFV
500,942.954
1000,943.435
1500,943.087
2000,942.68
2500,943.977
3000,944.111
3500,943.788
4000,943.91
4500,944.35
5000,944.114
5500,944.076
6000,944.16
6500,943.809
7000,943.685
7500,943.493
8000,943.664
8500,943.974
9000,943.684
9500,943.434
10000,943.168
10500,943.153
11000,943.278
11500,943.201
12000,943.09
12500,943.179
13000,942.99
13500,942.907
14000,942.868
14500,942.915
15000,942.969
15500,942.883
16000,942.947
16500,942.925
17000,943.013
17500,942.931
18000,942.772
18500,942.901
19000,942.714
19500,942.58
20000,942.431
20500,942.423
21000,942.116
21500,942.21
22000,942.305
22500,942.28
23000,942.12
23500,941.916
24000,941.91
24500,941.831
25000,941.891
25500,941.883
26000,941.792
26500,941.712
27000,941.63
27500,941.664
28000,941.791
28500,941.804
29000,941.83
29500,941.871
30000,941.944
