time,empiricalCdf,theoreticalCdf,piLower,piUpper,split
1.284,0.0103093,0,0,0.00531915,All
1.69113,0.0206186,0,0,0.0116279,All
2.09826,0.0206186,0,0,0.0225996,All
2.50539,0.0206186,0,0,0.0340909,All
2.91253,0.0309278,0.010989,0,0.0444444,All
3.31966,0.0309278,0.0212766,0,0.0574713,All
3.72679,0.0412371,0.0236695,0,0.0752688,All
4.13392,0.0412371,0.0352941,0,0.0909091,All
4.54105,0.0618557,0.0543478,0.0108696,0.112998,All
4.94818,0.0721649,0.0666667,0.0114943,0.133333,All
5.35531,0.0824742,0.0795455,0.0228579,0.154701,All
5.76244,0.0927835,0.0989011,0.0340909,0.176801,All
6.16958,0.103093,0.11665,0.0546464,0.197802,All
6.57671,0.113402,0.134831,0.0659341,0.221655,All
6.98384,0.123711,0.153846,0.0786517,0.248656,All
7.39097,0.154639,0.172414,0.0946779,0.26255,All
7.7981,0.185567,0.195402,0.111111,0.287302,All
8.20523,0.185567,0.212265,0.124298,0.303859,All
8.61236,0.195876,0.233333,0.149425,0.325843,All
9.01949,0.237113,0.252874,0.159091,0.34807,All
9.42663,0.237113,0.271739,0.180797,0.365152,All
9.83376,0.247423,0.290323,0.197738,0.388889,All
10.2409,0.298969,0.311111,0.211765,0.406593,All
10.648,0.329897,0.333333,0.230769,0.427769,All
11.0552,0.329897,0.348315,0.25,0.445048,All
11.4623,0.340206,0.366667,0.264052,0.454545,All
11.8694,0.360825,0.386364,0.285714,0.472823,All
12.2765,0.391753,0.404494,0.301163,0.494444,All
12.6837,0.402062,0.423529,0.323902,0.51087,All
13.0908,0.43299,0.44021,0.337144,0.527473,All
13.4979,0.43299,0.458146,0.353244,0.541392,All
13.9051,0.443299,0.472527,0.367816,0.554952,All
14.3122,0.453608,0.488889,0.382872,0.569157,All
14.7193,0.474227,0.5,0.398925,0.586207,All
15.1265,0.484536,0.516484,0.418094,0.598913,All
15.5336,0.505155,0.533333,0.432576,0.612903,All
15.9407,0.515464,0.544444,0.452551,0.629213,All
16.3479,0.525773,0.556818,0.465513,0.641304,All
16.755,0.57732,0.576087,0.486076,0.655172,All
17.1621,0.597938,0.588889,0.505435,0.664855,All
17.5693,0.628866,0.602212,0.516854,0.674157,All
17.9764,0.628866,0.616279,0.528413,0.689655,All
18.3835,0.639175,0.627783,0.54023,0.700575,All
18.7906,0.670103,0.640449,0.561119,0.712644,All
19.1978,0.690722,0.648644,0.56983,0.725705,All
19.6049,0.71134,0.662982,0.583344,0.73913,All
20.012,0.721649,0.674419,0.596666,0.748626,All
20.4192,0.721649,0.68572,0.611111,0.755556,All
20.8263,0.721649,0.696629,0.620127,0.769231,All
21.2334,0.721649,0.707865,0.630699,0.776529,All
21.6406,0.731959,0.719101,0.640877,0.788061,All
22.0477,0.742268,0.729412,0.650049,0.796726,All
22.4548,0.742268,0.73913,0.662856,0.803273,All
22.862,0.762887,0.75,0.672121,0.814585,All
23.2691,0.773196,0.758621,0.683051,0.824176,All
23.6762,0.783505,0.770115,0.69398,0.829709,All
24.0834,0.783505,0.78022,0.703297,0.838895,All
24.4905,0.783505,0.789793,0.711877,0.847826,All
24.8976,0.793814,0.797753,0.722222,0.857919,All
25.3047,0.804124,0.806818,0.73187,0.862069,All
25.7119,0.804124,0.815217,0.73913,0.876404,All
26.119,0.814433,0.822222,0.747253,0.88335,All
26.5261,0.824742,0.829545,0.759953,0.888889,All
26.9333,0.824742,0.837083,0.764375,0.896552,All
27.3404,0.845361,0.844444,0.775938,0.901636,All
27.7475,0.85567,0.847826,0.785732,0.910112,All
28.1547,0.865979,0.855556,0.792156,0.913969,All
28.5618,0.876289,0.863636,0.802198,0.919997,All
28.9689,0.876289,0.869565,0.813187,0.923913,All
29.3761,0.876289,0.877778,0.816092,0.932201,All
29.7832,0.886598,0.886364,0.823199,0.933333,All
30.1903,0.917526,0.889499,0.827957,0.941853,All
30.5975,0.917526,0.897727,0.833333,0.944444,All
31.0046,0.917526,0.902174,0.840667,0.954023,All
31.4117,0.938144,0.908568,0.84699,0.955056,All
31.8188,0.938144,0.912566,0.853103,0.956044,All
32.226,0.938144,0.921348,0.85958,0.965112,All
32.6331,0.938144,0.923077,0.865169,0.966292,All
33.0402,0.948454,0.930233,0.87153,0.966667,All
33.4474,0.948454,0.932959,0.882037,0.967914,All
33.8545,0.958763,0.934783,0.88764,0.9774,All
34.2616,0.958763,0.943182,0.89202,0.9779,All
34.6688,0.958763,0.945055,0.898876,0.978495,All
35.0759,0.969072,0.946237,0.901099,0.988235,All
35.483,0.969072,0.954545,0.910112,0.988636,All
35.8902,0.969072,0.956044,0.913978,0.989011,All
36.2973,0.969072,0.964286,0.922222,0.98913,All
36.7044,0.969072,0.966292,0.923077,0.989305,All
37.1116,0.969072,0.967033,0.9337,1,All
37.5187,0.969072,0.967742,0.935133,1,All
37.9258,0.979381,0.977273,0.94382,1,All
38.3329,0.979381,0.978022,0.945354,1,All
38.7401,0.979381,0.978261,0.949595,1,All
39.1472,0.979381,0.988636,0.955056,1,All
39.5543,0.979381,0.988764,0.956522,1,All
39.9615,0.979381,0.989011,0.966292,1,All
40.3686,0.989691,1,0.977011,1,All
40.7757,0.989691,1,0.978261,1,All
41.1829,0.989691,1,0.988506,1,All
41.59,1,1,1,1,All
