iteration,E_fi,sd_fi,E_Cl,sd_Cl,E_V1,sd_V1,E_Q,sd_Q,E_V2,sd_V2
1,0.980902,0.0935409,10.2936,0.085914,46.5263,0.0936984,14.7731,0.495546,103.109,0.906519
2,0.982507,0.0796516,10.3039,0.0822747,46.237,0.0863562,14.7751,0.442836,103.389,0.801337
3,0.982345,0.0752017,10.31,0.0822827,46.1914,0.0815263,14.636,0.423563,101.766,0.793836
4,0.980214,0.0742953,10.3171,0.0780681,46.2381,0.0796277,14.8046,0.412255,100.607,0.780769
5,0.978554,0.072506,10.3181,0.076031,46.2616,0.0792224,15.1784,0.419253,99.1775,0.755561
6,0.977888,0.074506,10.3258,0.0749529,46.2124,0.0788233,15.2908,0.414925,98.4898,0.737067
7,0.977196,0.0726574,10.3331,0.0726744,46.2121,0.0784742,15.2474,0.412248,96.5415,0.725028
8,0.976537,0.0730679,10.3428,0.0710788,46.2308,0.0784409,15.2114,0.4138,94.1305,0.721724
9,0.975672,0.0734338,10.3537,0.0699675,46.2091,0.0786308,15.2287,0.415863,91.978,0.709386
10,0.977059,0.075527,10.3648,0.0694952,46.2199,0.079728,15.2518,0.421924,89.9022,0.703132
11,0.97844,0.0754404,10.3784,0.0678645,46.2313,0.0785212,15.2166,0.419242,88.0219,0.699363
12,0.978098,0.0755266,10.3837,0.0672524,46.2048,0.0778298,15.1485,0.41795,87.0874,0.695904
13,0.977074,0.0751876,10.3813,0.0668783,46.146,0.0781359,15.1046,0.417618,86.6872,0.693226
14,0.977176,0.0746125,10.3757,0.0665696,46.0884,0.0790507,15.1226,0.416726,86.9634,0.694597
15,0.97789,0.0747252,10.3688,0.0675284,46.0709,0.0793146,15.1205,0.420823,88.2418,0.701979
16,0.977323,0.0742971,10.3606,0.0680708,46.0786,0.0792145,15.0953,0.424385,88.668,0.70319
17,0.977267,0.07452,10.3538,0.0686445,46.0634,0.0795714,15.0944,0.424163,89.4059,0.707718
18,0.977208,0.0751287,10.3502,0.0691195,46.0679,0.0806341,15.0655,0.422127,90.2465,0.709372
19,0.977923,0.0759271,10.3495,0.0696839,46.0872,0.08038,15.0316,0.420386,90.5738,0.709835
20,0.97772,0.0755935,10.3422,0.0712295,46.0978,0.0804471,14.9814,0.418608,91.1021,0.71204
21,0.977512,0.0750344,10.3383,0.0711035,46.0862,0.0809633,14.9853,0.417644,90.9841,0.709589
22,0.977171,0.0747161,10.3352,0.0707684,46.0836,0.0814688,15.0254,0.418802,91.2266,0.709268
23,0.977127,0.075155,10.3367,0.0708774,46.0628,0.0813188,15.0565,0.418961,91.3271,0.708332
24,0.976669,0.0748843,10.3383,0.070919,46.0549,0.0813157,15.0484,0.418695,91.4674,0.705239
25,0.976673,0.0748006,10.3389,0.0704114,46.0629,0.0812819,15.0698,0.419137,91.7031,0.703688
26,0.976165,0.0744357,10.3395,0.0700854,46.0682,0.0810998,15.1094,0.419146,91.4522,0.702221
27,0.976232,0.0740725,10.3379,0.0700214,46.0662,0.0807721,15.1073,0.418329,91.9949,0.70315
28,0.975834,0.074521,10.3386,0.0698961,46.1027,0.0805211,15.0735,0.419416,92.1859,0.702055
29,0.97578,0.0747615,10.3388,0.0697895,46.1263,0.0806897,15.0437,0.421102,91.8647,0.703506
30,0.975658,0.0748534,10.3429,0.0694608,46.1465,0.0805646,15.0101,0.422947,91.3927,0.701677
31,0.975931,0.0747123,10.3435,0.0690759,46.1845,0.0805699,14.9545,0.423769,90.8448,0.700073
32,0.976028,0.0744425,10.3419,0.0687294,46.186,0.0807616,14.9039,0.426095,90.335,0.699211
33,0.976099,0.0741986,10.3414,0.0683683,46.2101,0.0809613,14.8852,0.427662,89.8204,0.698224
34,0.975787,0.0739345,10.339,0.0680017,46.2032,0.0807799,14.9059,0.429844,89.308,0.696428
35,0.975499,0.0742185,10.3373,0.0676959,46.1986,0.0809041,14.9301,0.430781,88.9551,0.695251
36,0.975432,0.0738604,10.3376,0.067463,46.2085,0.0810894,14.9196,0.433144,88.7921,0.694228
37,0.975729,0.0736309,10.3363,0.0675931,46.2083,0.0814255,14.895,0.43732,88.556,0.693688
38,0.975739,0.073542,10.3349,0.0677963,46.2202,0.0816257,14.8532,0.438088,88.333,0.69654
39,0.975844,0.0737232,10.3329,0.0677368,46.2557,0.0821037,14.8095,0.439269,88.3117,0.698724
40,0.975714,0.0741001,10.329,0.0680275,46.2877,0.0823559,14.7785,0.441637,88.3738,0.701676
41,0.975949,0.0741906,10.325,0.0683151,46.302,0.0822912,14.7301,0.441902,88.543,0.704189
42,0.975803,0.074087,10.3206,0.0684574,46.3132,0.0824083,14.6912,0.441862,88.6945,0.705121
43,0.975909,0.0741583,10.3163,0.0685833,46.3269,0.0824788,14.6716,0.442234,88.8907,0.707283
44,0.975756,0.0742657,10.3139,0.0686451,46.3528,0.0825444,14.6444,0.441588,89.0607,0.709819
45,0.975599,0.0740137,10.3107,0.068811,46.3733,0.0829128,14.6346,0.441498,89.2911,0.710817
46,0.975697,0.0740187,10.3078,0.0688944,46.3867,0.0830025,14.6486,0.443382,89.4118,0.710782
47,0.975486,0.0739656,10.3032,0.0691637,46.4215,0.0828404,14.6345,0.442257,89.6143,0.712287
48,0.975492,0.0736309,10.302,0.0693309,46.4414,0.0830461,14.6082,0.440847,90.1256,0.712442
49,0.975555,0.0735293,10.3005,0.069364,46.4572,0.0830253,14.5805,0.441609,90.5286,0.712475
50,0.975614,0.0733109,10.3002,0.0693374,46.473,0.0828491,14.5545,0.441366,90.8798,0.7122
51,0.976021,0.0733075,10.3021,0.0692829,46.4966,0.0828687,14.5521,0.441084,91.0761,0.712402
52,0.97597,0.0733885,10.3038,0.0692116,46.5076,0.0829227,14.5705,0.442548,90.9449,0.711245
53,0.976035,0.0733636,10.3045,0.0693796,46.5056,0.0828418,14.5865,0.443113,90.9655,0.711117
54,0.976052,0.0732301,10.3065,0.0695513,46.5152,0.082771,14.5806,0.443102,90.868,0.711233
55,0.975963,0.0733064,10.3075,0.0697706,46.5203,0.0827873,14.5909,0.443641,90.8225,0.710691
56,0.976044,0.0733284,10.3097,0.0701092,46.5301,0.0825923,14.6033,0.443619,90.7592,0.709377
57,0.976094,0.0733064,10.3095,0.0704279,46.5367,0.0823946,14.6344,0.443772,91.0428,0.709983
58,0.976158,0.0732186,10.3088,0.0711164,46.5384,0.0825649,14.6485,0.443768,91.4556,0.711928
59,0.976051,0.0731621,10.3091,0.0715073,46.5407,0.08239,14.6454,0.444404,91.3236,0.711612
60,0.975867,0.0733672,10.3076,0.0717028,46.5403,0.0824332,14.6732,0.445569,91.4325,0.71215
61,0.975766,0.0734522,10.3081,0.0720216,46.5542,0.0824261,14.6696,0.445589,91.3079,0.711409
62,0.975671,0.0735346,10.3083,0.0721196,46.564,0.0822601,14.6505,0.445215,91.1976,0.710844
63,0.975556,0.0734505,10.3076,0.0722314,46.5624,0.0822888,14.654,0.444786,90.9723,0.709477
64,0.975402,0.0734233,10.3093,0.0720195,46.5594,0.082427,14.6551,0.443973,90.7781,0.708572
65,0.975441,0.0734753,10.3121,0.0718142,46.5579,0.0823974,14.6693,0.444289,90.4694,0.70778
66,0.975576,0.0734294,10.3141,0.0714779,46.5502,0.0823823,14.6805,0.444448,90.1618,0.706934
67,0.975641,0.0732222,10.3164,0.0712277,46.5549,0.0824341,14.6762,0.444013,89.9247,0.707533
68,0.975681,0.0731556,10.3189,0.0710064,46.5491,0.0824947,14.677,0.444148,89.6741,0.707275
69,0.975805,0.0730677,10.3211,0.070755,46.5517,0.0824107,14.6599,0.44365,89.4104,0.706115
70,0.976023,0.0731201,10.3242,0.0705591,46.5568,0.0824096,14.6416,0.443627,89.1374,0.704851
71,0.976032,0.073093,10.3244,0.0705415,46.5571,0.0822526,14.618,0.442957,88.8426,0.704429
72,0.975982,0.0730711,10.3254,0.070699,46.5562,0.0820489,14.6189,0.442811,88.6679,0.704067
73,0.975798,0.0733106,10.326,0.0707238,46.5518,0.0818276,14.6214,0.442649,88.5999,0.703158
74,0.975844,0.0735143,10.3268,0.0706518,46.5499,0.0817718,14.6203,0.442678,88.4796,0.702605
75,0.97599,0.0734072,10.328,0.0706895,46.5428,0.0818903,14.6427,0.442999,88.2933,0.702739
76,0.976153,0.0734548,10.3293,0.0706877,46.5309,0.081973,14.6649,0.443786,88.1277,0.701958
77,0.976028,0.0735584,10.3286,0.0707848,46.5304,0.0821569,14.6843,0.444575,88.0344,0.70193
78,0.976131,0.0734675,10.3297,0.0707059,46.5251,0.0824001,14.7036,0.445041,87.888,0.701328
79,0.975956,0.0734366,10.3308,0.0706049,46.5105,0.0826372,14.7276,0.44572,87.7099,0.700974
80,0.975851,0.0733745,10.3321,0.0703694,46.4946,0.0827667,14.7529,0.446228,87.4476,0.699686
81,0.976039,0.0733782,10.3333,0.0702518,46.489,0.0827983,14.7701,0.446236,87.2981,0.698827
82,0.97606,0.0732505,10.3346,0.0701126,46.4817,0.0827041,14.767,0.445883,87.0998,0.697547
83,0.976,0.0733507,10.3354,0.0700123,46.483,0.0827217,14.777,0.446248,87.0372,0.696945
84,0.976018,0.0731852,10.3357,0.070032,46.4789,0.0827243,14.7695,0.445961,86.8847,0.696246
85,0.976126,0.0731426,10.336,0.0700731,46.4693,0.0827176,14.771,0.446038,86.7699,0.69536
86,0.976338,0.0731001,10.3371,0.0700688,46.4622,0.0826586,14.7727,0.44618,86.7016,0.694578
87,0.976284,0.0729296,10.3381,0.0700228,46.4603,0.0827621,14.7591,0.44534,86.6792,0.694282
88,0.976185,0.0728066,10.3392,0.0699057,46.4583,0.0827785,14.7606,0.444881,86.6403,0.69395
89,0.976128,0.0728518,10.3404,0.0698007,46.4517,0.0827617,14.7775,0.445228,86.5199,0.693535
90,0.976097,0.0729267,10.3415,0.0697497,46.4402,0.0828326,14.8042,0.446454,86.4568,0.692746
91,0.976165,0.0729789,10.3425,0.0696479,46.4334,0.082981,14.8041,0.446492,86.3166,0.692306
92,0.976238,0.0729894,10.3433,0.0695286,46.4364,0.0830382,14.8156,0.44698,86.2207,0.692242
93,0.976284,0.0730297,10.3446,0.0694027,46.4364,0.0830272,14.8237,0.446787,86.1437,0.691343
94,0.976354,0.0730508,10.3462,0.0692508,46.4399,0.0829897,14.8285,0.446774,86.0325,0.690303
95,0.976426,0.0730697,10.3462,0.0691804,46.4436,0.0828166,14.8219,0.446731,85.8905,0.690221
96,0.976439,0.0731041,10.3474,0.0691297,46.439,0.0827413,14.8244,0.446655,85.7259,0.689763
97,0.97651,0.0731295,10.3491,0.0690783,46.4317,0.0826602,14.8233,0.446352,85.5776,0.688914
98,0.976489,0.0732141,10.3502,0.0689733,46.4265,0.0825904,14.8197,0.446175,85.5165,0.687674
99,0.976545,0.0732764,10.3502,0.0688861,46.4142,0.0825619,14.8145,0.445891,85.4415,0.687026
100,0.976467,0.0733809,10.3501,0.0687517,46.4038,0.082461,14.8111,0.445626,85.3222,0.686358
101,0.976448,0.0734898,10.3511,0.0685562,46.4081,0.0824303,14.8138,0.445714,85.1608,0.685438
102,0.976339,0.0735602,10.3515,0.0684137,46.4174,0.0823815,14.8173,0.445801,85.0881,0.684437
103,0.976388,0.0735808,10.3516,0.0683091,46.418,0.0824762,14.8111,0.446099,85.0189,0.683522
104,0.976515,0.0735526,10.3521,0.0682897,46.4211,0.08247,14.8009,0.44674,85.0284,0.683522
105,0.976734,0.0735887,10.353,0.0682616,46.4181,0.0825681,14.7986,0.446443,85.0848,0.683494
106,0.976825,0.0735874,10.3549,0.0682219,46.4182,0.0826887,14.7992,0.446853,85.1454,0.683173
107,0.976955,0.0735007,10.3559,0.0681978,46.4243,0.0827213,14.8056,0.446612,85.2212,0.683204
108,0.977132,0.0735117,10.3567,0.0681595,46.4237,0.0827268,14.8018,0.446301,85.3356,0.683022
109,0.97709,0.073534,10.3572,0.0680466,46.4295,0.0826441,14.804,0.446251,85.3245,0.682743
110,0.97709,0.0734791,10.3568,0.0679337,46.431,0.0826457,14.8056,0.446403,85.3227,0.682476
111,0.97706,0.0734731,10.3564,0.067775,46.4341,0.0825416,14.8002,0.446738,85.2528,0.682138
112,0.977125,0.0735104,10.3572,0.0676458,46.4376,0.0824994,14.8027,0.44689,85.2437,0.681916
113,0.977137,0.0734948,10.3576,0.0675633,46.4385,0.082702,14.8044,0.447534,85.2021,0.681033
114,0.977077,0.0734627,10.3581,0.0674584,46.4335,0.0828302,14.8021,0.447816,85.1276,0.680121
115,0.976926,0.0734177,10.3581,0.0673888,46.4202,0.0828846,14.8072,0.447418,85.0314,0.67967
116,0.97682,0.0734016,10.358,0.0672779,46.4131,0.0829387,14.8108,0.447387,85.0102,0.678794
117,0.976813,0.0734463,10.358,0.06718,46.4138,0.0828573,14.805,0.447073,84.8966,0.678916
118,0.97682,0.0734667,10.3579,0.0671173,46.4178,0.0827594,14.7998,0.446904,84.8057,0.678478
119,0.976741,0.0734591,10.3572,0.0671749,46.4188,0.0827299,14.7913,0.446018,84.8358,0.678737
120,0.976726,0.0734565,10.3566,0.0672304,46.4187,0.0828418,14.7982,0.445708,84.8783,0.678842
121,0.976778,0.0734804,10.3576,0.0671766,46.4213,0.0828349,14.798,0.445412,84.8058,0.678225
122,0.976801,0.0734341,10.3586,0.0671629,46.4248,0.0828334,14.7984,0.444948,84.7533,0.677564
123,0.976794,0.0734719,10.3594,0.0671089,46.4215,0.082942,14.8018,0.444482,84.6737,0.677393
124,0.976754,0.0734563,10.3597,0.0670201,46.4227,0.0828597,14.8063,0.44449,84.6616,0.67704
125,0.976795,0.073469,10.36,0.0669769,46.4258,0.0828458,14.8054,0.444247,84.6972,0.677106
126,0.976946,0.0735042,10.3603,0.0670774,46.4274,0.0828018,14.7992,0.444273,84.7666,0.677401
127,0.977021,0.0735991,10.3597,0.0671776,46.4338,0.082688,14.7991,0.44422,84.7723,0.677817
128,0.976925,0.0736106,10.3592,0.0673896,46.4398,0.0826776,14.7945,0.444149,84.89,0.679248
129,0.976927,0.0735952,10.3586,0.067488,46.4429,0.0826162,14.7928,0.443832,84.9454,0.679754
130,0.976948,0.0735622,10.3583,0.067552,46.4408,0.0826384,14.7834,0.44315,85.0067,0.680139
131,0.976925,0.073538,10.3582,0.0675113,46.4392,0.0826038,14.7854,0.442499,85.105,0.680058
