simulations, -2LL
1000,553.42
2000,552.228
3000,551.861
4000,551.724
5000,551.713
6000,551.757
7000,552.1
8000,551.952
9000,551.525
10000,551.652
11000,551.804
12000,551.882
13000,552.017
14000,552.096
15000,552.169
16000,552.22
17000,552.23
18000,552.357
19000,552.428
20000,552.411
21000,552.392
22000,552.454
23000,552.47
24000,552.463
25000,552.439
26000,552.484
27000,552.504
28000,552.519
29000,552.554
30000,552.598
