parameter,value,se_lin,rse_lin
Cl_pop,5.15901633286457,0.350709810218237,6.79799767223267
V1_pop,20.8414802903616,1.62441792884712,7.79415812224408
Q_pop,5.80852402780049,1.08590694903514,18.6950582254257
V2_pop,25.0552590287364,3.9128157498076,15.6167443542288
omega_Cl,0.252729836230856,0.0483059930303234,19.1136882572892
omega_V1,0.266453270999198,0.0590663816009808,22.1676323880289
omega_Q,0.621048524200565,0.145635868852191,23.449998378091
omega_V2,0.36212527336682,0.15753902519515,43.5040127772492
corr_V2_V1,0.998922904763146,0.207439035403772,20.7662707917342
a1,0.302401041484952,0.0221887683050218,7.33753038549836
a2,0.0638482539330632,0.00638007449620634,9.99255908062112
