parameter,value,se_sa,rse_sa
Cl_pop,5.27220014159257,0.297814192883991,5.64876493467168
beta_Cl_logtCLCRMLMIN,0.626487832666222,0.243177741055948,38.816035743428
V1_pop,20.3644518212286,1.80115892823472,8.8446226986436
Q_pop,6.35388427116469,1.36825383029155,21.5341320662856
V2_pop,22.3976859322611,1.70888525263457,7.62974022317696
omega_Cl,0.208043911704653,0.0405722293098466,19.5017623815132
omega_V1,0.278565827516675,0.0707128826865574,25.3846221257431
omega_Q,0.635118018037179,0.143078209432153,22.527814574421
omega_V2,0.255263310274629,0.0670331331898459,26.2603870167347
corr_V2_V1,0.998761160657045,0.00298526322107247,0.298896606983454
a1,0.303518057107634,0.0227829307565157,7.50628511978
a2,0.063901736146763,0.00685410982389964,10.7260150305742
