simulations,OFV
500,1237.66
1000,1236.49
1500,1236.19
2000,1236.14
2500,1236.16
3000,1236.53
3500,1236.67
4000,1236.58
4500,1236.78
5000,1236.78
5500,1236.81
6000,1236.72
6500,1236.79
7000,1236.9
7500,1237.01
8000,1236.95
8500,1236.97
9000,1236.84
9500,1236.83
10000,1236.83
10500,1236.81
11000,1236.87
11500,1236.81
12000,1236.79
12500,1236.78
13000,1236.8
13500,1236.86
14000,1236.88
14500,1236.81
15000,1236.84
15500,1236.89
16000,1236.87
16500,1236.79
17000,1236.73
17500,1236.72
18000,1236.65
18500,1236.72
19000,1236.7
19500,1236.65
20000,1236.66
20500,1236.64
21000,1236.52
21500,1236.45
22000,1236.45
22500,1236.41
23000,1236.37
23500,1236.39
24000,1236.36
24500,1236.37
25000,1236.37
25500,1236.39
26000,1236.37
26500,1236.36
27000,1236.34
27500,1236.33
28000,1236.35
28500,1236.33
29000,1236.32
29500,1236.32
30000,1236.33
