pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.93916,0.0221949,-3.74574,0.00455097,-2.03066,0.0223052,All
-1.4229,0.155365,-3.50947,0.00910194,-1.51695,0.111526,All
-0.906641,0.488289,-3.27319,0.00910194,-1.00324,0.423799,All
-0.390382,0.377314,-3.03692,0.00910194,-0.489536,0.423799,All
0.125877,0.510483,-2.80065,0.0227549,0.0241713,0.55763,All
0.642136,0.288534,-2.56438,0,0.537878,0.312273,All
1.15839,0.0887797,-2.32811,0.0273058,1.05159,0.0446104,All
1.67465,0.0665848,-2.09183,0.0364078,1.56529,0.0892208,All
2.19091,0.0887797,-1.85556,0.0682646,2.079,0.0669156,All
2.70717,0.0443899,-1.61929,0.100121,2.59271,0.0892208,All
,,-1.38302,0.131978,,,All
,,-1.14674,0.236651,,,All
,,-0.910471,0.291262,,,All
,,-0.674199,0.314017,,,All
,,-0.437926,0.42324,,,All
,,-0.201654,0.37318,,,All
,,0.0346186,0.46875,,,All
,,0.270891,0.400485,,,All
,,0.507163,0.368629,,,All
,,0.743436,0.254854,,,All
,,0.979708,0.250303,,,All
,,1.21598,0.18659,,,All
,,1.45225,0.136529,,,All
,,1.68853,0.109223,,,All
,,1.9248,0.0364078,,,All
,,2.16107,0.0318568,,,All
,,2.39734,0.0227549,,,All
,,2.63361,0.0227549,,,All
,,2.86989,0.0136529,,,All
,,3.10616,0.00455097,,,All
,,3.34243,0.00455097,,,All
