iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtCLCR,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,corr_V1_Cl,b
1,798.732,1,5.2,0.62,21.22,4.99,28.28,1.5,1.5,1,0.62,0.3
2,793.923,1,5.97618,1.26313,24.5816,6.05231,22.2705,1.46202,1.46202,1.02923,0.62,0.285
3,779.652,1,6.10911,1.09282,21.9992,7.60027,24.5671,1.425,1.425,1.02238,0.62,0.27075
4,767.301,1,6.56207,1.68007,22.7074,8.10714,28.0987,1.38892,1.38892,0.996493,0.62,0.257212
5,756.811,1,6.1445,1.20207,19.8741,8.21898,28.8011,1.35375,1.35375,1.03164,0.62,0.244352
6,749.375,1,5.81615,0.755526,23.9493,9.08122,36.3614,1.31947,1.31947,1.14414,0.62,0.232134
7,741.984,1,6.06017,1.34394,22.2051,10.7868,31.4754,1.28606,1.28606,1.11698,0.62,0.220528
8,718.338,1,6.78793,1.65506,19.1271,12.0084,30.9344,1.2535,1.2535,1.0887,0.62,0.209501
9,716.586,1,6.87674,1.72549,17.8652,12.3426,29.0977,1.22176,1.22176,1.08765,0.62,0.199026
10,700.265,1,5.74468,0.611646,15.4763,15.2968,25.7332,1.19082,1.19082,1.06011,0.62,0.189075
11,684.843,1,6.2819,1.26136,11.8853,17.4784,26.5575,1.16067,1.16067,1.03327,0.62,0.179621
12,674.837,1,6.30327,1.4956,11.4126,15.1337,28.8813,1.13128,1.13128,1.0071,0.62,0.17064
13,674.801,1,6.53854,1.59529,10.7295,17.8973,27.6629,1.10264,1.10264,0.999719,0.62,0.162108
14,662.717,1,5.70081,0.990273,9.71953,18.6946,26.7984,1.07472,1.07472,0.974405,0.62,0.154003
15,641.94,1,5.74662,0.792945,9.46833,20.6342,27.3427,1.04751,1.04751,0.949733,0.62,0.146302
16,633.468,1,5.8184,1.05783,9.5692,23.8287,24.3735,1.02098,1.02098,0.925685,0.62,0.138987
17,616.773,1,5.48536,0.698898,8.45907,21.2141,24.9638,0.995131,0.995131,0.902246,0.62,0.132038
18,617.53,1,5.57756,0.803367,8.9737,21.6373,24.5542,0.969933,0.969933,0.879401,0.62,0.125436
19,598.211,1,5.6888,0.814616,10.0015,20.6968,24.2857,0.945374,0.945374,0.857134,0.62,0.119164
20,590.406,1,5.63711,0.944594,9.70949,19.5895,24.2477,0.921437,0.921437,0.835431,0.62,0.113206
21,582.704,1,5.6522,0.850426,9.63939,18.7966,24.475,0.898105,0.898105,0.814277,0.62,0.107546
22,576.976,1,5.75637,0.985332,10.7038,19.8412,22.343,0.875365,0.875365,0.793659,0.62,0.102168
23,559.807,1,5.50722,0.834723,10.4475,19.4617,20.964,0.8532,0.8532,0.773563,0.62,0.0970601
24,548.146,1,5.79825,1.16281,10.7065,18.0188,21.2589,0.831597,0.831597,0.753976,0.62,0.0922071
25,545.433,1,5.6803,0.931232,10.8884,18.439,20.6942,0.81054,0.81054,0.824727,0.62,0.0875967
26,541.143,1,5.5834,1.11127,10.6648,15.5754,20.1121,0.790017,0.790017,0.816422,0.62,0.0832169
27,526.304,1,5.79289,1.24117,11.1653,17.8625,20.2378,0.770013,0.770013,0.799177,0.62,0.079056
28,510.585,1,5.68145,1.03698,11.3048,16.3313,20.5224,0.750516,0.750516,0.778941,0.62,0.0751032
29,501.349,1,5.57991,0.837279,12.3305,16.3255,20.0735,0.731512,0.731512,0.759218,0.62,0.0713481
30,494.136,1,5.57189,0.830096,12.5437,18.4153,20.6381,0.71299,0.71299,0.770884,0.62,0.0677807
31,490.211,1,5.45946,0.693938,12.6828,18.5172,20.6058,0.694937,0.694937,0.762839,0.62,0.0643916
32,481.756,1,5.57035,0.76354,12.8769,18.5924,20.5897,0.677341,0.677341,0.763467,0.62,0.061172
33,471.84,1,5.62942,0.819752,12.4004,18.6326,20.7988,0.66019,0.66019,0.744135,0.62,0.0581134
34,467.18,1,5.6997,0.938511,12.5118,17.8283,21.0101,0.643474,0.643474,0.725293,0.62,0.0552078
35,455.691,1,5.75118,0.986516,12.0807,19.1386,21.6256,0.627181,0.627181,0.7707,0.62,0.0524474
36,453.33,1,5.73189,0.950225,12.0865,19.8305,21.1906,0.6113,0.6113,0.751185,0.62,0.049825
37,445.394,1,5.82788,0.986573,13.2286,19.7776,21.1078,0.595821,0.595821,0.732165,0.62,0.0473338
38,439.857,1,5.61146,0.69979,12.8409,18.3371,21.0253,0.580735,0.580735,0.713626,0.62,0.0449671
39,418.966,1,5.60214,0.718807,13.523,17.3664,20.7215,0.56603,0.56603,0.695557,0.62,0.0427187
40,410.904,1,5.55457,0.643388,13.8413,15.6398,20.9238,0.551698,0.551698,0.677945,0.62,0.0405828
41,403.12,1,5.66598,0.818996,13.922,16.2194,21.0382,0.537729,0.537729,0.660779,0.62,0.0385536
42,400.688,1,5.57161,0.693815,14.282,16.0353,20.6273,0.524113,0.524113,0.644048,0.62,0.0373001
43,401.062,1,5.66259,0.869063,13.7008,15.0828,20.6153,0.510842,0.510842,0.62774,0.62,0.0367419
44,403.343,1,5.50622,0.720742,13.1834,13.9992,20.728,0.497908,0.497908,0.611845,0.62,0.0368386
45,402.352,1,5.62435,0.843001,13.5876,13.7667,20.4932,0.4853,0.4853,0.596353,0.62,0.0374556
46,397.764,1,5.60323,0.864803,13.7879,14.0092,20.3011,0.473012,0.473012,0.594713,0.62,0.0365002
47,393.837,1,5.62452,0.824301,13.7226,13.8315,19.9759,0.461035,0.461035,0.579655,0.62,0.0365605
48,388.882,1,5.54191,0.758722,13.2946,14.6186,19.7496,0.449362,0.449362,0.564977,0.62,0.0359237
49,381.364,1,5.56317,0.820688,13.3249,14.3368,19.7959,0.437984,0.437984,0.565097,0.62,0.0343458
50,384.464,1,5.52405,0.764198,13.1573,15.7615,20.2058,0.426894,0.426894,0.550789,0.62,0.0349539
51,388.478,1,5.54326,0.786885,13.3781,15.9685,20.1584,0.416084,0.416084,0.617498,0.62,0.0354546
52,388.438,1,5.4923,0.750986,13.0698,15.2636,20.119,0.405549,0.405549,0.601862,0.62,0.0362304
53,387.517,1,5.58412,0.827866,13.3888,15.2686,20.2526,0.39528,0.39528,0.638802,0.62,0.035349
54,387.078,1,5.51224,0.725471,13.6461,14.34,20.2249,0.385271,0.385271,0.652154,0.62,0.0355059
55,377.43,1,5.50043,0.739222,13.7848,12.8832,20.0353,0.375516,0.375516,0.635641,0.62,0.0343785
56,379.728,1,5.46687,0.712891,13.8203,13.822,19.7497,0.366008,0.366008,0.63844,0.62,0.0342273
57,381.231,1,5.44711,0.657406,13.6961,14.1007,19.4411,0.35674,0.387655,0.666432,0.62,0.0341277
58,380.06,1,5.45093,0.597018,13.801,13.9851,19.4715,0.347707,0.377839,0.660878,0.62,0.034361
59,378.547,1,5.40405,0.566595,13.8983,14.4047,19.5932,0.338903,0.387557,0.658251,0.62,0.0338933
60,374.218,1,5.4895,0.673738,14.2536,12.6868,19.0191,0.330322,0.422557,0.641583,0.62,0.0332025
61,381.002,1,5.41642,0.682473,13.881,12.4317,18.9003,0.321958,0.411858,0.625338,0.62,0.0346876
62,384.409,1,5.35336,0.59313,13.4902,12.2302,19.358,0.313806,0.401429,0.68344,0.62,0.0350989
63,376.265,1,5.3967,0.643608,13.6683,12.4208,19.237,0.30586,0.397387,0.666135,0.62,0.033977
64,377.644,1,5.44198,0.709373,13.6522,12.7727,19.3047,0.298116,0.39916,0.65876,0.62,0.0340014
65,384.748,1,5.41354,0.683496,13.7764,12.6905,19.1991,0.290567,0.389053,0.662625,0.62,0.0352275
66,381.997,1,5.45373,0.694211,13.9347,14.0601,19.2666,0.28321,0.398665,0.715167,0.62,0.0344104
67,381.956,1,5.4513,0.662067,13.877,14.1234,19.0258,0.276039,0.395417,0.725369,0.62,0.0347665
68,373.528,1,5.42383,0.625064,13.7846,14.7349,18.996,0.269049,0.385405,0.707002,0.62,0.0340694
69,383.35,1,5.3404,0.634102,13.1531,14.7679,18.6547,0.262237,0.388707,0.715289,0.62,0.0348786
70,375.971,1,5.39379,0.680876,13.7513,13.3368,18.7494,0.255597,0.378864,0.714725,0.62,0.0335612
71,367.056,1,5.3723,0.674096,13.6748,13.2845,18.786,0.249125,0.385255,0.696628,0.62,0.0324745
72,368.862,1,5.37823,0.624364,13.9566,12.7533,18.665,0.242817,0.405937,0.694938,0.62,0.0327318
73,361.671,1,5.36753,0.602794,13.9767,12.4506,18.8071,0.236669,0.395659,0.677341,0.62,0.0320658
74,371.545,1,5.37493,0.623009,14.1588,11.7712,18.7924,0.233491,0.409629,0.660191,0.62,0.0333905
75,367.3,1,5.42724,0.666359,14.4321,11.9052,18.719,0.227579,0.41947,0.690971,0.62,0.03259
76,368.891,1,5.42255,0.682385,14.624,11.752,18.1341,0.225936,0.408849,0.712672,0.62,0.0328622
77,365.222,1,5.38582,0.651245,14.5175,11.0555,18.467,0.231971,0.412385,0.697366,0.62,0.0322865
78,366.834,1,5.37547,0.635657,14.5129,11.4924,18.6401,0.235874,0.431029,0.708363,0.648144,0.0321483
79,361.047,1,5.38746,0.659161,14.1956,11.643,18.6438,0.229902,0.420115,0.690427,0.635601,0.0319495
80,358.99,1,5.45127,0.713601,14.6561,11.3788,18.8841,0.232079,0.413585,0.688849,0.604339,0.0310844
81,359.419,1,5.47132,0.670416,15.2881,11.217,19.1349,0.226647,0.403113,0.711605,0.59234,0.0313476
82,355.851,1,5.46492,0.686431,15.2384,11.2782,19.1013,0.233413,0.392906,0.725428,0.593878,0.0306968
83,358.805,1,5.46499,0.714729,15.237,11.2326,19.0565,0.235165,0.382958,0.711241,0.505212,0.0309313
84,355.148,1,5.39008,0.671206,14.8624,11.3119,18.796,0.230392,0.373261,0.748946,0.602259,0.0306523
85,355.105,1,5.40391,0.664138,14.9661,10.4698,18.7703,0.229235,0.364311,0.767659,0.633336,0.0307445
86,359.826,1,5.42287,0.658927,15.4588,10.4995,18.8399,0.238993,0.377305,0.748222,0.682931,0.0317565
87,363.795,1,5.36378,0.569116,15.1513,10.4609,19.0165,0.234069,0.408006,0.783114,0.666559,0.031673
88,360.787,1,5.32337,0.566672,14.8635,10.5594,19.0017,0.234248,0.409613,0.763285,0.688161,0.0314252
89,359.003,1,5.34325,0.553276,14.7622,10.7165,19.0759,0.228317,0.421281,0.778063,0.6723,0.0309032
90,363.071,1,5.40544,0.66966,14.9448,10.626,18.979,0.234431,0.428485,0.778094,0.654005,0.031254
91,370.31,1,5.32791,0.605265,14.6126,10.1941,18.8196,0.228569,0.457945,0.785538,0.663479,0.0322043
92,367.932,1,5.3724,0.648841,15.1045,10.0667,18.9667,0.225371,0.44635,0.833214,0.589025,0.0315719
93,361.679,1,5.36005,0.633391,15.0196,9.59048,19.263,0.226036,0.435048,0.812117,0.61566,0.0309102
94,360.172,1,5.38302,0.628033,15.2773,9.56878,19.09,0.22501,0.438663,0.82586,0.663866,0.0306365
95,355.452,1,5.39551,0.685143,15.5635,9.11436,18.8961,0.229158,0.427556,0.823344,0.649295,0.0300645
96,352.477,1,5.3732,0.633713,15.3675,9.47604,18.6451,0.223648,0.41673,0.802496,0.68686,0.030201
97,360.483,1,5.33716,0.586887,15.6243,9.77347,18.7216,0.234924,0.40657,0.844766,0.697321,0.0308955
98,354.807,1,5.41704,0.62252,16.294,9.45927,18.8313,0.228976,0.396276,0.823376,0.660662,0.0307659
99,355.858,1,5.41878,0.659519,15.7072,9.50947,19.4712,0.225827,0.386242,0.804754,0.63105,0.0307019
100,356.518,1,5.44116,0.656629,15.2944,9.83712,19.9504,0.220109,0.376462,0.803198,0.603626,0.0308032
101,360.167,1,5.49379,0.725073,16.3911,9.87576,19.7049,0.233361,0.380952,0.827553,0.609936,0.0308694
102,362.883,1,5.47103,0.702136,15.9334,8.9808,19.6126,0.227452,0.381083,0.806835,0.601059,0.031614
103,363.662,1,5.43348,0.676095,15.73,9.2078,19.5206,0.224753,0.371434,0.786405,0.568843,0.0321715
104,361.487,1,5.42843,0.665841,15.4383,9.91158,18.8572,0.223969,0.390801,0.766493,0.566399,0.0315911
105,357.786,1,5.40688,0.660613,15.5588,9.70453,18.6584,0.221733,0.383894,0.765188,0.55864,0.030786
106,357.297,1,5.37174,0.676332,15.3838,9.879,18.4761,0.222351,0.374173,0.769237,0.497507,0.0306985
107,353.987,1,5.40958,0.639109,15.6363,9.68622,19.003,0.221297,0.364699,0.749759,0.52718,0.0304889
108,356.176,1,5.42072,0.663914,15.6921,9.89412,18.8323,0.227906,0.355465,0.792763,0.526796,0.0306927
109,356.557,1,5.38649,0.646896,15.3709,9.1424,18.9647,0.222135,0.370969,0.77269,0.549813,0.0307013
110,355.099,1,5.43525,0.680001,15.6045,9.2367,19.2573,0.226353,0.367352,0.761087,0.583338,0.0306163
111,351.948,1,5.46994,0.687042,16.0919,9.77775,19.3137,0.230496,0.35805,0.741815,0.591719,0.0303698
112,361.976,1,5.50349,0.744501,16.1393,9.49699,19.5137,0.234319,0.377842,0.723032,0.599513,0.0318139
113,351.616,1,5.51964,0.730564,15.8075,10.5482,19.4374,0.234696,0.368275,0.704725,0.598376,0.0303979
114,353.528,1,5.41198,0.653628,15.7103,10.6191,19.1337,0.228883,0.35895,0.757247,0.61046,0.030574
115,354.968,1,5.41349,0.649062,15.3997,9.65194,19.2645,0.223088,0.379112,0.743138,0.631046,0.0308439
116,357.924,1,5.42055,0.678034,15.7931,9.13401,19.0689,0.228546,0.369513,0.73023,0.580463,0.0311204
117,361.933,1,5.45968,0.661125,16.5924,8.99262,18.7113,0.226938,0.360157,0.71174,0.570394,0.0322823
118,356.519,1,5.44009,0.65549,16.4987,8.95472,18.7406,0.231277,0.351037,0.693718,0.589925,0.0317991
119,354.628,1,5.45379,0.673506,16.6358,8.8886,18.3745,0.231759,0.342149,0.676153,0.616194,0.0315139
120,354.023,1,5.44603,0.70756,16.6337,8.7797,18.7478,0.240192,0.333485,0.674642,0.561043,0.0312498
121,359.749,1,5.43577,0.668977,16.6199,8.72829,18.5281,0.241614,0.339363,0.701258,0.632433,0.0320575
122,359.232,1,5.46185,0.706261,16.6548,8.63569,18.557,0.237637,0.33077,0.748204,0.614404,0.031968
123,352.669,1,5.43943,0.645167,16.6467,8.89088,18.1221,0.23162,0.322395,0.729259,0.648738,0.031639
124,357.913,1,5.44579,0.673813,16.6167,9.29649,18.4477,0.230784,0.314232,0.791708,0.617653,0.0318975
125,366.555,1,5.52869,0.782382,17.4566,8.49386,18.5486,0.240256,0.306275,0.771661,0.558478,0.0332837
126,362.507,1,5.50588,0.703979,17.3335,7.95227,18.8819,0.234173,0.308178,0.752122,0.488139,0.0324342
127,366.988,1,5.49677,0.71416,17.3467,7.77968,18.5795,0.22983,0.315862,0.73549,0.574815,0.0334071
128,366.6,1,5.4558,0.710842,17.4953,7.12699,18.7174,0.236444,0.311258,0.718122,0.57234,0.0333173
129,357.967,1,5.56294,0.82837,18.2882,6.76384,19.3242,0.233295,0.303377,0.699938,0.480169,0.0325757
130,363.307,1,5.51385,0.808304,18.0834,6.72696,18.977,0.236659,0.295695,0.682216,0.479735,0.0330966
131,353.467,1,5.51265,0.804467,17.9006,6.96095,18.7546,0.232095,0.288208,0.670052,0.616073,0.0325342
132,348.968,1,5.50339,0.727742,17.9973,7.03786,19.0477,0.228515,0.280911,0.653086,0.618435,0.0318101
133,356.432,1,5.48488,0.775317,17.7805,6.73734,19.3825,0.240154,0.273798,0.644905,0.622647,0.0328265
134,357.556,1,5.51792,0.778814,17.8578,7.20455,18.8525,0.236926,0.266865,0.672093,0.652064,0.0334178
135,361.463,1,5.46439,0.799805,17.182,7.38921,19.1471,0.240379,0.260108,0.66788,0.574089,0.0337671
136,355.441,1,5.41657,0.717665,17.7035,7.08136,18.7881,0.236586,0.253522,0.650969,0.601753,0.0333168
137,346.722,1,5.41596,0.71756,18.0949,6.4936,18.9055,0.232499,0.247103,0.661673,0.632251,0.0318784
138,348.239,1,5.42017,0.744406,17.976,6.55048,18.7578,0.243416,0.246747,0.691387,0.677151,0.0318135
