rep,ID,standEta_Cl_simulated,standEta_V1_simulated,standEta_Q_simulated,standEta_V2_simulated,filter
1,1,-2.74012,-0.823923,0.0455439,-0.815229,0
2,1,-2.65759,-0.567667,-0.0966394,-0.547746,0
3,1,-2.57504,-1.49837,0.340319,-1.50879,0
4,1,-2.58001,-1.0611,0.264783,-1.10988,0
5,1,-2.73344,-0.924289,-0.129914,-0.870522,0
6,1,-2.76895,-0.575555,0.452849,-0.605443,0
7,1,-2.43984,-1.43996,0.220629,-1.38652,0
8,1,-2.56236,-1.02056,0.184175,-1.01438,0
9,1,-2.52473,-0.689862,0.641199,-0.650749,0
10,1,-2.55501,-0.3951,-0.367823,-0.421176,0
11,1,-2.77981,-1.51367,0.245373,-1.54546,0
12,1,-2.49883,-0.861181,0.332179,-0.800919,0
13,1,-2.52709,-0.654971,0.498423,-0.640693,0
14,1,-2.59702,-0.544228,-0.161168,-0.53672,0
15,1,-2.51937,-1.47919,0.302991,-1.45666,0
16,1,-2.37525,-0.889824,0.350738,-0.909947,0
17,1,-2.76413,-0.527487,-0.626273,-0.460647,0
18,1,-2.49199,-0.491855,-0.272187,-0.420696,0
19,1,-2.87244,-1.75764,0.54408,-1.73059,0
20,1,-2.59526,-0.926778,0.0487105,-0.919098,0
21,1,-2.57541,-0.398176,0.657409,-0.395904,0
22,1,-2.64228,-0.404914,0.516352,-0.4212,0
23,1,-2.48022,-1.821,-0.153622,-1.89287,0
24,1,-2.79831,-0.891014,0.272267,-0.871001,0
25,1,-2.682,-0.393119,0.30884,-0.420605,0
26,1,-2.88155,-0.411344,-0.510075,-0.428547,0
27,1,-2.53271,-1.59127,-0.280905,-1.59704,0
28,1,-2.69967,-0.907897,0.0743249,-0.954386,0
29,1,-2.77709,-0.637887,0.707717,-0.551341,0
30,1,-2.48017,-0.623409,0.66654,-0.58912,0
31,1,-2.59669,-1.22891,0.489251,-1.22459,0
32,1,-2.45069,-1.21309,0.0589806,-1.15671,0
33,1,-2.67208,-0.565419,0.0242393,-0.579456,0
34,1,-2.8111,-0.74435,0.106287,-0.683483,0
35,1,-2.62123,-1.20327,0.0541294,-1.20746,0
36,1,-2.46992,-1.04402,-0.404403,-1.03097,0
37,1,-2.53672,-0.478594,0.769808,-0.475505,0
38,1,-2.72636,-0.629692,0.728714,-0.605142,0
39,1,-2.58838,-1.39769,0.753845,-1.46667,0
40,1,-2.47181,-0.892761,0.109178,-0.899435,0
41,1,-2.68605,-0.419831,0.247372,-0.417496,0
42,1,-2.49855,-0.784869,0.0966193,-0.777988,0
43,1,-2.44754,-1.57072,0.301483,-1.54525,0
44,1,-2.69359,-0.357126,-0.361721,-0.373956,0
45,1,-2.69162,-0.754269,-0.453709,-0.650186,0
46,1,-2.66002,-0.930692,0.111527,-0.95631,0
47,1,-2.32302,-1.47769,0.0208921,-1.47314,0
48,1,-2.70564,-0.288489,0.0127148,-0.259878,0
49,1,-2.60347,-0.635994,0.536172,-0.690698,0
50,1,-2.47916,-1.03109,0.102536,-1.04108,0
1,2,0.900076,-0.318812,0.570579,-0.352244,0
2,2,0.999211,0.775458,-0.748266,0.791844,0
3,2,1.01881,-0.427641,0.8813,-0.482058,0
4,2,1.01243,0.0192866,0.252056,0.0278504,0
5,2,1.06008,-0.266186,0.897425,-0.323149,0
6,2,1.02883,0.825308,-0.0685553,0.838643,0
7,2,0.879227,-0.610862,0.958075,-0.621493,0
8,2,1.00431,0.009936,0.491952,-0.0404528,0
9,2,1.1412,-0.17265,1.41219,-0.210415,0
10,2,0.923255,0.74099,-0.4526,0.732271,0
11,2,0.897365,-0.375409,0.55324,-0.437691,0
12,2,0.973752,0.0290654,0.114748,0.0702003,0
13,2,1.07464,-0.503584,1.19947,-0.442612,0
14,2,0.884936,0.844731,-0.416602,0.826003,0
15,2,0.992027,-0.0307578,0.371717,-0.0270119,0
16,2,1.02627,0.00239455,0.528601,0.0187626,0
17,2,0.972458,-0.623526,1.14632,-0.704566,0
18,2,0.854645,0.946323,-0.643189,0.937639,0
19,2,0.916236,-0.110015,0.0883374,-0.145255,0
20,2,1.03534,0.00692217,0.446652,-0.0236819,0
21,2,1.02716,0.654094,0.0991352,0.684892,0
22,2,0.951629,0.98045,-0.23621,1.00447,0
23,2,1.07849,-0.0470001,0.597335,0.0501885,0
24,2,0.852826,0.0446724,-0.0226507,0.0907065,0
25,2,0.998554,0.794591,-0.417569,0.749647,0
26,2,0.87856,0.794109,-0.594791,0.809365,0
27,2,0.850067,0.658135,-0.381928,0.744471,0
28,2,0.886324,0.72861,-0.696999,0.61014,0
29,2,0.716017,0.642413,-0.866283,0.626946,0
30,2,0.908184,0.953242,-0.320009,0.932951,0
31,2,0.764499,0.688862,-0.755186,0.697222,0
32,2,0.730286,0.520418,-0.460485,0.558916,0
33,2,0.986397,0.532313,-0.36326,0.565262,0
34,2,0.99742,0.900299,-0.352052,0.90196,0
35,2,1.0111,0.91013,-0.258014,0.949721,0
36,2,0.941157,0.632693,-0.0299903,0.592834,0
37,2,0.95399,0.447615,-0.240866,0.470364,0
38,2,0.907618,0.970217,-0.681219,0.93434,0
39,2,0.977344,0.979188,-0.486621,1.04714,0
40,2,1.2397,0.60144,0.158778,0.537568,0
41,2,0.913413,0.268406,-0.22337,0.245296,0
42,2,0.997821,0.918665,-0.470145,0.872838,0
43,2,0.807725,1.13338,-0.873421,1.13328,0
44,2,1.09033,-0.153186,0.700698,-0.179904,0
45,2,0.965305,0.31872,-0.196905,0.327296,0
46,2,1.04238,0.780306,-0.320365,0.759839,0
47,2,0.79025,0.997498,-0.875368,0.907651,0
48,2,0.959227,-0.509525,1.14211,-0.456536,0
49,2,1.22253,0.23662,0.874322,0.298163,0
50,2,0.735518,0.720636,-0.717676,0.755512,0
1,3,0.713982,0.0536105,0.447257,0.0489788,0
2,3,0.846674,0.291415,0.704044,0.292378,0
3,3,0.861674,0.917915,0.0558456,0.902871,0
4,3,0.819726,0.875655,-0.0554509,0.840924,0
5,3,0.720553,0.217863,0.0531957,0.17931,0
6,3,0.722288,0.340407,0.112566,0.378396,0
7,3,0.695131,0.771719,-0.288094,0.735389,0
8,3,0.844324,0.861441,0.0799918,0.80523,0
9,3,0.593763,0.128734,0.0558176,0.125244,0
10,3,0.662269,0.324611,-0.0800989,0.302622,0
11,3,0.679936,0.775087,-0.202945,0.677317,0
12,3,0.823747,0.561324,0.0705881,0.58365,0
13,3,0.615376,0.116083,-0.378545,0.140416,0
14,3,0.739368,0.430973,0.191609,0.412598,0
15,3,0.617912,0.547282,-0.375421,0.578674,0
16,3,0.517968,0.251913,-0.440256,0.32295,0
17,3,1.11566,1.55244,0.323124,1.51953,0
18,3,0.593291,0.438833,-0.181744,0.426302,0
19,3,0.762822,0.571745,-0.10615,0.570367,0
20,3,0.629868,0.32776,-0.174743,0.358935,0
21,3,0.636631,-0.0173203,0.563445,-0.0381125,0
22,3,0.647404,0.544283,-0.129504,0.556937,0
23,3,0.7511,0.372659,0.496242,0.393749,0
24,3,0.67591,0.215852,0.0559393,0.272132,0
25,3,0.643574,-0.215715,-0.00787242,-0.142652,0
26,3,0.615969,0.333213,-0.443922,0.396304,0
27,3,0.645895,0.316981,0.106631,0.386078,0
28,3,0.585112,0.0825807,-0.0647344,0.0969901,0
29,3,0.447931,0.649142,-0.350401,0.709942,0
30,3,0.639043,0.580454,-0.508313,0.601441,0
31,3,0.703019,0.353354,-0.0882456,0.361465,0
32,3,0.663798,0.199817,-0.0518277,0.151111,0
33,3,0.933836,0.820045,-0.125767,0.821886,0
34,3,0.771667,0.582032,-0.422017,0.517682,0
35,3,0.690147,0.447245,-0.000961232,0.392821,0
36,3,0.864082,0.291738,0.594732,0.246741,0
37,3,0.752411,0.80858,0.0241572,0.79206,0
38,3,0.882946,0.856906,0.113937,0.864349,0
39,3,0.678987,0.674564,-0.444035,0.659749,0
40,3,0.680439,0.14978,0.229669,0.126694,0
41,3,0.736599,0.631905,0.0199214,0.659521,0
42,3,0.709598,0.978236,-0.314373,0.977587,0
43,3,0.75945,0.67337,-0.00457151,0.675257,0
44,3,0.815363,0.235845,0.54313,0.279872,0
45,3,0.536057,0.505519,-0.0103545,0.526339,0
46,3,0.621754,0.981547,-0.392097,1.00047,0
47,3,0.851955,0.65867,0.25762,0.606718,0
48,3,0.971963,0.1607,0.929116,0.216186,0
49,3,0.886874,0.533074,0.120387,0.508753,0
50,3,0.65802,0.921139,-0.424761,0.953421,0
1,4,-0.0754347,0.154628,-1.4319,0.115348,0
2,4,-0.011009,-1.40339,0.669314,-1.44526,0
3,4,-0.0724054,-0.620905,0.0340442,-0.721416,0
4,4,0.0351049,-1.74296,1.39595,-1.73912,0
5,4,-0.257572,0.120857,-1.20808,0.0898092,0
6,4,0.110234,-1.44326,0.841957,-1.408,0
7,4,0.225891,-0.710596,0.255499,-0.736679,0
8,4,-0.00108124,-1.51178,0.801991,-1.49515,0
9,4,-0.044882,-0.00863772,-0.694916,0.0274214,0
10,4,0.0283067,-1.49419,1.27841,-1.57913,0
11,4,0.026431,-0.955245,0.320995,-0.979151,0
12,4,0.0748043,-1.61297,1.04948,-1.59169,0
13,4,-0.0280342,-0.125252,-1.01317,-0.0591253,0
14,4,0.091934,-1.48405,1.2987,-1.489,0
15,4,-0.0241847,0.164514,-1.13043,0.210339,0
16,4,-0.141484,-1.57567,1.97062,-1.6192,0
17,4,0.00974852,0.0503497,-0.293372,0.106731,0
18,4,-0.115367,-1.36868,1.19327,-1.34542,0
19,4,-0.11045,0.254479,-1.40933,0.278152,0
20,4,-0.092571,-1.63013,1.02007,-1.54917,0
21,4,-0.106248,0.0703527,-0.95358,0.117182,0
22,4,-0.211852,-0.992349,-0.499014,-1.01334,0
23,4,-0.189205,0.0508656,-1.04039,0.0772904,0
24,4,-0.00432839,-1.6217,1.43223,-1.56924,0
25,4,-0.337027,-0.00551587,-1.66774,0.0337433,0
26,4,-0.385957,-0.767791,-1.25189,-0.784071,0
27,4,-0.213292,-0.102221,-0.919636,-0.17957,0
28,4,-0.0485414,0.0412938,-0.917807,0.0594692,0
29,4,-0.23108,0.186256,-1.54296,0.115552,0
30,4,-0.080257,-1.48394,0.935147,-1.51811,0
31,4,-0.152765,0.0723794,-1.08032,0.0954135,0
32,4,-0.120237,0.0236249,-0.760637,0.0248723,0
