standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.80523,0.097058,-2.7928,0.0145147,-2.59503,0.0144593,-2.74345,0.0147517,All
-2.65259,0.174704,-2.58866,0.00725736,-2.39011,0.0144593,-2.5426,0.00737585,All
-2.49995,0.194116,-2.38453,0.0725736,-2.18519,0.0361483,-2.34174,0.0811343,All
-2.34732,0.0194116,-2.18039,0.0580589,-1.98027,0.101215,-2.14089,0.0737585,All
-2.19468,0,-1.97626,0.159662,-1.77536,0.137363,-1.94003,0.162269,All
-2.04204,0,-1.77212,0.0725736,-1.57044,0.173512,-1.73917,0.0663826,All
-1.8894,0.0097058,-1.56799,0.13789,-1.36552,0.151823,-1.53832,0.162269,All
-1.73676,0.18441,-1.36385,0.0943456,-1.1606,0.231349,-1.33746,0.0590068,All
-1.58412,0.203822,-1.15972,0.0653162,-0.955687,0.20243,-1.13661,0.0811343,All
-1.43148,0.0873522,-0.955582,0.145147,-0.75077,0.231349,-0.935752,0.140141,All
-1.27884,0,-0.751447,0.166919,-0.545852,0.303645,-0.734896,0.199148,All
-1.1262,0,-0.547312,0.406412,-0.340935,0.448238,-0.53404,0.383544,All
-0.973566,0,-0.343177,0.406412,-0.136018,0.310875,-0.333185,0.413048,All
-0.820927,0,-0.139042,0.35561,0.0688998,0.448238,-0.132329,0.376168,All
-0.668288,0.0873522,0.0650936,0.573331,0.273817,0.354253,0.0685267,0.553189,All
-0.51565,0.194116,0.269229,0.341096,0.478735,0.41209,0.269382,0.346665,All
-0.363011,0.320291,0.473364,0.377383,0.683652,0.433779,0.470238,0.383544,All
-0.210372,0.679406,0.677499,0.573331,0.888569,0.361483,0.671094,0.60482,All
-0.0577331,0.659994,0.881634,0.500758,1.09349,0.238579,0.87195,0.457303,All
0.0949057,0.417349,1.08577,0.239493,1.2984,0.166282,1.07281,0.243403,All
0.247545,0.145587,1.2899,0.0725736,1.50332,0.108445,1.27366,0.110638,All
0.400183,0.349409,1.49404,0.0435441,1.70824,0.0433779,1.47452,0.0442551,All
0.552822,0.78617,1.69817,0.0217721,1.91316,0.0578372,1.67537,0.0147517,All
0.705461,0.805581,1.90231,0.0362868,2.11807,0.0289186,1.87623,0.0368792,All
0.8581,0.611465,2.10645,0.0290294,2.32299,0.0289186,2.07708,0.0368792,All
1.01074,0.659994,2.31058,0.0943456,2.52791,0.0144593,2.27794,0.0590068,All
1.16338,0.106764,2.51472,0.0145147,2.73283,0.00722965,2.4788,0.0516309,All
