time_pwRes,time_pwRes_spline,time_iwRes,time_iwRes_spline,time_npde,time_npde_spline,prediction_pwRes,prediction_pwRes_spline,prediction_iwRes,prediction_iwRes_spline,prediction_npde,prediction_npde_spline,split
1,0.0640635,1,0.0586369,1,0.0501274,5.51612,0.0282795,4.20815,-0.0192452,5.51612,0.0100432,All
1.05006,0.0603031,1.05006,0.0567361,1.05006,0.0468935,5.74336,0.0233731,4.43449,-0.00445146,5.74336,0.00629442,All
1.10263,0.0563545,1.10263,0.0547401,1.10263,0.0434977,5.97996,0.016502,4.67301,0.0102154,5.97996,0.000520202,All
1.15782,0.0522082,1.15782,0.0526442,1.15782,0.0399319,6.22631,0.00773083,4.92435,0.0209817,6.22631,-0.00722008,All
1.21,0.0482886,1.21,0.0506629,1.21,0.0365612,6.23619,0.00734625,5.18921,0.0295231,6.23619,-0.00756557,All
1.21578,0.0478543,1.21578,0.0504434,1.21578,0.0361876,6.48281,-0.00355688,5.27942,0.0315556,6.48281,-0.0175988,All
1.27664,0.0432824,1.27664,0.0481324,1.27664,0.0322559,6.74988,-0.0170254,5.46832,0.0354708,6.74988,-0.0303034,All
1.34055,0.0384817,1.34055,0.0457057,1.34055,0.0281274,6.95627,-0.0278136,5.76244,0.0380865,6.95627,-0.0405506,All
1.40766,0.0334407,1.40766,0.0431575,1.40766,0.0237922,7.02794,-0.0315602,6.07238,0.0384998,7.02794,-0.0441092,All
1.42,0.0325137,1.42,0.042689,1.42,0.022995,7.31746,-0.0471968,6.3507,0.0360619,7.31746,-0.0591475,All
1.47813,0.0281473,1.47813,0.0404818,1.47813,0.0192399,7.61891,-0.0631973,6.39899,0.0354346,7.61891,-0.0746387,All
1.55212,0.022589,1.55212,0.0376722,1.55212,0.0144598,7.67634,-0.0661359,6.74316,0.0309639,7.67634,-0.077497,All
1.62982,0.0180464,1.62982,0.0235946,1.62982,0.00994573,7.93278,-0.0790133,7.10585,0.0256932,7.93278,-0.0900312,All
1.63,0.0180379,1.63,0.0235446,1.63,0.00993604,8.25958,-0.0933181,7.42197,0.0201915,8.25958,-0.104003,All
1.71141,0.0141889,1.71141,0.000967063,1.71141,0.00556191,8.39642,-0.0980853,7.48805,0.0190543,8.39642,-0.108662,All
1.79708,0.0101382,1.79708,-0.0227931,1.79708,0.000958645,8.59984,-0.10484,7.8908,0.012959,8.59984,-0.115262,All
1.84,0.00810888,1.84,-0.0346964,1.84,-0.00134748,8.95412,-0.111767,8.31522,0.00925113,8.95412,-0.121972,All
1.88704,0.00588471,1.88704,-0.0477428,1.88704,-0.00387506,9.11649,-0.113304,8.49324,0.00793013,9.11649,-0.123421,All
1.98151,0.00141832,1.98151,-0.0739414,1.98151,-0.00895074,9.32299,-0.113909,8.76246,0.00705457,9.32299,-0.123921,All
2.05,0.000242209,2.05,-0.0796522,2.05,-0.0104123,9.70706,-0.110281,9.23376,0.00796642,9.70706,-0.120127,All
2.0807,5.69713e-05,2.0807,-0.0800094,2.0807,-0.0106995,9.83656,-0.10804,9.56451,0.00988521,9.83656,-0.117837,All
2.18486,-0.000571514,2.18486,-0.0812212,2.18486,-0.0116742,10.107,-0.102285,9.73041,0.0108476,10.107,-0.111984,All
2.26,-0.00102491,2.26,-0.0820954,2.26,-0.0123773,10.5233,-0.0902197,10.2538,0.0156003,10.5233,-0.0997888,All
2.29423,-0.00123146,2.29423,-0.0824936,2.29423,-0.0126976,10.5566,-0.089116,10.6358,0.0197037,10.5566,-0.0986757,All
2.40908,-0.00192445,2.40908,-0.0838298,2.40908,-0.0137722,10.9568,-0.0753765,10.8053,0.0216196,10.9568,-0.084828,All
2.47,-0.00229203,2.47,-0.0845386,2.47,-0.0143422,11.2767,-0.063919,11.3865,0.0280682,11.2767,-0.0732903,All
2.52968,-0.00265212,2.52968,-0.0852329,2.52968,-0.0149006,11.4082,-0.0592412,11.7071,0.0313317,11.4082,-0.0685799,All
2.65631,-0.00341622,2.65631,-0.0867062,2.65631,-0.0160856,11.8782,-0.0437473,11.9989,0.0338715,11.8782,-0.0529688,All
