trans_Cl_vs_CLCRMLMIN_abscissa,trans_Cl_vs_CLCRMLMIN_spline,trans_Cl_vs_CLCRMLMIN_regression,trans_Cl_vs_WTKG_abscissa,trans_Cl_vs_WTKG_spline,trans_Cl_vs_WTKG_regression,trans_Cl_vs_logtCLCRMLMIN_abscissa,trans_Cl_vs_logtCLCRMLMIN_spline,trans_Cl_vs_logtCLCRMLMIN_regression,trans_Q_vs_CLCRMLMIN_abscissa,trans_Q_vs_CLCRMLMIN_spline,trans_Q_vs_CLCRMLMIN_regression,trans_Q_vs_WTKG_abscissa,trans_Q_vs_WTKG_spline,trans_Q_vs_WTKG_regression,trans_Q_vs_logtCLCRMLMIN_abscissa,trans_Q_vs_logtCLCRMLMIN_spline,trans_Q_vs_logtCLCRMLMIN_regression,trans_V1_vs_CLCRMLMIN_abscissa,trans_V1_vs_CLCRMLMIN_spline,trans_V1_vs_CLCRMLMIN_regression,trans_V1_vs_WTKG_abscissa,trans_V1_vs_WTKG_spline,trans_V1_vs_WTKG_regression,trans_V1_vs_logtCLCRMLMIN_abscissa,trans_V1_vs_logtCLCRMLMIN_spline,trans_V1_vs_logtCLCRMLMIN_regression,trans_V2_vs_CLCRMLMIN_abscissa,trans_V2_vs_CLCRMLMIN_spline,trans_V2_vs_CLCRMLMIN_regression,trans_V2_vs_WTKG_abscissa,trans_V2_vs_WTKG_spline,trans_V2_vs_WTKG_regression,trans_V2_vs_logtCLCRMLMIN_abscissa,trans_V2_vs_logtCLCRMLMIN_spline,trans_V2_vs_logtCLCRMLMIN_regression,split
150.393,1.71864,1.66462,68.8081,1.64437,1.71198,-0.017334,1.74123,1.64443,150.393,1.87474,1.74603,68.8081,2.04502,1.79645,-0.017334,2.14085,1.7567,150.393,3.11227,3.02349,68.8081,3.01175,3.0395,-0.017334,3.21762,3.0225,150.393,3.20079,3.19271,68.8081,3.22547,3.18521,-0.017334,3.23581,3.19324,All
151.41,1.71165,1.66874,69.1313,1.64996,1.71551,-0.0101681,1.7544,1.64886,151.41,1.8913,1.74383,69.1313,2.03839,1.7982,-0.0101681,1.97141,1.75428,151.41,3.11028,3.02377,69.1313,3.01438,3.04036,-0.0101681,3.17644,3.02308,151.41,3.20691,3.19258,69.1313,3.22294,3.1848,-0.0101681,3.20209,3.19299,All
152.427,1.70465,1.67285,69.4545,1.65554,1.71904,-0.00300224,1.76756,1.65328,152.427,1.90786,1.74164,69.4545,2.03176,1.79995,-0.00300224,1.80197,1.75186,152.427,3.1083,3.02405,69.4545,3.01702,3.04121,-0.00300224,3.13527,3.02366,152.427,3.21303,3.19244,69.4545,3.2204,3.1844,-0.00300224,3.16837,3.19275,All
153.444,1.69766,1.67697,69.7778,1.66113,1.72257,0.00416366,1.7647,1.6577,153.444,1.92442,1.73945,69.7778,2.02513,1.8017,0.00416366,1.7776,1.74945,153.444,3.10631,3.02433,69.7778,3.01965,3.04206,0.00416366,3.12444,3.02423,153.444,3.21914,3.19231,69.7778,3.21787,3.184,0.00416366,3.16584,3.1925,All
154.462,1.69066,1.68109,70.101,1.66671,1.7261,0.0113296,1.7572,1.66212,154.462,1.94098,1.73726,70.101,2.0185,1.80345,0.0113296,1.79534,1.74703,154.462,3.10432,3.02461,70.101,3.02229,3.04292,0.0113296,3.12241,3.02481,154.462,3.22526,3.19217,70.101,3.21533,3.1836,0.0113296,3.17236,3.19225,All
155.479,1.68366,1.6852,70.4242,1.67229,1.72963,0.0184955,1.7497,1.66654,155.479,1.95754,1.73506,70.4242,2.01187,1.8052,0.0184955,1.81307,1.74462,155.479,3.10233,3.02489,70.4242,3.02493,3.04377,0.0184955,3.12039,3.02539,155.479,3.23138,3.19203,70.4242,3.2128,3.1832,0.0184955,3.17888,3.192,All
156.496,1.67667,1.68932,70.7475,1.67788,1.73316,0.0256614,1.7422,1.67096,156.496,1.97409,1.73287,70.7475,2.00524,1.80695,0.0256614,1.83081,1.7422,156.496,3.10034,3.02517,70.7475,3.02756,3.04462,0.0256614,3.11837,3.02597,156.496,3.23749,3.1919,70.7475,3.21026,3.1828,0.0256614,3.1854,3.19176,All
157.513,1.66967,1.69343,71.0707,1.68346,1.73669,0.0328273,1.73469,1.67539,157.513,1.99065,1.73068,71.0707,1.99861,1.8087,0.0328273,1.84855,1.73978,157.513,3.09835,3.02545,71.0707,3.0302,3.04548,0.0328273,3.11635,3.02654,157.513,3.24361,3.19176,71.0707,3.20773,3.18239,0.0328273,3.19192,3.19151,All
158.53,1.66268,1.69755,71.3939,1.68905,1.74022,0.0399932,1.72719,1.67981,158.53,2.00721,1.72848,71.3939,1.99198,1.81045,0.0399932,1.86629,1.73737,158.53,3.09637,3.02573,71.3939,3.03284,3.04633,0.0399932,3.11432,3.02712,158.53,3.24973,3.19163,71.3939,3.20519,3.18199,0.0399932,3.19845,3.19126,All
159.547,1.65568,1.70167,71.7172,1.69463,1.74375,0.0471591,1.71969,1.68423,159.547,2.02377,1.72629,71.7172,1.98535,1.8122,0.0471591,1.88403,1.73495,159.547,3.09438,3.026,71.7172,3.03547,3.04718,0.0471591,3.1123,3.0277,159.547,3.25584,3.19149,71.7172,3.20266,3.18159,0.0471591,3.20497,3.19101,All
160.565,1.64868,1.70578,72.0404,1.70022,1.74728,0.054325,1.71218,1.68865,160.565,2.04033,1.7241,72.0404,1.97872,1.81395,0.054325,1.90177,1.73253,160.565,3.09239,3.02628,72.0404,3.03811,3.04804,0.054325,3.11028,3.02828,160.565,3.26196,3.19135,72.0404,3.20012,3.18119,0.054325,3.21149,3.19077,All
161.582,1.64845,1.7099,72.3636,1.7058,1.75081,0.0614909,1.70468,1.69307,161.582,2.04307,1.72191,72.3636,1.97209,1.8157,0.0614909,1.91951,1.73012,161.582,3.09196,3.02656,72.3636,3.04074,3.04889,0.0614909,3.10826,3.02885,161.582,3.2664,3.19122,72.3636,3.19758,3.18079,0.0614909,3.21801,3.19052,All
162.599,1.65572,1.71401,72.6869,1.71138,1.75435,0.0686568,1.69718,1.69749,162.599,2.03045,1.71971,72.6869,1.96546,1.81745,0.0686568,1.93725,1.7277,162.599,3.09327,3.02684,72.6869,3.04338,3.04974,0.0686568,3.10624,3.02943,162.599,3.26897,3.19108,72.6869,3.19505,3.18038,0.0686568,3.22453,3.19027,All
163.616,1.66299,1.71813,73.0101,1.71697,1.75788,0.0758227,1.68967,1.70191,163.616,2.01784,1.71752,73.0101,1.95883,1.8192,0.0758227,1.95499,1.72528,163.616,3.09457,3.02712,73.0101,3.04602,3.0506,0.0758227,3.10421,3.03001,163.616,3.27154,3.19095,73.0101,3.19251,3.17998,0.0758227,3.23106,3.19002,All
164.633,1.67026,1.72224,73.3333,1.72255,1.76141,0.0829886,1.68217,1.70634,164.633,2.00523,1.71533,73.3333,1.9522,1.82095,0.0829886,1.97273,1.72287,164.633,3.09588,3.0274,73.3333,3.04865,3.05145,0.0829886,3.10219,3.03058,164.633,3.2741,3.19081,73.3333,3.18998,3.17958,0.0829886,3.23758,3.18978,All
165.651,1.67753,1.72636,73.6566,1.72814,1.76494,0.0901545,1.67467,1.71076,165.651,1.99261,1.71314,73.6566,1.94556,1.8227,0.0901545,1.99047,1.72045,165.651,3.09718,3.02768,73.6566,3.05129,3.0523,0.0901545,3.10017,3.03116,165.651,3.27667,3.19067,73.6566,3.18744,3.17918,0.0901545,3.2441,3.18953,All
166.668,1.6848,1.73048,73.9798,1.73372,1.76847,0.0973204,1.66716,1.71518,166.668,1.98,1.71094,73.9798,1.93893,1.82445,0.0973204,2.00821,1.71804,166.668,3.09849,3.02796,73.9798,3.05392,3.05316,0.0973204,3.09815,3.03174,166.668,3.27924,3.19054,73.9798,3.18491,3.17878,0.0973204,3.25062,3.18928,All
167.685,1.69207,1.73459,74.303,1.73931,1.772,0.104486,1.65966,1.7196,167.685,1.96739,1.70875,74.303,1.9323,1.8262,0.104486,2.02595,1.71562,167.685,3.09979,3.02824,74.303,3.05656,3.05401,0.104486,3.09612,3.03232,167.685,3.28181,3.1904,74.303,3.18237,3.17838,0.104486,3.25714,3.18903,All
168.702,1.69934,1.73871,74.6263,1.74489,1.77553,0.111652,1.65216,1.72402,168.702,1.95477,1.70656,74.6263,1.92567,1.82795,0.111652,2.04368,1.7132,168.702,3.1011,3.02852,74.6263,3.0592,3.05486,0.111652,3.0941,3.03289,168.702,3.28438,3.19027,74.6263,3.17984,3.17797,0.111652,3.26366,3.18878,All
169.719,1.70661,1.74282,74.9495,1.75047,1.77906,0.118818,1.65951,1.72844,169.719,1.94216,1.70437,74.9495,1.91904,1.8297,0.118818,2.03101,1.71079,169.719,3.1024,3.02879,74.9495,3.06183,3.05572,0.118818,3.0955,3.03347,169.719,3.28695,3.19013,74.9495,3.1773,3.17757,0.118818,3.26703,3.18854,All
170.736,1.71388,1.74694,75.2727,1.75606,1.78259,0.125984,1.66812,1.73287,170.736,1.92955,1.70217,75.2727,1.91241,1.83145,0.125984,2.01577,1.70837,170.736,3.10371,3.02907,75.2727,3.06447,3.05657,0.125984,3.09718,3.03405,170.736,3.28952,3.18999,75.2727,3.17477,3.17717,0.125984,3.27012,3.18829,All
171.754,1.72115,1.75106,75.596,1.76164,1.78612,0.13315,1.67674,1.73729,171.754,1.91693,1.69998,75.596,1.90578,1.8332,0.13315,2.00052,1.70595,171.754,3.10501,3.02935,75.596,3.06711,3.05742,0.13315,3.09886,3.03462,171.754,3.29209,3.18986,75.596,3.17223,3.17677,0.13315,3.27321,3.18804,All
172.771,1.72842,1.75517,75.9192,1.76723,1.78965,0.140316,1.68535,1.74171,172.771,1.90432,1.69779,75.9192,1.89915,1.83495,0.140316,1.98527,1.70354,172.771,3.10632,3.02963,75.9192,3.06974,3.05828,0.140316,3.10055,3.0352,172.771,3.29466,3.18972,75.9192,3.16969,3.17637,0.140316,3.2763,3.18779,All
173.788,1.73569,1.75929,76.2424,1.77281,1.79318,0.147482,1.69396,1.74613,173.788,1.89171,1.6956,76.2424,1.89252,1.83669,0.147482,1.97002,1.70112,173.788,3.10762,3.02991,76.2424,3.07238,3.05913,0.147482,3.10223,3.03578,173.788,3.29722,3.18959,76.2424,3.16716,3.17596,0.147482,3.2794,3.18755,All
174.805,1.74296,1.7634,76.5657,1.7784,1.79671,0.154648,1.70257,1.75055,174.805,1.87909,1.6934,76.5657,1.88589,1.83844,0.154648,1.95477,1.6987,174.805,3.10893,3.03019,76.5657,3.07501,3.05998,0.154648,3.10391,3.03636,174.805,3.29979,3.18945,76.5657,3.16462,3.17556,0.154648,3.28249,3.1873,All
175.822,1.75023,1.76752,76.8889,1.78398,1.80024,0.161813,1.71118,1.75497,175.822,1.86648,1.69121,76.8889,1.87926,1.84019,0.161813,1.93952,1.69629,175.822,3.11023,3.03047,76.8889,3.07765,3.06084,0.161813,3.1056,3.03693,175.822,3.30236,3.18931,76.8889,3.16209,3.17516,0.161813,3.28558,3.18705,All
176.839,1.7575,1.77163,77.2121,1.78956,1.80377,0.168979,1.7198,1.7594,176.839,1.85386,1.68902,77.2121,1.87263,1.84194,0.168979,1.92428,1.69387,176.839,3.11154,3.03075,77.2121,3.08029,3.06169,0.168979,3.10728,3.03751,176.839,3.30493,3.18918,77.2121,3.15955,3.17476,0.168979,3.28868,3.1868,All
177.857,1.76477,1.77575,77.5354,1.79515,1.8073,0.176145,1.72841,1.76382,177.857,1.84125,1.68683,77.5354,1.866,1.84369,0.176145,1.90903,1.69146,177.857,3.11284,3.03103,77.5354,3.08292,3.06254,0.176145,3.10896,3.03809,177.857,3.3075,3.18904,77.5354,3.15702,3.17436,0.176145,3.29177,3.18656,All
178.874,1.77204,1.77987,77.8586,1.80073,1.81083,0.183311,1.73702,1.76824,178.874,1.82864,1.68463,77.8586,1.85937,1.84544,0.183311,1.89378,1.68904,178.874,3.11415,3.03131,77.8586,3.08556,3.0634,0.183311,3.11065,3.03867,178.874,3.31007,3.18891,77.8586,3.15448,3.17396,0.183311,3.29486,3.18631,All
179.891,1.77932,1.78398,78.1818,1.80632,1.81436,0.190477,1.74563,1.77266,179.891,1.81602,1.68244,78.1818,1.85274,1.84719,0.190477,1.87853,1.68662,179.891,3.11545,3.03159,78.1818,3.08819,3.06425,0.190477,3.11233,3.03924,179.891,3.31264,3.18877,78.1818,3.15195,3.17355,0.190477,3.29796,3.18606,All
180.908,1.78659,1.7881,78.5051,1.8119,1.81789,0.197643,1.75425,1.77708,180.908,1.80341,1.68025,78.5051,1.84611,1.84894,0.197643,1.86328,1.68421,180.908,3.11676,3.03186,78.5051,3.09083,3.0651,0.197643,3.11401,3.03982,180.908,3.31521,3.18863,78.5051,3.14941,3.17315,0.197643,3.30105,3.18581,All
181.925,1.79386,1.79221,78.8283,1.81748,1.82142,0.204809,1.76286,1.7815,181.925,1.7908,1.67805,78.8283,1.83948,1.85069,0.204809,1.84804,1.68179,181.925,3.11806,3.03214,78.8283,3.09347,3.06596,0.204809,3.1157,3.0404,181.925,3.31778,3.1885,78.8283,3.14688,3.17275,0.204809,3.30414,3.18556,All
182.942,1.80113,1.79633,79.1515,1.82307,1.82495,0.211975,1.77147,1.78592,182.942,1.77818,1.67586,79.1515,1.83285,1.85244,0.211975,1.83279,1.67937,182.942,3.11937,3.03242,79.1515,3.0961,3.06681,0.211975,3.11738,3.04097,182.942,3.32035,3.18836,79.1515,3.14434,3.17235,0.211975,3.30724,3.18532,All
183.96,1.8084,1.80045,79.4747,1.82865,1.82848,0.219141,1.78008,1.79035,183.96,1.76557,1.67367,79.4747,1.82622,1.85419,0.219141,1.81754,1.67696,183.96,3.12067,3.0327,79.4747,3.09874,3.06766,0.219141,3.11906,3.04155,183.96,3.32291,3.18823,79.4747,3.1418,3.17195,0.219141,3.31033,3.18507,All
184.977,1.80781,1.80456,79.798,1.83424,1.83201,0.226307,1.7887,1.79477,184.977,1.66542,1.67148,79.798,1.81959,1.85594,0.226307,1.80229,1.67454,184.977,3.06264,3.03298,79.798,3.10138,3.06852,0.226307,3.12075,3.04213,184.977,3.3035,3.18809,79.798,3.13927,3.17155,0.226307,3.31342,3.18482,All
185.994,1.76072,1.80868,80.1212,1.83982,1.83554,0.233473,1.79731,1.79919,185.994,1.28762,1.66928,80.1212,1.81296,1.85769,0.233473,1.78704,1.67212,185.994,2.78584,3.03326,80.1212,3.10401,3.06937,0.233473,3.12243,3.04271,185.994,3.17377,3.18795,80.1212,3.13673,3.17114,0.233473,3.31652,3.18457,All
187.011,1.74913,1.81279,80.4444,1.84541,1.83907,0.240638,1.80592,1.80361,187.011,1.47603,1.66709,80.4444,1.80633,1.85944,0.240638,1.7718,1.66971,187.011,2.87119,3.03354,80.4444,3.10665,3.07022,0.240638,3.12411,3.04328,187.011,3.15731,3.18782,80.4444,3.1342,3.17074,0.240638,3.31961,3.18433,All
188.028,1.73754,1.81691,80.7677,1.85099,1.8426,0.247804,1.81453,1.80803,188.028,1.66444,1.6649,80.7677,1.7997,1.86119,0.247804,1.75655,1.66729,188.028,2.95654,3.03382,80.7677,3.10928,3.07108,0.247804,3.1258,3.04386,188.028,3.14086,3.18768,80.7677,3.13166,3.17034,0.247804,3.3227,3.18408,All
189.045,1.72594,1.82102,81.0909,1.85657,1.84613,0.25497,1.76443,1.81245,189.045,1.85285,1.66271,81.0909,1.79307,1.86294,0.25497,1.25437,1.66488,189.045,3.0419,3.0341,81.0909,3.11192,3.07193,0.25497,2.77614,3.04444,189.045,3.1244,3.18755,81.0909,3.12913,3.16994,0.25497,3.17485,3.18383,All
190.063,1.73858,1.82514,81.4141,1.86216,1.84966,0.262136,1.74873,1.81688,190.063,1.85986,1.66051,81.4141,1.78644,1.86469,0.262136,1.50316,1.66246,190.063,3.05205,3.03438,81.4141,3.11456,3.07278,0.262136,2.88884,3.04502,190.063,3.12537,3.18741,81.4141,3.12659,3.16954,0.262136,3.15311,3.18358,All
191.08,1.75557,1.82926,81.7374,1.86774,1.85319,0.269302,1.73303,1.8213,191.08,1.83439,1.65832,81.7374,1.77981,1.86644,0.269302,1.75195,1.66004,191.08,3.04873,3.03465,81.7374,3.11719,3.07364,0.269302,3.00154,3.04559,191.08,3.12946,3.18727,81.7374,3.12406,3.16913,0.269302,3.13137,3.18334,All
192.097,1.77255,1.83337,82.0606,1.87259,1.85672,0.276468,1.73596,1.82572,192.097,1.80891,1.65613,82.0606,1.77369,1.86819,0.276468,1.86329,1.65763,192.097,3.04541,3.03493,82.0606,3.11701,3.07449,0.276468,3.05741,3.04617,192.097,3.13356,3.18714,82.0606,3.12285,3.16873,0.276468,3.12287,3.18309,All
193.114,1.78953,1.83749,82.3838,1.87422,1.86025,0.283634,1.75865,1.83014,193.114,1.78343,1.65394,82.3838,1.76979,1.86994,0.283634,1.82876,1.65521,193.114,3.04209,3.03521,82.3838,3.10463,3.07534,0.283634,3.05296,3.04675,193.114,3.13765,3.187,82.3838,3.12739,3.16833,0.283634,3.12843,3.18284,All
194.131,1.80651,1.8416,82.7071,1.87585,1.86378,0.2908,1.78135,1.83456,194.131,1.75795,1.65174,82.7071,1.7659,1.87169,0.2908,1.79422,1.65279,194.131,3.03878,3.03549,82.7071,3.09224,3.0762,0.2908,3.04851,3.04732,194.131,3.14174,3.18687,82.7071,3.13193,3.16793,0.2908,3.13399,3.18259,All
195.148,1.8235,1.84572,83.0303,1.87748,1.86731,0.297966,1.80404,1.83898,195.148,1.73247,1.64955,83.0303,1.762,1.87344,0.297966,1.75969,1.65038,195.148,3.03546,3.03577,83.0303,3.07986,3.07705,0.297966,3.04406,3.0479,195.148,3.14583,3.18673,83.0303,3.13648,3.16753,0.297966,3.13954,3.18235,All
196.166,1.84048,1.84984,83.3535,1.87911,1.87084,0.305132,1.82673,1.8434,196.166,1.70699,1.64736,83.3535,1.75811,1.87519,0.305132,1.72516,1.64796,196.166,3.03214,3.03605,83.3535,3.06747,3.0779,0.305132,3.03961,3.04848,196.166,3.14992,3.18659,83.3535,3.14102,3.16713,0.305132,3.1451,3.1821,All
197.183,1.85746,1.85395,83.6768,1.88074,1.87437,0.312297,1.84942,1.84783,197.183,1.68151,1.64517,83.6768,1.75421,1.87693,0.312297,1.69063,1.64554,197.183,3.02882,3.03633,83.6768,3.05509,3.07876,0.312297,3.03516,3.04906,197.183,3.15401,3.18646,83.6768,3.14556,3.16672,0.312297,3.15066,3.18185,All
198.2,1.87444,1.85807,84,1.88238,1.8779,0.319463,1.87211,1.85225,198.2,1.65603,1.64297,84,1.75032,1.87868,0.319463,1.6561,1.64313,198.2,3.0255,3.03661,84,3.0427,3.07961,0.319463,3.03071,3.04963,198.2,3.1581,3.18632,84,3.15011,3.16632,0.319463,3.15622,3.1816,All
