iteration,convergenceIndicator,phase,Cl_pop,beta_Cl_logtWTKG,beta_Cl_tCLCRMLMIN,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1516.22,1,5.6796,0.757903,0.609706,40.6172,12.4684,47.6947,1,1,1,1,0.998743,1,1
2,1495.59,1,7.36943,1.48505,0.331217,48.5341,17.4334,57.6823,0.974679,0.974679,1.08857,0.974679,0.998743,0.974679,0.974679
3,1487.94,1,6.62704,1.15427,0.448953,45.4907,18.9251,54.8872,0.95,0.95,1.077,0.95,0.998743,0.95,0.95
4,1479.19,1,7.26355,1.32837,0.299698,50.4185,25.3529,60.8626,0.925945,0.925945,1.09464,0.925945,0.998743,0.925945,0.925945
5,1469.4,1,8.29136,1.29173,0.147083,58.0566,17.8579,69.9549,0.9025,0.9025,1.06692,0.9025,0.998743,0.9025,0.9025
6,1459.6,1,7.43759,1.34304,0.223418,55.0951,20.346,66.2411,0.879648,0.879648,1.03991,0.879648,0.998743,0.879648,0.879648
7,1457.67,1,5.81026,1.56331,0.465616,55.3099,20.0647,66.4938,0.857375,0.857375,1.01358,0.857375,0.998743,0.857375,0.857375
8,1429.75,1,9.25344,1.56208,0.0571789,53.9798,17.7189,64.1904,0.835666,0.835666,0.987914,0.835666,0.998743,0.835666,0.835666
9,1417.7,1,8.1947,1.34733,0.253169,70.1748,18.2284,83.0599,0.814506,0.814506,0.990941,0.814506,0.998743,0.814506,0.814506
10,1410.81,1,6.53154,1.14858,0.421838,76.8596,14.2738,91.0814,0.793882,0.793882,1.05201,0.793882,0.998743,0.793882,0.793882
11,1394.14,1,6.09346,1.1845,0.506847,76.1456,12.9432,90.0319,0.773781,0.773781,1.02537,0.773781,0.998743,0.773781,0.773781
12,1378.08,1,7.38853,1.30465,0.382571,66.682,12.6377,78.7803,0.754188,0.754188,0.999408,0.754188,0.998743,0.754188,0.754188
13,1377.61,1,6.18183,1.3825,0.498822,71.0109,16.1801,83.9839,0.735092,0.735092,0.974103,0.735092,0.998743,0.735092,0.735092
14,1369.8,1,6.66394,1.33712,0.423574,70.0989,13.2353,82.9211,0.716479,0.716479,1.04941,0.716479,0.998743,0.716479,0.716479
15,1348.99,1,5.51823,1.32206,0.622727,74.0792,15.5859,87.8046,0.698337,0.698337,1.02284,0.698337,0.998743,0.698337,0.698337
16,1338.15,1,6.35209,1.53973,0.484015,64.0917,16.8009,75.5649,0.680655,0.680655,0.996939,0.680655,0.998743,0.680655,0.680655
17,1324.61,1,5.91298,1.40433,0.549118,68.8757,14.5059,81.3858,0.66342,0.66342,0.997831,0.66342,0.998743,0.66342,0.66342
18,1316.01,1,7.59683,1.5095,0.305516,71.1384,14.77,83.8422,0.646622,0.646622,0.972565,0.646622,0.998743,0.646622,0.646622
19,1310.03,1,7.19336,1.56093,0.408101,63.7502,15.1225,74.5545,0.630249,0.630249,0.992415,0.630249,0.998743,0.630249,0.630249
20,1286.54,1,6.63125,1.42488,0.473168,60.1041,13.8497,70.4393,0.614291,0.614291,0.967287,0.614291,0.998743,0.614291,0.614291
21,1268.54,1,6.07952,1.14531,0.547261,57.5719,15.0701,67.8873,0.598737,0.598737,0.942795,0.598737,0.998743,0.598737,0.598737
22,1263.95,1,7.37487,1.19522,0.370359,63.4732,12.6944,75.2774,0.583577,0.583577,0.918922,0.583577,0.998743,0.583577,0.583577
23,1251,1,7.04863,1.33417,0.398496,64.6169,10.1946,76.8377,0.5688,0.5688,0.895655,0.5688,0.998743,0.5688,0.5688
24,1234.98,1,6.82483,1.03276,0.447255,64.3531,9.31304,76.0806,0.554398,0.554398,0.872976,0.554398,0.998743,0.554398,0.554398
25,1225.01,1,6.47223,1.29209,0.49596,58.7776,10.1461,69.6452,0.54036,0.54036,0.850872,0.54036,0.998743,0.54036,0.54036
26,1212.97,1,7.00579,1.06092,0.422249,58.7102,10.2248,69.73,0.526678,0.526678,0.829328,0.526678,0.998743,0.526678,0.526678
27,1199.07,1,7.60998,1.08135,0.326931,57.6839,13.0152,68.7623,0.513342,0.513342,0.849004,0.513342,0.998743,0.513342,0.513342
28,1183.99,1,6.64927,1.12757,0.470109,58.1409,12.3427,69.1882,0.500344,0.500344,0.827507,0.500344,0.998743,0.500344,0.500344
29,1172.69,1,7.47717,1.19168,0.383857,56.3373,14.4931,66.7212,0.487675,0.487675,0.806554,0.487675,0.998743,0.487675,0.487675
30,1163.82,1,7.45553,1.14533,0.365778,54.3566,13.7982,64.1492,0.475327,0.475327,0.786132,0.475327,0.998743,0.475327,0.475327
31,1167.06,1,7.21665,1.12199,0.382777,57.01,12.0421,66.9972,0.463291,0.463291,0.795571,0.463291,0.998743,0.463291,0.463291
32,1149.16,1,7.06007,1.24873,0.399529,56.7929,11.3409,66.6043,0.45156,0.45156,0.775427,0.45156,0.998743,0.45156,0.45156
33,1140.9,1,6.85046,1.16394,0.433336,57.351,9.89872,66.9934,0.440127,0.440127,0.757865,0.440127,0.998743,0.440127,0.440127
34,1122.94,1,6.33874,1.10065,0.507314,57.3663,11.6245,67.1523,0.428982,0.428982,0.738676,0.428982,0.998743,0.428982,0.428982
35,1103.77,1,6.52578,1.23488,0.491714,52.8554,13.214,61.7934,0.41812,0.41812,0.721078,0.41812,0.998743,0.41812,0.41812
36,1101.75,1,6.78382,1.17462,0.46208,55.7829,15.8758,65.0978,0.407533,0.407533,0.70282,0.407533,0.998743,0.407533,0.407533
37,1103.49,1,6.55309,1.19309,0.48694,54.1749,15.0184,62.9714,0.397214,0.397214,0.776038,0.397214,0.998743,0.397214,0.397214
38,1087.84,1,7.66069,1.16479,0.343634,54.0158,14.7062,62.6457,0.387157,0.387157,0.756388,0.387157,0.998743,0.387157,0.387157
39,1067.59,1,7.92603,1.12233,0.314078,48.6512,16.5163,56.5165,0.377354,0.377354,0.775245,0.377354,0.998743,0.377354,0.377354
40,1065.03,1,7.34226,1.13175,0.389157,49.8339,17.0575,58.1059,0.367799,0.367799,0.755616,0.367799,0.998743,0.367799,0.367799
41,1047.07,1,7.3386,1.11692,0.397699,50.7821,17.135,59.2671,0.358486,0.358486,0.736483,0.358486,0.998743,0.358486,0.358486
42,1031.54,1,7.16837,1.07745,0.427698,50.1562,17.4699,58.6166,0.349409,0.349409,0.717835,0.349409,0.998743,0.349409,0.349409
43,1017.64,1,7.55171,1.25108,0.35684,49.8715,19.3007,58.3599,0.340562,0.340562,0.699659,0.340562,0.998743,0.340562,0.340562
44,1014.69,1,8.4939,1.2078,0.248706,47.3321,19.6476,55.4311,0.331938,0.331938,0.681943,0.331938,0.998743,0.331938,0.331938
45,1007.81,1,7.37372,1.09581,0.387236,48.0337,19.8553,56.3713,0.323534,0.323534,0.67486,0.323534,0.998743,0.323534,0.323534
46,988.08,1,7.45306,1.13126,0.361274,47.0089,17.092,55.4857,0.315341,0.315341,0.657772,0.315341,0.998743,0.315341,0.315341
47,987.317,1,7.48274,1.04654,0.364433,47.0493,18.1862,55.5976,0.307357,0.307357,0.645747,0.307357,0.998743,0.307357,0.307357
48,973.37,1,6.72105,1.09882,0.453378,45.4827,17.1469,53.7375,0.299574,0.299574,0.629396,0.299574,0.998743,0.299574,0.299574
49,967.207,1,6.73987,1.20184,0.458552,49.5753,16.4885,58.4514,0.291989,0.291989,0.613459,0.291989,0.998743,0.291989,0.291989
50,969.973,1,7.01218,1.24223,0.450604,50.4892,15.0788,59.6609,0.284596,0.284596,0.597926,0.284596,0.998743,0.284596,0.284596
51,956.446,1,7.20802,1.14339,0.407988,50.6381,13.3628,59.6748,0.27739,0.27739,0.582786,0.27739,0.998743,0.27739,0.27739
52,932.123,1,6.96147,1.14896,0.431737,50.2522,13.6705,59.2397,0.270366,0.270366,0.56803,0.270366,0.998743,0.270366,0.270366
53,929.424,1,6.65955,1.16294,0.464942,50.5912,13.1315,59.7805,0.26352,0.26352,0.553647,0.26352,0.998743,0.26352,0.26352
54,911.395,1,7.31389,1.07778,0.374923,50.0719,13.3261,59.3081,0.256848,0.256848,0.539628,0.256848,0.998743,0.256848,0.256848
55,908.739,1,7.06922,1.08948,0.409529,50.6741,12.3617,60.1223,0.250344,0.250344,0.525965,0.250344,0.998743,0.250344,0.250344
56,911.339,1,7.09043,1.05708,0.402888,48.5707,12.6009,57.6919,0.244005,0.244005,0.512647,0.244005,0.998743,0.244005,0.244005
57,891.849,1,7.59944,1.0119,0.327046,48.6484,12.0351,57.8311,0.237827,0.237827,0.499667,0.237827,0.998743,0.237827,0.237827
58,888.638,1,7.48719,1.06693,0.343453,48.199,11.8439,57.137,0.231805,0.231805,0.487015,0.231805,0.998743,0.231805,0.231805
59,883.762,1,7.2167,1.09494,0.383391,48.4221,12.1584,57.4213,0.225936,0.243388,0.474683,0.244378,0.998743,0.225936,0.225936
60,880.918,1,7.5921,1.06492,0.344303,47.0753,13.3471,55.7504,0.220215,0.237225,0.462664,0.238191,0.998743,0.220215,0.220215
61,860.413,1,7.41511,1.1806,0.370666,48.2416,13.305,57.2726,0.214639,0.231219,0.486206,0.23216,0.998743,0.214639,0.214639
62,856.399,1,7.94667,1.12629,0.293728,48.2359,12.7355,57.2557,0.209204,0.225364,0.493082,0.226281,0.998743,0.209204,0.209204
63,849.621,1,7.64273,1.09097,0.331973,47.6222,11.5011,56.3947,0.203907,0.219658,0.480597,0.220552,0.998743,0.203907,0.203907
64,838.294,1,7.72626,1.12688,0.310358,48.2815,11.348,57.075,0.198744,0.214096,0.468428,0.214967,0.998743,0.198744,0.198744
65,836.966,1,7.62975,1.13729,0.326624,48.5643,11.3216,57.3601,0.193711,0.208675,0.510843,0.209524,0.998743,0.193711,0.193711
66,832.82,1,7.95167,1.05018,0.299793,48.6427,11.7412,57.4803,0.188807,0.203391,0.497909,0.204219,0.998743,0.188807,0.188807
67,823.256,1,7.88083,1.11546,0.296249,49.048,11.7706,57.9328,0.184026,0.198241,0.485301,0.199048,0.998743,0.184026,0.184026
68,820.475,1,7.18949,1.15572,0.399433,49.7922,12.826,58.6766,0.179366,0.193221,0.517551,0.194008,0.998743,0.179366,0.179366
69,827.223,1,7.1465,1.1253,0.401613,49.9644,13.6831,58.8763,0.174825,0.188329,0.522446,0.189095,0.998743,0.174825,0.174825
70,811.385,1,7.4107,1.0945,0.3657,49.2874,13.2856,58.0869,0.170398,0.18356,0.528154,0.184307,0.998743,0.170398,0.170398
71,813.263,1,7.26171,1.10777,0.389546,49.6326,12.1729,58.4963,0.166083,0.178912,0.587271,0.179641,0.998743,0.167447,0.166083
72,821.797,1,7.49085,1.08626,0.35552,50.6923,10.9214,59.7362,0.161878,0.174382,0.625462,0.175092,0.998743,0.172835,0.161878
73,817.792,1,7.08329,1.06478,0.407587,50.6082,11.985,59.6444,0.162233,0.169967,0.619194,0.170659,0.998743,0.168459,0.157779
74,811.434,1,7.26857,1.0463,0.388771,50.6028,12.4589,59.636,0.1583,0.165663,0.603516,0.166337,0.998743,0.168722,0.153784
75,794.896,1,7.03841,1.12539,0.427021,50.833,12.2407,59.7834,0.162513,0.161469,0.588235,0.162126,0.998743,0.173578,0.14989
76,791.514,1,7.05933,1.09525,0.420319,50.564,11.8035,59.502,0.16013,0.15738,0.57334,0.158021,0.998743,0.175186,0.146095
77,786.748,1,7.3926,1.06135,0.376882,50.6581,11.5341,59.6426,0.156075,0.153395,0.558823,0.154019,0.998743,0.180564,0.142396
78,786.772,1,7.51448,1.0136,0.35724,50.529,11.072,59.4305,0.157915,0.150563,0.544673,0.150194,0.998471,0.186551,0.13879
