iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,beta_Cl_logtCLCRMLMIN,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,1526.33,1,7.8892,3.05437,10.2532,10.8487,1,1,0.624405,0.998761,1.5,1.5,1.5,1.2
2,1505.36,1,4.30617,4.33722,26.4534,23.3519,0.974679,0.974679,0.385109,0.998761,1.46202,1.55036,1.46202,1.16962
3,1504.85,1,4.18755,4.85959,23.3627,21.5653,0.95,0.95,0.306733,0.998761,1.425,1.59249,1.425,1.14
4,1487,1,4.09287,5.50989,26.0196,23.6479,0.925945,0.925945,0.654118,0.998761,1.38892,1.55217,1.38892,1.11113
5,1477.32,1,4.00769,4.31573,33.1421,28.3926,0.9025,0.9025,0.654297,0.998761,1.35375,1.51287,1.35375,1.083
6,1463.11,1,4.05502,4.45492,38.8849,32.1686,0.879648,0.879648,0.812893,0.998761,1.31947,1.54749,1.31947,1.05558
7,1460.77,1,4.28003,4.98712,38.1601,31.8159,0.857375,0.857375,0.933172,0.998761,1.28606,1.66639,1.28606,1.02885
8,1438.86,1,4.45745,5.47153,35.8972,29.9414,0.835666,0.835666,0.295851,0.998761,1.2535,1.73268,1.2535,1.0028
9,1426.2,1,5.02786,4.35484,43.2732,34.9968,0.814506,0.814506,0.488662,0.998761,1.22176,1.87672,1.22176,0.977407
10,1409.06,1,5.23387,4.96403,38.356,31.8082,0.793882,0.793882,0.412445,0.998761,1.19082,1.8292,1.19082,0.952659
11,1411.16,1,5.23253,3.77769,44.8839,35.7917,0.773781,0.773781,0.682102,0.998761,1.16067,1.86105,1.16067,0.928537
12,1388.06,1,5.00889,4.12141,37.8645,31.4713,0.754188,0.754188,0.747623,0.998761,1.13128,1.81393,1.13128,0.905026
13,1377.59,1,5.02937,7.44976,34.2629,28.8031,0.735092,0.735092,0.868593,0.998761,1.10264,1.768,1.10264,0.88211
14,1375.44,1,4.7504,4.84971,34.285,28.8691,0.716479,0.716479,0.785079,0.998761,1.07472,2.18122,1.07472,0.859775
15,1361.12,1,4.78291,4.94134,33.2365,28.1507,0.698337,0.698337,0.92509,0.998761,1.04751,2.27452,1.04751,0.838005
16,1364.62,1,4.95304,5.21884,32.137,27.4551,0.680655,0.680655,0.808521,0.998761,1.02098,2.29551,1.02098,0.816786
17,1341.37,1,4.88766,6.18261,27.0486,24.043,0.66342,0.66342,0.605039,0.998761,0.995131,2.23738,0.995131,0.796105
18,1329.02,1,5.22778,7.51221,29.3381,25.5462,0.646622,0.646622,0.442854,0.998761,0.969933,2.18073,0.969933,0.775947
19,1308.64,1,5.05788,9.78501,26.6964,23.5881,0.630249,0.630249,0.409766,0.998761,0.945374,2.23401,0.945374,0.756299
20,1298.34,1,5.19011,10.5054,26.3558,23.294,0.614291,0.614291,0.314559,0.998761,0.921437,2.17745,0.921437,0.737149
21,1284.1,1,5.40055,12.4223,24.4722,22.1626,0.598737,0.598737,0.218429,0.998761,0.898105,2.12231,0.898105,0.718484
22,1273.41,1,5.36186,7.76581,27.2912,24.3475,0.583577,0.583577,0.252939,0.998761,0.875365,2.06857,0.875365,0.700292
23,1261.33,1,5.23392,7.2108,25.9845,23.494,0.5688,0.5688,0.531328,0.998761,0.8532,2.0162,0.8532,0.68256
24,1247.42,1,5.42852,6.84912,26.5915,23.7915,0.554398,0.554398,0.484376,0.998761,0.831597,1.96514,0.831597,0.665277
25,1245.05,1,5.40349,6.49136,25.9549,23.2278,0.54036,0.54036,0.501716,0.998761,0.81054,1.91539,0.81054,0.648432
26,1235.3,1,5.43452,7.81989,27.1722,24.2095,0.526678,0.526678,0.303848,0.998761,0.790017,1.86689,0.790017,0.632013
27,1227.34,1,5.4546,9.90068,29.0738,25.5118,0.513342,0.513342,0.426131,0.998761,0.770013,1.85736,0.770013,0.61601
28,1207,1,5.35829,11.0937,26.043,23.1744,0.500344,0.500344,0.406148,0.998761,0.750516,1.81033,0.750516,0.600413
29,1194.26,1,5.34947,11.9609,25.131,22.3526,0.487675,0.487675,0.497489,0.998761,0.731512,1.82917,0.731512,0.58521
30,1181.19,1,5.44185,9.03233,25.1953,22.3531,0.475327,0.475327,0.492643,0.998761,0.71299,1.78286,0.71299,0.570392
31,1170.84,1,5.45946,7.23775,26.6808,23.2372,0.463291,0.463291,0.520475,0.998761,0.694937,1.73771,0.694937,0.555949
32,1164,1,5.36298,5.6515,26.4825,23.1152,0.45156,0.45156,0.624993,0.998761,0.677341,1.69371,0.677341,0.541873
33,1156.18,1,5.28472,5.19037,25.4708,22.4112,0.440127,0.440127,0.553076,0.998761,0.66019,1.65083,0.66019,0.528152
34,1145.93,1,5.23903,5.25175,24.0937,21.3547,0.428982,0.428982,0.688935,0.998761,0.643474,1.60903,0.643474,0.514779
35,1133.02,1,5.26272,5.55744,25.2775,22.1787,0.41812,0.41812,0.560991,0.998761,0.627181,1.56829,0.627181,0.501744
36,1120.95,1,5.43264,7.47657,25.4022,22.3313,0.407533,0.407533,0.517496,0.998761,0.6113,1.52858,0.6113,0.48904
37,1117.08,1,5.32142,6.33188,25.3662,22.2991,0.397214,0.397214,0.517384,0.998761,0.595821,1.4968,0.595821,0.476657
38,1102.42,1,5.38938,5.56392,26.6361,23.1383,0.387157,0.387157,0.465408,0.998761,0.580735,1.4589,0.580735,0.464588
39,1085.93,1,5.43382,6.44559,27.5112,23.7753,0.377354,0.377354,0.469303,0.998761,0.56603,1.42196,0.56603,0.452824
40,1075.24,1,5.48795,5.82361,28.0884,24.211,0.367799,0.367799,0.410325,0.998761,0.551698,1.38595,0.551698,0.441359
41,1069.06,1,5.5019,6.24897,27.0631,23.5475,0.358486,0.358486,0.428903,0.998761,0.537729,1.35086,0.537729,0.430183
42,1056.85,1,5.45761,6.50015,27.2601,23.7557,0.349409,0.349409,0.507022,0.998761,0.524113,1.31665,0.524113,0.419291
43,1050.28,1,5.42664,8.01987,27.0085,23.5531,0.340562,0.340562,0.420608,0.998761,0.510842,1.29474,0.510842,0.408674
44,1031.46,1,5.52819,7.53013,26.3239,23.1439,0.331938,0.331938,0.423418,0.998761,0.497908,1.26195,0.497908,0.398326
45,1029.3,1,5.50046,6.85511,25.1614,22.2688,0.323534,0.323534,0.415136,0.998761,0.4853,1.23,0.4853,0.38824
46,1019.78,1,5.35954,5.33291,24.5031,21.8783,0.315341,0.315341,0.497778,0.998761,0.473012,1.19886,0.473012,0.37841
