parameter,value,se_lin,rse_lin
Cl_pop,5.25493491607452,0.294662055026099,5.60733976218707
beta_Cl_logtCLCRMLMIN,0.617971144726701,0.241629149914848,39.1003935987512
V1_pop,20.8194112800028,1.63879690051291,7.87148530989918
Q_pop,5.88579635766654,1.11233384826499,18.8986125355173
V2_pop,20.848632202187,2.51346755995028,12.0557911692961
omega_Cl,0.206558538735602,0.0396946210573285,19.2171291006944
omega_V1,0.262567633853885,0.0599004887948116,22.8133559021008
omega_Q,0.580575668327116,0.155139274667441,26.7216287438402
omega_V2,0.257261442124243,0.137773620703572,53.5539331374171
corr_V2_V1,0.998702705226071,0.329479581947342,32.9907569312891
a1,0.301574356089807,0.0221272149608725,7.33723359232944
a2,0.0652753651411415,0.00662050727185696,10.1424285525508
