parameter,value,se_lin,rse_lin
Cl_pop,5.1703250998497,0.349818515526121,6.76589012819117
V1_pop,20.4350316325024,1.66099580410618,8.12817828705649
Q_pop,6.19687639882044,1.15267177023803,18.600851397608
V2_pop,23.963992519041,3.72558506142675,15.5465958289985
omega_Cl,0.251540848607143,0.0480894990406218,19.1179680385543
omega_V1,0.278587677066581,0.0613680330261825,22.0282654539367
omega_Q,0.611593599614423,0.146189006970438,23.9029654761924
omega_V2,0.38445527365577,0.15014269571619,39.0533583499815
corr_V2_V1,0.998667953700159,0.168484642392488,16.8709371085991
a1,0.301623959063447,0.022137660292569,7.33948999320451
a2,0.0643337660577648,0.00642623052508657,9.98889217726894
