rep,id,eta_Cl,eta_V1,eta_Q2,eta_V2,eta_Q3,eta_V3
4,5,-0.134897649042601,0.0364266924869187,0.910901454595682,4.31091957610602e-8,4.02463641216187e-8,1.80504597208164e-8
5,5,-0.0949783564780348,-0.00512607016078284,0.940124036546073,-2.43762995840654e-10,-1.27004948751019e-8,-2.72687021177576e-8
6,5,-0.170689435607806,-0.139766923932512,0.828302675854197,-8.43455636114318e-9,9.51625920960858e-9,-5.28101842052098e-8
7,5,-0.0878705073230629,-0.0767545077835261,0.741286881734698,2.87209315395256e-9,1.97923782960731e-8,-2.43960060439726e-8
8,5,-0.0815340101529237,0.0599532725413288,0.31808907897362,-1.09359851600946e-8,-2.32051231779547e-8,-1.01157427962707e-9
9,5,-0.107459392442316,0.118710829932525,-0.0112859159134438,6.26547758809252e-8,-4.29135557060764e-8,-2.75079884492774e-8
10,5,-0.0722249223173775,0.112093464866037,-0.103470092885413,-7.51683709042502e-9,-6.08665409473104e-8,6.5565478306878e-8
1,6,0.169601355758348,0.276272495907054,1.57594614678018,5.78981391740938e-9,2.74236566738558e-8,-3.38907608072184e-8
2,6,0.0891305543130016,0.399903652069403,0.758552739927594,1.29704530127166e-9,-5.14569879424544e-8,-2.26545084873477e-8
3,6,0.166320656173306,0.0583071092605882,2.14867909013696,5.08694358719509e-9,1.48607784069769e-8,8.96851010287627e-8
4,6,0.110040299576614,0.283183058092812,1.04582908295998,-2.20949615308553e-8,-3.82656712632388e-8,-1.82669000167338e-8
5,6,0.194425894892216,0.117296183584756,1.61481058939243,-1.42748590326279e-8,7.98188169466905e-9,-3.84496615164618e-8
6,6,0.187957221379026,0.542749217392767,-0.104282794935699,-1.7705046732832e-8,-5.21900055484602e-8,-2.62877160779801e-8
7,6,0.21379466103441,0.0998555137389664,1.68757140067019,8.95161892861347e-9,9.22770864505164e-8,7.45643160108123e-9
8,6,0.160570023991837,-0.00736884122219378,2.36037131947021,8.12957066173586e-9,-3.77942322297056e-8,-3.52072839157269e-8
9,6,0.0819077089813303,-0.0064354840842102,1.40033686980508,6.85696160126286e-9,1.05724466370507e-8,-3.10945126122266e-8
10,6,0.146100910821057,0.059974307395493,2.03156167491072,4.9844581230452e-8,-3.65215783235907e-8,1.80587114224078e-8
1,7,0.10420382520465,0.317823394681458,-1.44265298272595,-2.7169656282292e-8,1.46675971556155e-8,3.42140839323637e-9
2,7,0.0102640316603824,0.325650068166199,-2.16055391338466,6.36045627434354e-10,-2.52569738680359e-8,-5.97890404474522e-9
3,7,0.0630653592583098,0.305906602051898,-2.21508627486123,1.43717942959977e-8,1.50685774315287e-8,6.25532203514852e-8
4,7,0.17813821666673,0.273963407047019,-4.30258591205614,-2.5560084562856e-8,3.37647629803261e-8,4.26216736815034e-8
5,7,0.0813293672575706,0.17665555482151,-2.10482006906953,8.1418944306484e-9,3.85832403417619e-8,-3.47327850694833e-8
6,7,0.0562014378888052,0.364694878906215,-2.58979431321978,8.95981745131496e-9,4.26119332302429e-8,4.45464095999015e-9
7,7,0.123081640840572,0.297324818539488,-2.35071880909451,1.36678523677011e-8,2.37072014636569e-8,-2.47846488087783e-8
8,7,-0.00577212844165825,0.277585719875248,-2.06228088601892,2.2810475842768e-8,3.48573492881823e-8,-1.80627043922726e-8
9,7,0.0940862209654776,0.203545887816808,-2.81083900146329,6.00602325104987e-9,5.10144794595907e-9,-1.74597247131685e-8
10,7,0.0692863591683499,0.27158375210081,-1.84908418997302,8.51691482112393e-9,6.33909591911601e-8,3.40530963815898e-8
1,8,0.221079065062358,0.0641075553769074,-0.612157173382573,-2.0414774811839e-10,-7.15492773265071e-9,4.8301828879387e-8
2,8,0.211159522983451,-0.0823729101525348,0.293243358505282,1.04952273549493e-8,-2.29997625546887e-9,-6.17212315774983e-9
3,8,0.225913734707957,0.0226881373060318,-0.171836303058354,5.79733656308746e-9,-2.67006763437982e-8,-2.93208397814132e-8
4,8,0.158959419863001,0.105115919903956,-0.205916338894326,-5.68408884225628e-9,1.64060812171396e-8,1.13243367612201e-8
5,8,0.148806293671661,0.0906167773037323,-0.329247694441221,1.59288168999902e-8,5.05965615632411e-9,-1.76949683874805e-9
6,8,0.234048338760041,0.0788266888385684,-0.442078056213807,-3.45528875963483e-8,8.37282215595507e-9,-4.1417656841449e-9
7,8,0.16828407894117,-0.370126840799157,0.846632099035674,-2.3723459649483e-9,1.96851828530922e-8,3.18747985464679e-8
8,8,0.170657162214427,0.00807143582334953,0.342036306841483,-2.22973401533683e-8,2.30865396667019e-8,5.26570705589064e-8
9,8,0.184502260419023,-0.0776581131037238,-0.249430628062749,1.95332441372733e-8,1.04701413502854e-8,3.64860692620298e-8
10,8,0.273099176113159,0.0648334339473152,-0.980918080156049,1.20358893549945e-9,3.32444218724809e-8,-5.34038535259429e-8
1,9,-0.025284593372083,-0.12432398580616,0.788273171282988,3.28545749929424e-8,2.6992684273207e-8,7.59270564774328e-8
2,9,-0.0379734587874896,-0.326608652423923,0.599347109385342,-8.09659317294605e-9,9.37249356520498e-9,3.34893543275059e-8
3,9,-0.0510305086117327,-0.101042385255414,0.480084014782202,1.61219168397067e-8,-7.78995162152681e-9,-2.36797314592951e-8
4,9,-0.0882342982349013,-0.00378875961756468,0.137343067260971,-1.71083898631606e-8,-6.02362000383052e-9,5.43274427939663e-8
5,9,-0.051113708731987,-0.0998899128705318,0.967712553411664,8.15728144587457e-9,2.43100116311175e-8,5.82694554415156e-9
6,9,-0.138421624499254,-0.00339311568250139,0.261381056687996,-3.50273270715907e-8,5.90076486731033e-9,8.38616958455175e-9
7,9,-0.0773586420021038,-0.0435023574327738,0.119759394136132,-4.66393436602217e-9,-2.60955158107474e-9,-1.01938619970406e-9
8,9,-0.0722698411276032,-0.241537928015553,1.29798794422953,-1.64554502391656e-8,-4.78524366109416e-8,-8.46107869892263e-9
9,9,-0.0285922203359607,-0.21410518432974,0.595841410978189,-1.31540911639582e-8,-1.30025971639206e-8,-4.15270342255427e-8
10,9,-0.0603940906234959,-0.112037672641383,0.601289144836749,1.10485902001791e-8,-2.14058828254233e-8,-4.8375798352391e-8
1,10,-0.463219627349796,-0.170858935254982,-1.34942095317857,2.89904262668181e-8,-1.19310075718999e-8,1.17815787439775e-7
2,10,-0.421600075396661,-0.255134673099481,-0.557559017391928,3.43681991544349e-8,2.96265955385183e-8,2.52163673235605e-8
3,10,-0.378519281478293,-0.0921622356204099,-0.721678497245135,2.6994714539992e-8,-1.50285571675838e-8,-2.78489186615697e-8
4,10,-0.450135766257335,-0.139730403206203,-0.804767790451228,2.42311261660585e-8,2.16651640810507e-8,1.96446896454959e-8
5,10,-0.434980970618775,-0.175929468244182,-0.662117673607235,7.48104219405149e-9,7.43029683221947e-9,-5.44977721953297e-9
6,10,-0.471001615098955,-0.236330628111245,-1.0954672371705,-2.57372992087893e-9,-4.23733447360408e-9,4.19884984582667e-8
7,10,-0.459837571237088,-0.207232620950954,-0.861149923112594,-4.69184518155525e-9,1.49809979913144e-8,2.66366776158569e-8
8,10,-0.418379169136523,-0.167664991959382,-1.1006064880188,-3.70778407967994e-8,-4.98492001866301e-8,4.48744894787119e-8
9,10,-0.403047898804548,-0.156185777739312,-1.17103864541574,1.85023185682832e-8,8.8998785063186e-10,-3.36125716563332e-8
10,10,-0.423210318981743,-0.172696250251417,-1.23143212971374,-1.37381222174439e-8,3.32476630178961e-8,6.22761906410989e-8
1,11,0.190754526806754,0.172755965607686,0.201318137279451,-2.76824799501155e-9,-2.61418890935587e-8,2.37494447034416e-8
2,11,0.184438823468121,-0.0232328248861628,0.849066089869442,7.38565769771521e-9,-3.57113178406465e-8,1.37542791637641e-9
3,11,0.316470733485614,-0.0349596137950082,0.10227345802032,-4.1728631117903e-9,-4.56344261648843e-8,-2.91268352894683e-8
4,11,0.199719823503962,-0.11353713904129,1.33740299164216,-3.64442325174694e-8,-5.50424791660472e-8,1.27459728607099e-8
5,11,0.208587018805805,0.197661685309072,-0.835954360203795,-2.46173862569267e-8,5.74225906860439e-8,6.77707852728644e-8
6,11,0.177730924202188,-0.361984551510251,1.36931979246486,9.73147915921073e-10,-8.7359391190133e-8,-1.44893761828316e-8
7,11,0.191234404786439,-0.151907417586389,0.961820140554455,-4.54413305605462e-9,-3.35769844421279e-8,-2.69918879005337e-8
8,11,0.249916223374746,-0.0907535041388436,0.797315707493195,1.22207362301843e-8,-4.00211355539089e-8,5.93393276702485e-8
9,11,0.259315321128451,0.107232820392279,-0.275264905565477,-2.5508110381354e-9,-5.5241646721489e-8,-2.35136125264831e-8
10,11,0.194805950251062,0.0621133292404363,0.888872706471672,8.85112880985476e-10,6.26540254305202e-8,1.32918733788394e-8
1,12,-0.0711412360837053,-0.174259690473701,1.59663710294347,-9.44008645753577e-9,5.34467173546884e-8,2.50759797405174e-8
2,12,0.0411162240582421,0.0149568746819661,0.730077829325461,-6.82352569309249e-9,1.07443618558214e-8,-3.15159380769662e-8
3,12,-0.0100025250887583,0.289789822135084,-0.0783841133347869,8.93111552473887e-9,8.25519441461311e-9,5.59553468257509e-8
4,12,-0.00916313226235378,0.216471118390086,0.878966899871486,3.73085144126954e-8,-7.83820462102931e-8,1.82436072820463e-10
5,12,0.0276472921877165,0.174877242125149,0.23407723758403,-3.94085811973941e-8,-7.99776540012727e-8,-2.44259842841474e-8
6,12,-0.00645448815567436,0.0339729178327134,1.14005894284438,5.42143235503672e-9,-6.31787489276821e-10,4.19236252347661e-8
7,12,0.000748836852812497,0.201090835970624,-0.2031337313547,-2.58046027456671e-8,-8.62868391166296e-9,7.86695057346631e-8
8,12,-0.0300732727810721,-0.0296433058158933,0.928072253628816,1.9658822354332e-8,-5.06913143487635e-8,6.61732315052868e-8
9,12,0.024274066267648,0.0525850750992988,0.661320372407374,1.54275916313107e-9,3.96314819652558e-8,6.32153135184102e-8
10,12,-0.0253696412373211,-0.244801200311059,1.38211554900221,-2.00947305202733e-8,3.5890937820112e-9,1.8725237633416e-8
1,13,0.00345388090385925,0.25594548185397,-0.683978615498436,-1.01589582972524e-8,-1.03117032877396e-8,3.0710434796121e-8
2,13,0.0534003351976302,0.0718483532977266,0.122051284406878,-6.28267521525424e-9,-1.48840497934187e-8,-1.10825970723482e-8
3,13,-0.0395678460873393,0.0833984476543504,0.639728090431061,2.3586512714351e-8,-1.56022812721608e-8,2.10757446043181e-8
4,13,0.0876896804322612,-0.0144528429273815,0.886649163704256,2.02816963476312e-8,-1.55505506587333e-8,3.33690391401711e-8
5,13,0.0556946317967338,-0.0898396966338167,1.21861751350149,-4.0217450370611e-8,2.17777828540604e-8,-5.3385086636932e-8
6,13,-0.0239539966463503,0.17819756250499,0.341107750844057,1.40023064533722e-8,-2.6229116770369e-8,4.20838037896779e-8
7,13,0.00884278483457424,-0.127318766233941,1.23863923853868,-5.11230226939407e-8,-2.10599727985374e-8,-6.34316202498295e-8
8,13,0.0129228267038889,0.150733939699277,0.399273955516337,8.747938344525e-9,-5.73565269841139e-8,-9.16007479409922e-9
9,13,0.0771893282843503,-0.242269861126322,0.903545871737811,5.17108861141008e-9,-9.94393950786726e-9,-2.59252322169304e-8
10,13,0.0592783580662485,-0.208985525976591,0.739335082794477,-2.05958199181314e-8,7.78621492952656e-9,-4.65143962163692e-8
1,14,0.148355400181729,0.10217214089264,-0.277488683900081,4.81535921391199e-8,-1.46390931829509e-8,-4.26918039779014e-9
2,14,0.231763023612239,0.0334046463902938,-3.00758956578665,1.26191802817121e-8,-2.48228305174912e-8,6.8382056338779e-9
3,14,0.108588438497259,0.120173415379461,-1.11894200612919,2.2835276216096e-8,-2.76862625322338e-8,-6.08476525089404e-8
4,14,0.00984299718747332,0.0724617943077312,-2.82685635079768,-1.72420727845302e-8,3.39690687614014e-9,-3.68595229530098e-8
5,14,0.136291674438084,0.144391967673165,-0.773802250936074,-2.70092598892445e-9,1.32858279585421e-8,-9.38337290141447e-8
6,14,0.0633012193170237,0.0711800558171855,-0.751846385129937,1.70386828871744e-8,7.27762690847326e-9,-1.76955946314029e-8
7,14,0.142026908069312,-0.0271570754148713,-0.716666457987251,-1.18563677362025e-8,-5.23817840553059e-8,4.30869425447613e-8
8,14,0.142375387145255,0.0881762836422324,-1.27590794552197,9.98361613767717e-9,-1.24117313849737e-8,-2.33264161968323e-8
9,14,0.164715532741372,0.0124343810779021,-1.05382528301984,-1.89105550351654e-8,-3.1765949404939e-8,-5.00089765402489e-9
10,14,0.0851180848539568,0.12815802486947,-1.54080471065798,1.25365957661946e-8,-4.21217616667318e-8,1.41869930567748e-8
