simulations,OFV
500,961.188
1000,960.259
1500,959.742
2000,956.718
2500,957.269
3000,957.114
3500,957.352
4000,957.707
4500,958.247
5000,958.333
5500,958.682
6000,958.944
6500,958.297
7000,958.215
7500,958.418
8000,958.699
8500,958.906
9000,958.629
9500,958.231
10000,957.672
10500,957.416
11000,957.518
11500,957.283
12000,956.95
12500,957.006
13000,956.825
13500,956.765
14000,956.795
14500,956.267
15000,956.319
15500,956.115
16000,956.259
16500,955.895
17000,955.957
17500,956.058
18000,955.818
18500,955.981
19000,955.968
19500,956.016
20000,955.861
20500,955.864
21000,955.772
21500,955.89
22000,956.029
22500,955.912
23000,955.51
23500,955.421
24000,955.381
24500,955.33
25000,955.435
25500,955.5
26000,955.489
26500,955.545
27000,955.541
27500,955.603
28000,955.742
28500,955.769
29000,955.863
29500,955.965
30000,956.059
