simulations,OFV
500,1393.46
1000,1393.61
1500,1393.6
2000,1393.16
2500,1394.39
3000,1394.46
3500,1394.13
4000,1394.22
4500,1394.72
5000,1394.28
5500,1394.44
6000,1394.67
6500,1394.58
7000,1394.27
7500,1394.66
8000,1394.83
8500,1395.15
9000,1394.97
9500,1394.73
10000,1394.37
10500,1394.32
11000,1394.54
11500,1394.58
12000,1393.91
12500,1393.39
13000,1393.43
13500,1393.47
14000,1393.54
14500,1393.57
15000,1393.7
15500,1393.58
16000,1393.73
16500,1393.65
17000,1393.73
17500,1393.73
18000,1393.62
18500,1393.79
19000,1393.61
19500,1393.56
20000,1393.49
20500,1393.51
21000,1393.17
21500,1393.25
22000,1393.35
22500,1393.16
23000,1393.18
23500,1393.25
24000,1393.23
24500,1393.05
25000,1393.15
25500,1393.23
26000,1393.06
26500,1393.02
27000,1392.99
27500,1393.01
28000,1393.12
28500,1393.13
29000,1393.22
29500,1393.29
30000,1393.39
