iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,corr_V2_V1,omega_Cl,omega_Q,omega_V1,omega_V2
1,2021.04,1,2.59104,8.64932,31.5191,34.1276,3,3,0,1.5,1.5,1.5,1.5
2,1998.1,1,2.7483,11.0563,26.5462,45.992,2.92404,2.92404,0,1.46202,1.56865,1.48399,1.46202
3,1985.96,1,3.57606,12.8416,29.5043,68.0033,2.85,2.85,0,1.425,1.52893,1.44641,1.53734
4,1967.6,1,2.74356,17.5032,42.9907,99.9311,2.77784,2.77784,0,1.38892,1.49022,1.42364,1.49841
5,1965.92,1,2.714,18.1483,58.1447,94.6925,2.7075,2.7075,0,1.35375,1.45249,1.4783,1.46047
6,1962.69,1,2.6706,15.3934,52.0266,100.078,2.63894,2.63894,0,1.31947,1.49202,1.58915,1.42349
7,1942.93,1,2.37469,15.5442,68.4453,119.926,2.57212,2.57212,0,1.28606,1.45424,1.54891,1.38745
8,1931.11,1,2.37586,16.8947,81.9318,100.979,2.507,2.507,0,1.2535,1.49743,1.50969,1.36157
9,1931.12,1,2.28693,13.9122,80.4516,91.0447,2.44352,2.44352,0,1.22176,1.74565,1.47146,1.38758
10,1921.59,1,1.84079,17.0939,65.8171,129.383,2.38165,2.38165,0,1.19196,1.75053,1.43421,1.35245
11,1908.24,1,2.26665,11.3264,79.8537,131.432,2.32134,2.32134,0,1.16178,1.70621,1.39789,1.40638
12,1891.75,1,2.43237,11.2485,62.2681,127.683,2.26257,2.26257,0,1.13236,1.66301,1.3625,1.37077
13,1886.65,1,2.4965,16.7397,48.5696,187.823,2.20528,2.20528,0,1.10369,1.72977,1.33534,1.40683
14,1873.52,1,2.38073,12.496,61.3027,157.413,2.14944,2.14944,0,1.07574,1.91488,1.30153,1.37121
15,1858.88,1,2.23818,13.3513,50.8289,171.319,2.09501,2.09501,0,1.0485,1.86639,1.26857,1.33649
16,1856.89,1,2.25831,25.4163,53.4532,133.68,2.04197,2.04197,0,1.02195,1.84998,1.23645,1.30265
17,1833.32,1,2.36612,14.9518,40.6652,156.018,1.99026,1.99026,0,0.996078,1.80314,1.20514,1.26967
18,1831.89,1,2.44296,14.8212,36.4116,157.848,1.93987,1.93987,0,0.970857,1.75748,1.20508,1.46052
19,1804.02,1,3.15865,14.131,35.5387,155.237,1.89075,1.89075,0,0.946274,1.71298,1.17457,1.42354
20,1799.08,1,3.25047,10.4742,35.7484,145.36,1.84287,1.84287,0,0.922314,1.66961,1.14483,1.38749
21,1802.31,1,3.53414,14.7971,38.2666,111.527,1.79621,1.79621,0,0.89896,1.64519,1.11584,1.35236
22,1776.21,1,2.9628,14.6767,37.8857,120.347,1.75073,1.75073,0,0.876198,1.60353,1.08759,1.31812
23,1777.75,1,2.78272,11.904,34.0502,140.284,1.7064,1.7064,0,0.854012,1.66016,1.1375,1.28474
24,1758.51,1,3.04331,11.4573,36.4113,195.892,1.66319,1.66319,0,0.832388,1.61812,1.1087,1.25221
25,1741.59,1,3.71826,11.5587,29.679,175.191,1.62108,1.62108,0,0.811312,1.57715,1.08063,1.22051
26,1729.2,1,3.53582,12.3273,35.0438,191.804,1.58003,1.58003,0,0.790769,1.53721,1.05326,1.1896
27,1725.73,1,3.55097,10.3105,34.3767,160.683,1.54003,1.54003,0,0.770746,1.79337,1.02659,1.15948
28,1713.35,1,3.67381,7.69277,45.1372,125.378,1.50103,1.50103,0,0.75123,1.74796,1.0006,1.13012
29,1707.66,1,3.71829,5.49606,38.0965,110.606,1.46302,1.46302,0,0.732209,1.74713,0.975265,1.17613
30,1685.97,1,4.56167,4.65062,34.589,137.949,1.42598,1.42598,0,0.713669,1.70289,0.950571,1.14635
31,1685.61,1,3.8822,3.13654,35.201,133.273,1.38987,1.38987,0,0.695598,1.65977,0.926502,1.28983
32,1666.52,1,4.23954,3.68953,32.3445,96.6217,1.35468,1.35468,0,0.677985,1.61775,0.903042,1.29621
33,1668.13,1,4.48933,3.83729,32.0242,92.5503,1.32038,1.32038,0,0.660818,1.79836,0.880177,1.26339
34,1651.05,1,4.29267,3.28466,33.2701,78.5135,1.28695,1.28695,0,0.644086,1.9348,0.85789,1.2314
35,1637.39,1,4.33001,3.36163,27.7089,97.8816,1.25436,1.25436,0,0.627777,1.97759,0.836168,1.20022
36,1636.69,1,4.34456,6.45163,31.0865,93.9837,1.2226,1.2226,0,0.611882,1.93812,0.814996,1.16983
37,1619.06,1,4.38341,5.32199,38.4255,88.5992,1.19164,1.19164,0,0.596389,2.00095,0.794359,1.14021
38,1613,1,4.54356,5.26667,38.9655,76.3326,1.16147,1.16147,0,0.581288,1.95029,0.799867,1.11134
39,1595.17,1,4.75382,3.49309,38.1876,75.7905,1.13206,1.13206,0,0.566569,1.90091,0.779614,1.14104
40,1584.82,1,5.10221,5.59354,37.4549,77.0014,1.1034,1.1034,0,0.552223,1.9154,0.759874,1.1836
41,1580.58,1,4.71079,4.54396,40.9532,82.4323,1.07546,1.07546,0,0.538241,1.91494,0.740634,1.33829
42,1561.92,1,4.9514,4.66427,39.303,61.5845,1.04823,1.04823,0,0.524612,1.86645,0.72188,1.3044
43,1551.11,1,4.80467,3.61081,35.3933,62.3305,1.02168,1.02168,0,0.511329,1.81919,0.703602,1.27137
44,1537.79,1,4.74882,4.03476,32.2524,72.866,0.995815,0.995815,0,0.498382,1.77313,0.685786,1.23918
45,1532.7,1,4.72847,3.89523,28.4957,64.2945,0.970601,0.970601,0,0.485762,1.90824,0.668422,1.2078
46,1522.88,1,4.48683,2.36008,30.2068,64.8491,0.946024,0.946024,0,0.473462,1.85993,0.651497,1.17722
47,1515.13,1,4.35236,3.89179,30.3328,81.5029,0.922071,0.922071,0,0.461474,1.81283,0.635001,1.22306
48,1493.86,1,4.46638,3.12651,28.3938,83.414,0.898723,0.898723,0,0.449789,2.05301,0.618922,1.19209
49,1500.65,1,4.52505,2.66911,30.931,106.448,0.875967,0.875967,0,0.4384,2.00103,0.603251,1.16191
50,1480.81,1,4.50069,2.447,31.5526,92.6465,0.853787,0.853787,0,0.4273,1.98532,0.587976,1.20724
51,1469.49,1,4.69054,1.4124,31.8937,84.5192,0.832169,0.832169,0,0.41648,1.93505,0.573088,1.36671
52,1458.01,1,4.57192,2.18042,30.886,64.2104,0.811098,0.811098,0,0.405935,1.88605,0.558577,1.33211
53,1456.94,1,4.53602,2.82238,28.3001,65.2804,0.79056,0.79056,0,0.395656,1.8383,0.544434,1.42442
54,1460.14,1,4.47751,2.29749,26.2003,73.8161,0.770543,0.770543,0,0.385638,1.90541,0.544606,1.43218
55,1432.84,1,4.68747,3.28672,29.4015,76.7054,0.751032,0.751032,0,0.375874,1.85716,0.530816,1.39591
