iteration,convergenceIndicator,phase,Cl_pop,Q_pop,V1_pop,V2_pop,a1,a2,b1,b2,f_pop,omega_Cl,omega_Q,omega_V1,omega_V2,omega_f
1,1199.82,1,10.2275,11.1604,43.2233,60.344,1,1,0.3,0.3,0.8,1,1,1,1,1
2,1185.89,1,10.5361,10.7982,47.2737,86.2442,0.95,0.95,0.285,0.285,0.904868,0.974679,1.03524,0.974679,1.16037,0.974679
3,1171.71,1,10.3124,9.43478,48.0629,89.4442,0.9025,0.9025,0.27075,0.27075,0.924461,0.95,1.03443,0.95,1.13099,0.95
4,1148.07,1,10.6061,9.95752,47.5711,74.1141,0.857375,0.857375,0.257212,0.257212,0.926405,0.925945,1.00824,0.925945,1.16622,0.925945
5,1135.13,1,10.3296,8.30072,50.6308,70.2225,0.814506,0.814506,0.244352,0.244352,0.89279,0.9025,0.98271,0.9025,1.13669,0.9025
6,1112.03,1,10.1738,9.1548,46.7535,72.8896,0.773781,0.773781,0.232134,0.232134,0.883802,0.879648,0.957827,0.879648,1.16735,0.879648
7,1092.79,1,10.0564,9.06597,45.7672,75.9476,0.735092,0.735092,0.220528,0.220528,0.910348,0.857375,0.933575,0.857375,1.13779,0.857375
8,1074.51,1,10.0103,9.60007,47.0384,72.8819,0.698337,0.698337,0.209501,0.209501,0.903857,0.835666,0.909936,0.835666,1.11506,0.835666
9,1065.06,1,10.0808,9.57983,46.4212,82.8502,0.66342,0.66342,0.199026,0.199026,0.899759,0.814506,0.942108,0.814506,1.08682,0.814506
10,1025.32,1,10.0971,9.53393,46.6528,83.7096,0.630249,0.630249,0.189075,0.189075,0.892873,0.793882,0.918253,0.793882,1.05931,0.793882
11,1014.07,1,10.201,9.47695,48.1949,82.0329,0.598737,0.598737,0.179621,0.179621,0.898256,0.773781,0.895003,0.773781,1.03248,0.773781
12,993.05,1,10.3694,9.85008,48.9854,73.5732,0.5688,0.5688,0.17064,0.17064,0.913881,0.754188,0.872341,0.754188,1.00634,0.754188
13,973.043,1,10.4141,9.75303,49.3059,68.6878,0.54036,0.54036,0.162108,0.162108,0.910204,0.735092,0.850252,0.735092,0.980859,0.735092
