time,median,p5,p15,p25,p35,p45,p55,p65,p75,p85,p95,split
-60,0,0,0,0,0,0,0,0,0,0,0,All
-59.7129,6.09686,4.07143,4.73868,5.19305,5.55881,5.9116,6.27977,6.67345,7.16116,7.79009,8.95233,All
-59.4257,11.3139,7.74643,8.93812,9.73881,10.375,10.9964,11.6236,12.296,13.1061,14.1476,16.0816,All
-59.1386,15.8309,11.0905,12.6959,13.7621,14.5989,15.4116,16.2416,17.1372,18.159,19.4867,21.9615,All
-58.8514,19.8033,14.123,16.0793,17.3394,18.3545,19.347,20.2673,21.3007,22.4988,24.0589,26.8219,All
-58.5643,23.3082,16.8952,19.1401,20.5264,21.6991,22.8,23.7985,24.9675,26.3641,28.0382,31.0676,All
-58.2771,26.4267,19.3793,21.8907,23.4326,24.6717,25.8671,26.9443,28.2563,29.7591,31.5724,34.9913,All
-57.99,28.9809,21.5351,24.1979,25.8239,27.1498,28.3826,29.5672,30.9791,32.553,34.6283,38.4099,All
-57.7028,25.2978,19.4159,21.4905,22.7693,23.8416,24.7732,25.8652,26.987,28.3536,30.1556,33.7351,All
-57.4157,22.401,17.2302,18.9753,20.0876,21.0024,21.947,22.8687,23.9549,25.2872,27.161,30.6564,All
-57.1285,20.1212,15.1068,16.7487,17.8052,18.7084,19.6383,20.5839,21.6448,23.1388,25.0318,28.5246,All
-56.8414,18.2765,13.1699,14.8374,15.904,16.8389,17.7962,18.791,19.9191,21.3764,23.3262,26.776,All
-56.5542,16.7879,11.443,13.2612,14.3143,15.3161,16.2895,17.3462,18.4838,19.9555,21.8458,25.3316,All
-56.2671,15.5816,10.0439,11.8962,13.0273,14.0535,15.0551,16.1296,17.3245,18.7725,20.6214,23.9601,All
-55.9799,14.5716,8.864,10.7468,11.9456,12.9849,14.026,15.1054,16.3351,17.7659,19.5475,22.7629,All
-55.6928,13.6886,7.87123,9.79409,11.0175,12.0863,13.1499,14.233,15.4495,16.8715,18.5652,21.7221,All
-55.4056,12.9138,7.10375,8.9958,10.2356,11.3208,12.3826,13.4583,14.6592,16.0036,17.6673,20.7393,All
-55.1185,12.2194,6.44724,8.30414,9.56546,10.6704,11.6869,12.7784,13.9504,15.2688,16.8755,19.9355,All
-54.8313,11.6111,5.89008,7.74316,8.98998,10.102,11.0831,12.1329,13.2817,14.5882,16.1757,19.1116,All
-54.5442,11.0729,5.41346,7.27042,8.48891,9.58805,10.5372,11.5613,12.6748,13.9295,15.5084,18.3559,All
-54.257,10.5481,5.02931,6.85956,8.03394,9.10941,10.0457,11.052,12.1089,13.3233,14.8707,17.602,All
-53.9699,10.071,4.73475,6.48158,7.64552,8.67204,9.60043,10.5772,11.5789,12.7863,14.2445,16.897,All
-53.6827,9.61947,4.4763,6.15331,7.28338,8.29314,9.19527,10.1195,11.1087,12.2571,13.6789,16.2593,All
-53.3956,9.22293,4.24586,5.851,6.96918,7.90895,8.80727,9.70224,10.633,11.7936,13.1812,15.6603,All
-53.1084,8.85991,4.02751,5.58723,6.67993,7.57405,8.43489,9.29558,10.2221,11.3294,12.6765,15.0852,All
