simulations,OFV
500,966.453
1000,967.434
1500,965.769
2000,966.251
2500,967.193
3000,966.607
3500,965.306
4000,965.1
4500,965.597
5000,965.569
5500,965.666
6000,965.801
6500,965.765
7000,965.745
7500,965.917
8000,965.902
8500,966.245
9000,965.956
9500,965.695
10000,965.579
10500,965.536
11000,965.626
11500,965.632
12000,965.478
12500,965.586
13000,965.684
13500,965.755
14000,965.733
14500,965.683
15000,965.699
15500,965.578
16000,965.516
16500,965.395
17000,965.399
17500,965.481
18000,965.484
18500,965.597
19000,965.601
19500,965.541
20000,965.519
20500,965.419
21000,965.319
21500,965.339
22000,965.403
22500,965.354
23000,965.188
23500,965.138
24000,965.145
24500,965.069
25000,965.123
25500,965.091
26000,965.005
26500,965.026
27000,964.985
27500,964.993
28000,965.04
28500,964.996
29000,965.064
29500,965.129
30000,965.178
