pwRes_abscissa,pwRes_cdf,iwRes_abscissa,iwRes_cdf,npde_abscissa,npde_cdf,split
-4,0,-4,0,-4,0,All
-0.250217,0.0104167,-0.336188,0.00104167,-0.296491,0.0104167,All
1.75101,0.0208333,-0.0944432,0.00208333,1.82203,0.0208333,All
2.7894,0.03125,-0.0264304,0.003125,2.74919,0.03125,All
3.85081,0.0416667,-0.0206105,0.00416667,2.75038,0.0416667,All
4.14889,0.0520833,0.0166268,0.00520833,2.75238,0.0520833,All
5.18031,0.0625,0.104882,0.00625,2.75248,0.0625,All
5.549,0.0729167,0.117865,0.00729167,2.75433,0.0729167,All
6.05233,0.0833333,0.177689,0.00833333,2.75444,0.0833333,All
6.88815,0.09375,0.440839,0.009375,2.75505,0.09375,All
7.67003,0.104167,0.617987,0.0104167,2.75558,0.104167,All
9.09166,0.114583,6.02011,0.0114583,2.7556,0.114583,All
9.2468,0.125,6.03025,0.0125,2.75668,0.125,All
9.31078,0.135417,6.23207,0.0135417,2.75792,0.135417,All
9.80183,0.145833,6.26139,0.0145833,2.75878,0.145833,All
9.88971,0.15625,6.33769,0.015625,2.75879,0.15625,All
10.6328,0.166667,6.41347,0.0166667,2.76176,0.166667,All
11.3124,0.177083,6.47964,0.0177083,2.76346,0.177083,All
11.7629,0.1875,6.48859,0.01875,2.76387,0.1875,All
11.883,0.197917,6.49735,0.0197917,2.76408,0.197917,All
12.865,0.208333,6.51936,0.0208333,2.76416,0.208333,All
12.9948,0.21875,6.53991,0.021875,2.76554,0.21875,All
13.7682,0.229167,6.54173,0.0229167,2.76779,0.229167,All
14.1516,0.239583,6.58907,0.0239583,2.76836,0.239583,All
14.8469,0.25,6.59036,0.025,2.76882,0.25,All
15.2838,0.260417,6.65435,0.0260417,2.76928,0.260417,All
15.6142,0.270833,6.65672,0.0270833,2.77196,0.270833,All
16.5386,0.28125,6.71964,0.028125,2.77198,0.28125,All
16.7469,0.291667,6.77747,0.0291667,2.77297,0.291667,All
17.5237,0.302083,6.95152,0.0302083,2.77342,0.302083,All
17.8006,0.3125,7.10856,0.03125,2.77394,0.3125,All
18.0208,0.322917,8.9784,0.0322917,2.77669,0.322917,All
18.1689,0.333333,9.16724,0.0333333,2.77823,0.333333,All
18.4547,0.34375,9.23392,0.034375,2.7796,0.34375,All
18.744,0.354167,9.30174,0.0354167,2.78393,0.354167,All
19.1326,0.364583,9.34777,0.0364583,2.78695,0.364583,All
19.5678,0.375,9.35172,0.0375,2.78792,0.375,All
20.2584,0.385417,9.3875,0.0385417,2.78909,0.385417,All
21.8724,0.395833,9.47588,0.0395833,2.7917,0.395833,All
22.1896,0.40625,9.49243,0.040625,2.79387,0.40625,All
22.8916,0.416667,9.7821,0.0416667,2.79494,0.416667,All
23.4999,0.427083,10.6442,0.0427083,2.79566,0.427083,All
23.9328,0.4375,10.6509,0.04375,2.79589,0.4375,All
26.765,0.447917,10.7005,0.0447917,2.79805,0.447917,All
27.4756,0.458333,10.806,0.0458333,2.80016,0.458333,All
27.9364,0.46875,10.8377,0.046875,2.80119,0.46875,All
27.9776,0.479167,10.8742,0.0479167,2.80659,0.479167,All
28.5886,0.489583,10.9202,0.0489583,2.80672,0.489583,All
30.0803,0.5,10.9238,0.05,2.80918,0.5,All
32.3197,0.510417,10.9286,0.0510417,2.81162,0.510417,All
32.7999,0.520833,10.9744,0.0520833,2.8128,0.520833,All
33.5613,0.53125,10.9806,0.053125,2.81299,0.53125,All
34.8793,0.541667,11.0024,0.0541667,2.81348,0.541667,All
36.0177,0.552083,11.0411,0.0552083,2.81358,0.552083,All
36.0919,0.5625,11.0578,0.05625,2.81476,0.5625,All
36.4598,0.572917,11.0614,0.0572917,2.81481,0.572917,All
38.2228,0.583333,11.0765,0.0583333,2.81505,0.583333,All
38.3143,0.59375,11.1052,0.059375,2.8154,0.59375,All
39.182,0.604167,11.1498,0.0604167,2.81855,0.604167,All
39.2379,0.614583,11.2238,0.0614583,2.81877,0.614583,All
41.9986,0.625,11.3193,0.0625,2.81933,0.625,All
42.0283,0.635417,11.3238,0.0635417,2.81964,0.635417,All
42.2511,0.645833,11.3242,0.0645833,2.82171,0.645833,All
42.6171,0.65625,11.4705,0.065625,2.82399,0.65625,All
43.3963,0.666667,11.4807,0.0666667,2.82477,0.666667,All
43.827,0.677083,11.5169,0.0677083,2.82479,0.677083,All
43.9801,0.6875,11.5465,0.06875,2.82566,0.6875,All
47.198,0.697917,11.6211,0.0697917,2.82627,0.697917,All
47.6253,0.708333,11.6225,0.0708333,2.83345,0.708333,All
48.0298,0.71875,11.628,0.071875,2.83541,0.71875,All
48.4525,0.729167,11.6465,0.0729167,2.83592,0.729167,All
48.9927,0.739583,11.6823,0.0739583,2.8371,0.739583,All
49.0376,0.75,11.6979,0.075,2.84584,0.75,All
50.2622,0.760417,11.703,0.0760417,2.84878,0.760417,All
51.9297,0.770833,11.7565,0.0770833,2.84885,0.770833,All
61.5164,0.78125,11.7601,0.078125,2.84887,0.78125,All
64.2795,0.791667,11.7768,0.0791667,2.84907,0.791667,All
66.2611,0.802083,11.8286,0.0802083,2.84956,0.802083,All
67.3981,0.8125,11.8348,0.08125,2.85084,0.8125,All
70.1595,0.822917,12.0042,0.0822917,2.85569,0.822917,All
71.4506,0.833333,12.1251,0.0833333,2.8585,0.833333,All
73.3811,0.84375,13.9589,0.084375,2.85992,0.84375,All
74.2722,0.854167,13.9948,0.0854167,2.8606,0.854167,All
76.9858,0.864583,14.2474,0.0864583,2.86175,0.864583,All
78.7295,0.875,14.2699,0.0875,2.86341,0.875,All
80.6136,0.885417,14.2813,0.0885417,2.86344,0.885417,All
82.1294,0.895833,14.32,0.0895833,2.86498,0.895833,All
85.9273,0.90625,14.3446,0.090625,2.86562,0.90625,All
87.1796,0.916667,14.3503,0.0916667,2.86616,0.916667,All
88.4097,0.927083,14.4391,0.0927083,2.86775,0.927083,All
89.1999,0.9375,14.4579,0.09375,2.86923,0.9375,All
90.9957,0.947917,15.0883,0.0947917,2.87018,0.947917,All
91.1629,0.958333,15.1475,0.0958333,2.8706,0.958333,All
104.318,0.96875,15.3515,0.096875,2.8706,0.96875,All
105.355,0.979167,15.378,0.0979167,2.87295,0.979167,All
112.475,0.989583,15.415,0.0989583,2.87525,0.989583,All
113.822,1,15.4594,0.1,2.87741,1,All
,,15.4802,0.101042,4,1,All
,,15.5075,0.102083,,,All
,,15.5397,0.103125,,,All
,,15.6119,0.104167,,,All
,,16.961,0.105208,,,All
,,17.1506,0.10625,,,All
,,17.2959,0.107292,,,All
,,17.3097,0.108333,,,All
,,17.3291,0.109375,,,All
,,17.3841,0.110417,,,All
,,17.4736,0.111458,,,All
,,17.5415,0.1125,,,All
,,17.5525,0.113542,,,All
,,17.679,0.114583,,,All
,,17.7463,0.115625,,,All
,,17.7519,0.116667,,,All
,,17.7813,0.117708,,,All
,,17.7856,0.11875,,,All
,,17.8022,0.119792,,,All
,,17.8355,0.120833,,,All
,,17.8534,0.121875,,,All
,,17.8683,0.122917,,,All
,,17.8783,0.123958,,,All
,,18.0961,0.125,,,All
,,18.1036,0.126042,,,All
,,18.1313,0.127083,,,All
,,18.1429,0.128125,,,All
,,18.212,0.129167,,,All
,,18.2131,0.130208,,,All
,,18.2231,0.13125,,,All
,,18.2465,0.132292,,,All
,,18.2525,0.133333,,,All
,,18.2679,0.134375,,,All
,,18.2803,0.135417,,,All
,,18.2976,0.136458,,,All
,,18.302,0.1375,,,All
,,18.3149,0.138542,,,All
,,18.3258,0.139583,,,All
,,18.3557,0.140625,,,All
,,18.3791,0.141667,,,All
,,18.4397,0.142708,,,All
,,18.4497,0.14375,,,All
,,18.462,0.144792,,,All
,,18.4901,0.145833,,,All
,,18.521,0.146875,,,All
,,18.5661,0.147917,,,All
,,18.5719,0.148958,,,All
,,18.5779,0.15,,,All
,,18.5975,0.151042,,,All
,,18.6567,0.152083,,,All
,,18.67,0.153125,,,All
,,18.7261,0.154167,,,All
,,18.7328,0.155208,,,All
,,18.7575,0.15625,,,All
,,18.7946,0.157292,,,All
,,18.891,0.158333,,,All
,,18.922,0.159375,,,All
,,18.9684,0.160417,,,All
,,19.0006,0.161458,,,All
,,19.0283,0.1625,,,All
,,19.0673,0.163542,,,All
,,19.068,0.164583,,,All
,,19.0906,0.165625,,,All
,,19.3108,0.166667,,,All
,,19.3797,0.167708,,,All
,,19.4116,0.16875,,,All
,,19.5436,0.169792,,,All
,,19.5524,0.170833,,,All
,,19.5551,0.171875,,,All
,,19.6376,0.172917,,,All
,,19.7084,0.173958,,,All
,,19.7382,0.175,,,All
,,19.7473,0.176042,,,All
,,20.1881,0.177083,,,All
,,21.4231,0.178125,,,All
,,21.4266,0.179167,,,All
,,21.5099,0.180208,,,All
,,21.5139,0.18125,,,All
,,21.5637,0.182292,,,All
,,21.6157,0.183333,,,All
,,21.6733,0.184375,,,All
,,21.72,0.185417,,,All
,,21.7501,0.186458,,,All
,,21.7519,0.1875,,,All
,,21.7579,0.188542,,,All
,,21.7589,0.189583,,,All
,,21.7613,0.190625,,,All
,,21.7732,0.191667,,,All
,,21.7916,0.192708,,,All
,,21.8394,0.19375,,,All
,,21.9287,0.194792,,,All
,,22.0015,0.195833,,,All
,,22.0967,0.196875,,,All
,,22.1625,0.197917,,,All
,,22.1706,0.198958,,,All
,,22.184,0.2,,,All
,,22.2323,0.201042,,,All
,,22.2836,0.202083,,,All
,,22.2908,0.203125,,,All
,,22.3536,0.204167,,,All
,,22.39,0.205208,,,All
,,22.4016,0.20625,,,All
,,22.4067,0.207292,,,All
,,22.4459,0.208333,,,All
,,23.2865,0.209375,,,All
,,23.3429,0.210417,,,All
,,23.3607,0.211458,,,All
,,23.4489,0.2125,,,All
,,23.4948,0.213542,,,All
,,23.5605,0.214583,,,All
,,23.6118,0.215625,,,All
,,23.663,0.216667,,,All
,,23.6912,0.217708,,,All
,,23.835,0.21875,,,All
,,24.3117,0.219792,,,All
,,24.4529,0.220833,,,All
,,24.5,0.221875,,,All
,,24.5413,0.222917,,,All
,,24.5459,0.223958,,,All
,,24.575,0.225,,,All
,,24.5903,0.226042,,,All
,,24.6009,0.227083,,,All
,,24.6231,0.228125,,,All
