simulations,OFV
500,1038.32
1000,1037.35
1500,1036.81
2000,1036.95
2500,1037.21
3000,1036.97
3500,1037.09
4000,1037.06
4500,1037.19
5000,1037.27
5500,1037.12
6000,1037.11
6500,1037
7000,1037.11
7500,1037.14
8000,1037.18
8500,1037.41
9000,1037.28
9500,1037.27
10000,1037.09
10500,1037.03
11000,1037.13
11500,1036.97
12000,1036.86
12500,1036.84
13000,1036.8
13500,1036.67
14000,1036.74
14500,1036.59
15000,1036.62
15500,1036.66
16000,1036.67
16500,1036.63
17000,1036.54
17500,1036.54
18000,1036.47
18500,1036.57
19000,1036.46
19500,1036.46
20000,1036.44
20500,1036.48
21000,1036.27
21500,1036.31
22000,1036.27
22500,1036.22
23000,1036.12
23500,1036.12
24000,1036.1
24500,1036.13
25000,1036.07
25500,1036.08
26000,1036.02
26500,1036.02
27000,1036.05
27500,1036.02
28000,1036.05
28500,1036.06
29000,1036.11
29500,1036.17
30000,1036.25
