pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-1.09588,0.170392,-3.67768,0.00191037,-2.08551,0.029328,All
-0.826896,0.42598,-3.56707,0.00382075,-1.69481,0.029328,All
-0.557908,0.383382,-3.45645,0.00191037,-1.30412,0.234624,All
-0.288921,1.10755,-3.34584,0.00191037,-0.913421,0.234624,All
-0.0199329,0.766764,-3.23523,0,-0.522724,0.469248,All
0.249055,0.255588,-3.12462,0.0114622,-0.132028,0.557232,All
0.518043,0.383382,-3.01401,0.00191037,0.258668,0.43992,All
0.78703,0.340784,-2.9034,0.0171934,0.649365,0.322608,All
1.05602,0.21299,-2.79278,0.0076415,1.04006,0.205296,All
1.32501,0.042598,-2.68217,0.00382075,1.43076,0.29328,All
,,-2.57156,0.0267452,,,All
,,-2.46095,0.0267452,,,All
,,-2.35034,0.0343867,,,All
,,-2.23973,0.0382075,,,All
,,-2.12911,0.0439386,,,All
,,-2.0185,0.0573112,,,All
,,-1.90789,0.10316,,,All
,,-1.79728,0.0821461,,,All
,,-1.68667,0.0859669,,,All
,,-1.57606,0.114622,,,All
,,-1.46545,0.135637,,,All
,,-1.35483,0.173844,,,All
,,-1.24422,0.191037,,,All
,,-1.13361,0.185306,,,All
,,-1.023,0.229245,,,All
,,-0.912388,0.265542,,,All
,,-0.801776,0.294198,,,All
,,-0.691165,0.35724,,,All
,,-0.580553,0.319033,,,All
,,-0.469941,0.389716,,,All
,,-0.35933,0.424103,,,All
,,-0.248718,0.391627,,,All
,,-0.138107,0.412641,,,All
,,-0.0274952,0.420282,,,All
,,0.0831164,0.418372,,,All
,,0.193728,0.382075,,,All
,,0.304339,0.387806,,,All
,,0.414951,0.364882,,,All
,,0.525563,0.330495,,,All
,,0.636174,0.330495,,,All
,,0.746786,0.298018,,,All
,,0.857397,0.324764,,,All
,,0.968009,0.263632,,,All
,,1.07862,0.20632,,,All
,,1.18923,0.181486,,,All
,,1.29984,0.141368,,,All
,,1.41046,0.129905,,,All
,,1.52107,0.108891,,,All
,,1.63168,0.0821461,,,All
,,1.74229,0.0630424,,,All
,,1.8529,0.061132,,,All
,,1.96351,0.0496697,,,All
,,2.07412,0.030566,,,All
,,2.18474,0.0401179,,,All
,,2.29535,0.0191037,,,All
,,2.40596,0.0210141,,,All
,,2.51657,0.0171934,,,All
,,2.62718,0.0248349,,,All
,,2.73779,0.0114622,,,All
,,2.84841,0.0076415,,,All
,,2.95902,0.00191037,,,All
,,3.06963,0.00573112,,,All
,,3.18024,0.00382075,,,All
,,3.29085,0.00382075,,,All
,,3.40146,0,,,All
,,3.51207,0,,,All
,,3.62269,0.00191037,,,All
,,3.7333,0,,,All
,,3.84391,0,,,All
,,3.95452,0.00191037,,,All
