pwRes_abscissa,pwRes_pdf,iwRes_abscissa,iwRes_pdf,npde_abscissa,npde_pdf,split
-3.14254,0.0188138,-4.47785,0.00181892,-2.57591,0.0199227,All
-2.5335,0,-4.36167,0,-2.00077,0,All
-1.92446,0,-4.2455,0,-1.42563,0.139459,All
-1.31542,0.169324,-4.12933,0,-0.850495,0.318763,All
-0.706382,0.39509,-4.01315,0.00363784,-0.275356,0.557836,All
-0.0973429,0.470345,-3.89698,0.00363784,0.299783,0.258995,All
0.511696,0.301021,-3.78081,0.00181892,0.874922,0.298841,All
1.12073,0.263393,-3.66463,0.00909461,1.45006,0.179304,All
1.72977,0.15051,-3.54846,0.0145514,2.0252,0.119536,All
2.33881,0.0376276,-3.43229,0.0109135,2.60034,0.0199227,All
,,-3.31612,0.00727569,,,All
,,-3.19994,0.00545676,,,All
,,-3.08377,0.00727569,,,All
,,-2.9676,0.00909461,,,All
,,-2.85142,0.00909461,,,All
,,-2.73525,0.00363784,,,All
,,-2.61908,0.00181892,,,All
,,-2.5029,0.00181892,,,All
,,-2.38673,0.00181892,,,All
,,-2.27056,0.00727569,,,All
,,-2.15439,0.00363784,,,All
,,-2.03821,0.00363784,,,All
,,-1.92204,0.0127325,,,All
,,-1.80587,0.00727569,,,All
,,-1.68969,0.0200081,,,All
,,-1.57352,0.0309217,,,All
,,-1.45735,0.0436541,,,All
,,-1.34117,0.0763947,,,All
,,-1.225,0.0763947,,,All
,,-1.10883,0.123687,,,All
,,-0.992656,0.145514,,,All
,,-0.876483,0.183711,,,All
,,-0.76031,0.245554,,,All
,,-0.644137,0.332863,,,All
,,-0.527964,0.452911,,,All
,,-0.411791,0.43836,,,All
,,-0.295618,0.576598,,,All
,,-0.179445,0.502022,,,All
,,-0.0632721,0.55659,,,All
,,0.0529009,0.474738,,,All
,,0.169074,0.451093,,,All
,,0.285247,0.400163,,,All
,,0.40142,0.38743,,,All
,,0.517593,0.389249,,,All
,,0.633766,0.401982,,,All
,,0.749939,0.329225,,,All
,,0.866112,0.285571,,,All
,,0.982285,0.280114,,,All
,,1.09846,0.210995,,,All
,,1.21463,0.127325,,,All
,,1.3308,0.109135,,,All
,,1.44698,0.0909461,,,All
,,1.56315,0.10186,,,All
,,1.67932,0.0782136,,,All
,,1.7955,0.0654812,,,All
,,1.91167,0.110954,,,All
,,2.02784,0.114592,,,All
,,2.14401,0.092765,,,All
,,2.26019,0.069119,,,All
,,2.37636,0.045473,,,All
,,2.49253,0.0218271,,,All
,,2.60871,0.0272838,,,All
,,2.72488,0.023646,,,All
,,2.84105,0.00909461,,,All
,,2.95723,0.0200081,,,All
,,3.0734,0.0163703,,,All
,,3.18957,0.0254649,,,All
,,3.30574,0.0272838,,,All
,,3.42192,0.00545676,,,All
,,3.53809,0.00545676,,,All
