fi_abscissa,fi_cdf,Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
0.371154,0,3.60216,0,18.6592,0,14.1304,0,1.90514,0.00714286,All
0.454321,0.00714286,4.54922,0.00714286,27.0089,0.00714286,14.1369,0.00714286,2.02712,0.0142857,All
0.462851,0.0142857,4.60903,0.0142857,27.5938,0.0142857,14.1369,0.0142857,3.35528,0.0214286,All
0.49788,0.0214286,4.75328,0.0214286,28.0034,0.0214286,14.1369,0.0214286,4.69162,0.0285714,All
0.499542,0.0285714,4.92284,0.0285714,28.66,0.0285714,14.1369,0.0285714,4.94475,0.0357143,All
0.512737,0.0357143,4.95637,0.0357143,29.3752,0.0357143,14.1369,0.0357143,5.05171,0.0428571,All
0.513523,0.0428571,4.99158,0.0428571,30.1055,0.0428571,14.1369,0.0428571,5.20783,0.05,All
0.515676,0.05,5.0296,0.05,30.9685,0.05,14.1369,0.05,5.74666,0.0571429,All
0.52046,0.0571429,5.03991,0.0571429,32.4389,0.0571429,14.1369,0.0571429,5.79886,0.0642857,All
0.52682,0.0642857,5.11064,0.0642857,32.8317,0.0642857,14.1369,0.0642857,6.09322,0.0714286,All
0.554904,0.0714286,5.21688,0.0714286,33.0462,0.0714286,14.1369,0.0714286,6.48546,0.0785714,All
0.736541,0.0785714,6.36027,0.0785714,33.8949,0.0785714,14.1369,0.0785714,8.36288,0.0857143,All
0.755788,0.0857143,6.44777,0.0857143,34.1312,0.0857143,14.1369,0.0857143,9.41759,0.0928571,All
0.763984,0.0928571,6.46354,0.0928571,34.2379,0.0928571,14.1369,0.0928571,9.89439,0.1,All
0.774926,0.1,6.56118,0.1,34.3876,0.1,14.1369,0.1,10.958,0.107143,All
0.775433,0.107143,6.57324,0.107143,34.562,0.107143,14.1369,0.107143,11.2705,0.114286,All
0.785583,0.114286,6.58601,0.114286,34.6458,0.114286,14.1369,0.114286,13.3737,0.121429,All
0.786811,0.121429,6.59003,0.121429,35.6031,0.121429,14.1369,0.121429,13.9225,0.128571,All
0.796486,0.128571,6.62959,0.128571,36.4075,0.128571,14.1369,0.128571,14.1353,0.135714,All
0.798971,0.135714,6.64444,0.135714,36.4775,0.135714,14.1369,0.135714,14.1503,0.142857,All
0.803853,0.142857,6.88349,0.142857,36.5612,0.142857,14.1369,0.142857,14.5035,0.15,All
0.81341,0.15,6.90391,0.15,36.7703,0.15,14.1369,0.15,14.8967,0.157143,All
0.8171,0.157143,7.30835,0.157143,37.1216,0.157143,14.1369,0.157143,15.6105,0.164286,All
0.818052,0.164286,8.05531,0.164286,37.9306,0.164286,14.1369,0.164286,15.8365,0.171429,All
0.824391,0.171429,8.239,0.171429,38.2931,0.171429,14.1369,0.171429,16.0803,0.178571,All
0.824462,0.178571,8.33377,0.178571,38.3354,0.178571,14.1369,0.178571,19.1625,0.185714,All
0.825791,0.185714,8.45844,0.185714,38.6617,0.185714,14.1369,0.185714,19.6273,0.192857,All
0.826519,0.192857,8.7996,0.192857,38.6641,0.192857,14.1369,0.192857,19.6924,0.2,All
0.827441,0.2,8.80667,0.2,38.7339,0.2,14.1369,0.2,20.6053,0.207143,All
0.83001,0.207143,8.91845,0.207143,38.9319,0.207143,14.1369,0.207143,20.9118,0.214286,All
0.830104,0.214286,8.93058,0.214286,39.218,0.214286,14.1369,0.214286,21.2261,0.221429,All
0.830254,0.221429,9.06877,0.221429,39.7753,0.221429,14.1369,0.221429,21.62,0.228571,All
0.831228,0.228571,9.07866,0.228571,39.8649,0.228571,14.1369,0.228571,21.6445,0.235714,All
0.836026,0.235714,9.21012,0.235714,39.9216,0.235714,14.1369,0.235714,22.8038,0.242857,All
0.836298,0.242857,9.24078,0.242857,40.2498,0.242857,14.1369,0.242857,23.0959,0.25,All
0.836383,0.25,9.25067,0.25,40.2554,0.25,14.1369,0.25,23.5356,0.257143,All
0.841044,0.257143,9.25712,0.257143,40.3078,0.257143,14.1369,0.257143,23.6221,0.264286,All
0.841313,0.264286,9.30714,0.264286,40.9954,0.264286,14.1369,0.264286,26.2062,0.271429,All
0.843593,0.271429,9.32873,0.271429,41.0115,0.271429,14.1369,0.271429,26.3859,0.278571,All
0.845854,0.278571,9.34745,0.278571,41.1024,0.278571,14.1369,0.278571,26.7851,0.285714,All
0.846225,0.285714,9.34922,0.285714,41.3428,0.285714,14.1369,0.285714,26.997,0.292857,All
0.847817,0.292857,9.35115,0.292857,41.3736,0.292857,14.1369,0.292857,27.1133,0.3,All
0.849889,0.3,9.3766,0.3,41.399,0.3,14.1369,0.3,28.1033,0.307143,All
0.853047,0.307143,9.39344,0.307143,41.5777,0.307143,14.1369,0.307143,29.3491,0.314286,All
0.855701,0.314286,9.39674,0.314286,42.109,0.314286,14.1369,0.314286,29.723,0.321429,All
0.857663,0.321429,9.42566,0.321429,42.288,0.321429,14.1369,0.321429,30.4954,0.328571,All
0.857937,0.328571,9.45198,0.328571,42.6598,0.328571,14.1369,0.328571,31.3958,0.335714,All
0.862105,0.335714,9.45862,0.335714,42.7026,0.335714,14.1369,0.335714,32.3963,0.342857,All
0.871825,0.342857,9.46034,0.342857,42.7478,0.342857,14.1369,0.342857,32.6911,0.35,All
0.872764,0.35,9.47261,0.35,42.877,0.35,14.1369,0.35,32.8853,0.357143,All
0.87782,0.357143,9.60622,0.357143,43.1913,0.357143,14.1369,0.357143,33.6878,0.364286,All
