fi_abscissa,fi_cdf,Cl_abscissa,Cl_cdf,V1_abscissa,V1_cdf,Q_abscissa,Q_cdf,V2_abscissa,V2_cdf,split
0.879109,0.364286,9.65531,0.364286,43.3392,0.364286,14.1369,0.364286,34.4073,0.371429,All
0.883872,0.371429,9.65552,0.371429,43.3518,0.371429,14.1369,0.371429,34.5557,0.378571,All
0.884889,0.378571,9.66261,0.378571,43.5648,0.378571,14.1369,0.378571,34.6678,0.385714,All
0.897011,0.385714,9.74417,0.385714,44.0394,0.385714,14.1369,0.385714,34.9297,0.392857,All
0.902648,0.392857,9.75047,0.392857,44.0619,0.392857,14.1369,0.392857,35.4393,0.4,All
0.904107,0.4,9.76024,0.4,44.0716,0.4,14.1369,0.4,35.9018,0.407143,All
0.904297,0.407143,9.81063,0.407143,44.2607,0.407143,14.1369,0.407143,35.9622,0.414286,All
0.905536,0.414286,9.81621,0.414286,44.3432,0.414286,14.1369,0.414286,37.5198,0.421429,All
0.90638,0.421429,9.82968,0.421429,44.4787,0.421429,14.1369,0.421429,38.2844,0.428571,All
0.906841,0.428571,9.86136,0.428571,44.7268,0.428571,14.1369,0.428571,38.4282,0.435714,All
0.908153,0.435714,9.89204,0.435714,44.8187,0.435714,14.1369,0.435714,39.756,0.442857,All
0.909921,0.442857,9.94689,0.442857,44.8196,0.442857,14.1369,0.442857,40.9882,0.45,All
0.90994,0.45,10.0437,0.45,44.8521,0.45,14.1369,0.45,41.3891,0.457143,All
0.912413,0.457143,10.0767,0.457143,44.9502,0.457143,14.1369,0.457143,41.7869,0.464286,All
0.913182,0.464286,10.077,0.464286,45.2178,0.464286,14.1369,0.464286,43.4314,0.471429,All
0.913275,0.471429,10.079,0.471429,45.557,0.471429,14.1369,0.471429,43.5411,0.478571,All
0.913724,0.478571,10.1076,0.478571,45.7356,0.478571,14.1369,0.478571,43.6894,0.485714,All
0.921396,0.485714,10.1435,0.485714,45.7791,0.485714,14.1369,0.485714,47.3762,0.492857,All
0.922663,0.492857,10.2747,0.492857,45.8289,0.492857,14.1369,0.492857,48.0081,0.5,All
0.925834,0.5,10.334,0.5,45.8744,0.5,14.1369,0.5,48.6969,0.507143,All
0.925881,0.507143,10.521,0.507143,46.0477,0.507143,14.1369,0.507143,49.7215,0.514286,All
0.925994,0.514286,10.5215,0.514286,46.0569,0.514286,14.1369,0.514286,49.9467,0.521429,All
0.926287,0.521429,10.5294,0.521429,46.474,0.521429,14.1369,0.521429,50.2129,0.528571,All
0.930933,0.528571,10.5574,0.528571,46.8417,0.528571,14.1369,0.528571,50.9914,0.535714,All
0.940814,0.535714,10.5631,0.535714,46.9043,0.535714,14.1369,0.535714,53.2965,0.542857,All
0.945838,0.542857,10.6251,0.542857,47.1851,0.542857,14.1369,0.542857,53.8217,0.55,All
0.947015,0.55,10.8004,0.55,47.8046,0.55,14.1369,0.55,55.655,0.557143,All
0.951402,0.557143,10.8366,0.557143,48.2108,0.557143,14.1369,0.557143,55.8937,0.564286,All
0.954124,0.564286,10.8401,0.564286,48.2194,0.564286,14.1369,0.564286,56.222,0.571429,All
0.956263,0.571429,10.878,0.571429,48.2251,0.571429,14.1369,0.571429,56.8479,0.578571,All
0.956553,0.578571,10.9175,0.578571,48.7927,0.578571,14.1369,0.578571,56.9111,0.585714,All
0.956702,0.585714,10.9265,0.585714,49.0603,0.585714,14.1369,0.585714,57.0333,0.592857,All
0.959781,0.592857,11.0196,0.592857,49.4139,0.592857,14.1369,0.592857,58.0515,0.6,All
0.964205,0.6,11.0947,0.6,49.5812,0.6,14.1369,0.6,58.1199,0.607143,All
0.9702,0.607143,11.439,0.607143,49.6036,0.607143,14.1369,0.607143,58.6175,0.614286,All
0.970504,0.614286,11.4394,0.614286,49.6649,0.614286,14.1369,0.614286,58.9163,0.621429,All
0.974163,0.621429,11.5079,0.621429,49.8341,0.621429,14.1369,0.621429,59.4998,0.628571,All
0.974438,0.628571,11.5387,0.628571,50.144,0.628571,14.1369,0.628571,60.7536,0.635714,All
0.974554,0.635714,11.5395,0.635714,50.3286,0.635714,14.1369,0.635714,62.7687,0.642857,All
0.975368,0.642857,11.5565,0.642857,50.3819,0.642857,14.1369,0.642857,63.4341,0.65,All
0.981763,0.65,11.6067,0.65,50.4729,0.65,14.1369,0.65,64.5667,0.657143,All
0.984814,0.657143,11.6345,0.657143,50.8556,0.657143,14.1369,0.657143,68.2815,0.664286,All
0.988844,0.664286,11.6617,0.664286,50.9072,0.664286,14.1369,0.664286,68.4338,0.671429,All
0.992345,0.671429,11.6709,0.671429,50.9365,0.671429,14.1369,0.671429,69.5484,0.678571,All
0.995691,0.678571,11.6981,0.678571,51.0266,0.678571,14.1369,0.678571,72.3911,0.685714,All
0.996036,0.685714,11.7005,0.685714,51.0858,0.685714,14.1369,0.685714,73.0725,0.692857,All
0.997368,0.692857,11.7009,0.692857,51.2576,0.692857,14.1369,0.692857,74.43,0.7,All
0.997897,0.7,11.7415,0.7,51.3439,0.7,14.1369,0.7,75.7555,0.707143,All
1.00031,0.707143,11.7481,0.707143,51.4216,0.707143,14.1369,0.707143,75.9082,0.714286,All
1.00153,0.714286,11.7739,0.714286,51.5275,0.714286,14.1369,0.714286,77.1571,0.721429,All
1.02416,0.721429,11.8399,0.721429,51.6753,0.721429,14.1369,0.721429,77.3774,0.728571,All
1.0242,0.728571,11.8781,0.728571,51.7326,0.728571,14.1369,0.728571,77.8203,0.735714,All
1.0246,0.735714,11.887,0.735714,52.3238,0.735714,14.1369,0.735714,79.1049,0.742857,All
1.0286,0.742857,11.9344,0.742857,52.4668,0.742857,14.1369,0.742857,79.5276,0.75,All
1.04208,0.75,11.9397,0.75,52.5168,0.75,14.1369,0.75,84.0084,0.757143,All
1.04623,0.757143,11.9901,0.757143,52.5671,0.757143,14.1369,0.757143,84.3537,0.764286,All
1.05324,0.764286,12.0002,0.764286,52.7671,0.764286,14.1369,0.764286,85.5539,0.771429,All
1.05372,0.771429,12.0419,0.771429,52.8237,0.771429,14.1369,0.771429,87.6299,0.778571,All
1.05645,0.778571,12.1501,0.778571,52.9461,0.778571,14.1369,0.778571,89.4917,0.785714,All
1.06372,0.785714,12.1712,0.785714,53.6964,0.785714,14.1369,0.785714,91.1035,0.792857,All
1.07284,0.792857,12.239,0.792857,53.851,0.792857,14.1369,0.792857,99.8852,0.8,All
1.08615,0.8,12.2555,0.8,54.0986,0.8,14.1369,0.8,101.043,0.807143,All
1.0992,0.807143,12.285,0.807143,54.2822,0.807143,14.1369,0.807143,101.693,0.814286,All
1.10406,0.814286,12.3345,0.814286,54.7162,0.814286,14.1369,0.814286,108.222,0.821429,All
1.10631,0.821429,12.3913,0.821429,55.5532,0.821429,14.1369,0.821429,116.373,0.828571,All
1.10778,0.828571,12.4274,0.828571,55.8857,0.828571,14.1369,0.828571,116.731,0.835714,All
1.11117,0.835714,12.4729,0.835714,56.2847,0.835714,14.1369,0.835714,118.101,0.842857,All
1.11249,0.842857,12.4834,0.842857,56.8994,0.842857,14.1369,0.842857,125.209,0.85,All
1.12364,0.85,12.4928,0.85,56.9958,0.85,14.1369,0.85,126.539,0.857143,All
1.12504,0.857143,12.5846,0.857143,57.1041,0.857143,14.1369,0.857143,133.649,0.864286,All
1.13242,0.864286,12.6991,0.864286,57.1205,0.864286,14.1369,0.864286,148.181,0.871429,All
1.13421,0.871429,12.7048,0.871429,57.8518,0.871429,14.1369,0.871429,148.314,0.878571,All
1.13478,0.878571,12.7858,0.878571,57.9387,0.878571,14.1369,0.878571,157.295,0.885714,All
1.13718,0.885714,12.8488,0.885714,57.9423,0.885714,14.1369,0.885714,157.34,0.892857,All
1.13911,0.892857,12.8606,0.892857,59.0621,0.892857,14.1369,0.892857,157.678,0.9,All
1.14542,0.9,12.9066,0.9,59.3758,0.9,14.1369,0.9,161.524,0.907143,All
1.14788,0.907143,12.922,0.907143,59.5854,0.907143,14.1369,0.907143,166.609,0.914286,All
1.15176,0.914286,12.9339,0.914286,60.1549,0.914286,14.1369,0.914286,167.858,0.921429,All
1.1566,0.921429,12.9915,0.921429,60.4124,0.921429,14.1369,0.921429,174.931,0.928571,All
1.16435,0.928571,13.0388,0.928571,60.6521,0.928571,14.1369,0.928571,209.535,0.935714,All
1.16524,0.935714,13.0617,0.935714,62.5972,0.935714,14.1369,0.935714,219.569,0.942857,All
1.17109,0.942857,13.1189,0.942857,63.1345,0.942857,14.1369,0.942857,248.177,0.95,All
1.17431,0.95,13.201,0.95,66.1439,0.95,14.1369,0.95,263.038,0.957143,All
1.19697,0.957143,13.2512,0.957143,68.5179,0.957143,14.1369,0.957143,270.476,0.964286,All
1.19827,0.964286,13.4896,0.964286,71.592,0.964286,14.1369,0.964286,279.181,0.971429,All
1.20779,0.971429,13.5315,0.971429,73.3568,0.971429,14.1369,0.971429,296.942,0.978571,All
1.216,0.978571,13.5429,0.978571,74.3692,0.978571,14.1369,0.978571,324.319,0.985714,All
1.22216,0.985714,13.7589,0.985714,74.5222,0.985714,14.1369,0.985714,341.004,0.992857,All
1.22332,0.992857,13.8039,0.992857,74.9792,0.992857,14.1369,0.992857,570.074,1,All
1.22807,1,13.993,1,76.0528,1,14.1369,1,570.074,1,All
2.2343,1,27.427,1,115.185,1,14.1434,1,570.074,1,All
