iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,corr_V2_V1,a1,a2
1,1480.97,1,5.16,21.01,5.51,25.66,1,1,1,1,0.998761,1,1
2,1467.64,1,4.24304,24.7542,8.75702,30.5245,0.974679,0.974679,1.06248,0.974679,0.998761,0.974679,0.974679
3,1451.12,1,4.28004,25.6116,7.95193,31.8979,0.95,0.95,1.03557,0.95,0.998761,0.95,0.95
4,1434.33,1,4.23792,23.7771,9.4324,29.657,0.925945,0.925945,1.00935,0.925945,0.998761,0.925945,0.925945
5,1428.86,1,4.00663,25.185,9.25909,31.2255,0.9025,0.9025,0.989656,0.9025,0.998761,0.9025,0.9025
6,1422.46,1,3.81131,23.563,10.3839,29.2599,0.879648,0.879648,0.964598,0.879648,0.998761,0.879648,0.879648
7,1407.37,1,4.01284,25.7871,11.8641,31.9718,0.857375,0.857375,0.940174,0.857375,0.998761,0.857375,0.857375
8,1390.28,1,4.13836,24.9131,13.434,30.4705,0.835666,0.835666,0.916368,0.835666,0.998761,0.835666,0.835666
9,1387.23,1,4.48252,29.0858,13.5534,35.4912,0.814506,0.814506,0.909002,0.814506,0.998761,0.814506,0.814506
10,1365.54,1,4.43835,26.456,12.5842,32.3535,0.793882,0.793882,0.885986,0.793882,0.998761,0.793882,0.793882
11,1360.26,1,4.57879,28.6043,10.8632,34.8067,0.773781,0.773781,0.87037,0.773781,0.998761,0.773781,0.773781
12,1341.77,1,4.71024,27.5499,10.4943,33.4721,0.754188,0.754188,0.854565,0.754188,0.998761,0.754188,0.754188
13,1342.93,1,4.68771,27.3271,12.0206,33.2242,0.735092,0.735092,0.832926,0.735092,0.998761,0.735092,0.735092
14,1328.79,1,4.31303,27.4839,10.8758,33.6525,0.716479,0.716479,0.842775,0.716479,0.998761,0.716479,0.716479
15,1316.27,1,4.48874,27.3279,12.7002,33.4705,0.698337,0.698337,0.883237,0.698337,0.998761,0.698337,0.698337
16,1318.89,1,4.39554,24.2809,13.6701,29.6392,0.680655,0.680655,0.892197,0.680655,0.998761,0.680655,0.680655
17,1291.55,1,4.43692,23.5177,12.2441,28.9984,0.66342,0.66342,0.869606,0.66342,0.998761,0.66342,0.66342
18,1284.73,1,4.62874,26.5385,13.2854,32.7817,0.646622,0.646622,0.847587,0.646622,0.998761,0.646622,0.646622
19,1272.08,1,4.46661,24.1196,13.3405,29.6622,0.630249,0.630249,0.922634,0.630249,0.998761,0.630249,0.630249
20,1265.81,1,4.69962,22.3968,11.7065,27.5474,0.614291,0.614291,0.899272,0.614291,0.998761,0.614291,0.614291
21,1251.16,1,4.75794,19.942,11.8465,24.7414,0.598737,0.598737,0.876502,0.598737,0.998761,0.598737,0.598737
22,1233.26,1,4.75849,21.5701,11.3033,26.7785,0.583577,0.583577,0.854308,0.583577,0.998761,0.583577,0.583577
23,1217.74,1,4.54282,22.4582,9.37257,28.0973,0.5688,0.5688,0.832677,0.5688,0.998761,0.5688,0.5688
24,1204.36,1,4.62468,22.9045,9.16309,28.5499,0.554398,0.554398,0.811593,0.554398,0.998761,0.554398,0.554398
25,1212.12,1,4.72281,23.0321,8.88358,28.7665,0.54036,0.54036,0.791043,0.54036,0.998761,0.54036,0.54036
26,1194.66,1,4.71968,24.7312,8.02054,31.1354,0.526678,0.526678,0.771013,0.526678,0.998761,0.526678,0.526678
27,1183.94,1,4.66022,25.6888,8.86911,32.4535,0.513342,0.513342,0.751491,0.513342,0.998761,0.513342,0.513342
28,1171.45,1,4.70755,25.0333,10.362,31.3502,0.500344,0.500344,0.732463,0.500344,0.998761,0.500344,0.500344
29,1158.77,1,4.73658,22.6323,10.4468,28.2267,0.487675,0.487675,0.713916,0.487675,0.998761,0.487675,0.487675
30,1147.01,1,4.81346,23.6028,8.54846,29.2399,0.475327,0.475327,0.69584,0.475327,0.998761,0.475327,0.475327
31,1149.58,1,4.69508,24.8389,7.78712,30.4426,0.463291,0.463291,0.684364,0.463291,0.998761,0.463291,0.463291
32,1136.19,1,4.56201,24.9836,7.4395,30.6147,0.45156,0.45156,0.667036,0.45156,0.998761,0.45156,0.45156
33,1125.55,1,4.69956,26.2192,8.0187,32.0298,0.440127,0.440127,0.650146,0.440127,0.998761,0.440127,0.440127
34,1111.33,1,4.54076,25.2796,8.04877,30.8803,0.428982,0.428982,0.633684,0.428982,0.998761,0.428982,0.428982
35,1099.75,1,4.60695,23.3675,8.9293,28.5477,0.41812,0.41812,0.617639,0.41812,0.998761,0.41812,0.41812
36,1095.94,1,4.69989,22.8266,9.95041,27.9025,0.407533,0.407533,0.623692,0.407533,0.998761,0.407533,0.407533
37,1082.27,1,4.69259,22.3289,9.60976,27.2246,0.397214,0.397214,0.638105,0.397214,0.998761,0.397214,0.397214
38,1072.73,1,4.70372,22.9318,9.36385,27.9941,0.387157,0.387157,0.621948,0.387157,0.998761,0.387157,0.387157
39,1064.54,1,4.76691,21.7283,10.0648,26.5239,0.377354,0.377354,0.6062,0.377354,0.998761,0.377354,0.377354
40,1062.89,1,4.77469,21.6608,8.90157,26.4616,0.367799,0.367799,0.59085,0.367799,0.998761,0.367799,0.367799
