iteration,convergenceIndicator,phase,Cl_pop,V1_pop,Q_pop,V2_pop,omega_Cl,omega_V1,omega_Q,omega_V2,a1,b1,a2,b2
195,859.055,1,5.10254,21.0984,5.44314,26.5124,0.246036,0.245676,0.616942,0.411647,0.304273,2.22045e-16,0.0340727,0.0115971
196,853.42,1,5.14834,20.8578,5.76215,27.3374,0.249464,0.24596,0.623387,0.415365,0.301351,2.22045e-16,0.0368882,0.00995704
197,853.767,1,5.15684,21.0772,5.68979,27.5364,0.24527,0.241863,0.611782,0.431645,0.299367,2.22045e-16,0.0351224,0.0108892
198,852.773,1,5.13403,20.5345,5.83896,27.4982,0.249262,0.236571,0.652022,0.420715,0.302497,2.22045e-16,0.0338397,0.010907
199,857.409,1,5.14489,21.0102,5.84964,26.7929,0.257973,0.238754,0.683029,0.410062,0.302145,2.22045e-16,0.0388357,0.00949974
200,851.414,1,5.17759,20.6442,5.87728,24.9962,0.258603,0.232709,0.705089,0.399679,0.300547,2.22045e-16,0.0306397,0.0121285
201,856.907,1,5.1744,20.2092,6.08079,25.0473,0.252055,0.260609,0.710295,0.389559,0.302178,2.22045e-16,0.0327498,0.0114929
202,858.694,1,5.1691,20.8105,6.16031,23.9425,0.25022,0.254011,0.723136,0.433877,0.304199,2.22045e-16,0.0417887,0.00780231
203,855.178,1,5.14415,20.9043,5.82455,26.7183,0.249442,0.252701,0.742489,0.422891,0.305564,2.22045e-16,0.0453808,0.00605951
204,849.729,1,5.12649,20.9493,5.47733,26.2395,0.249095,0.246644,0.723689,0.412183,0.302621,2.22045e-16,0.0331551,0.0105659
205,842.838,1,5.1314,21.2709,5.31508,27.2615,0.247399,0.240399,0.705365,0.401746,0.300601,2.22045e-16,0.0352148,0.00977185
206,847.268,1,5.10915,21.3053,5.01624,28.171,0.255931,0.234791,0.687504,0.391574,0.309828,2.22045e-16,0.0315348,0.0108229
207,854.631,1,5.12321,21.5087,5.31188,28.7359,0.259705,0.229224,0.708016,0.439839,0.301637,2.22045e-16,0.0329934,0.0110393
208,846.483,1,5.13788,21.1608,5.43378,28.0588,0.256881,0.22342,0.705634,0.428702,0.30417,2.22045e-16,0.0347066,0.00991344
209,852.38,1,5.16143,21.5211,5.34632,29.7365,0.250377,0.219364,0.687767,0.41788,0.304249,2.22045e-16,0.0297418,0.0124118
210,846.347,1,5.12915,21.6772,5.37873,27.6372,0.256924,0.231899,0.670352,0.447499,0.304097,2.22045e-16,0.0331434,0.0101216
211,849.399,1,5.12133,21.3076,5.53661,27.797,0.263047,0.226027,0.653379,0.476281,0.308897,2.22045e-16,0.0414764,0.00689921
212,852.756,1,5.11968,21.3087,5.51202,27.7116,0.260952,0.246323,0.653013,0.464221,0.304119,2.22045e-16,0.0303162,0.0116306
213,851.727,1,5.12395,21.3822,5.39595,28.4813,0.260043,0.254605,0.664429,0.452467,0.308571,2.22045e-16,0.0357954,0.00894282
214,851.735,1,5.10911,21.5239,5.20327,28.3237,0.258265,0.248158,0.657947,0.44101,0.304649,2.22045e-16,0.0274748,0.0127168
215,852.551,1,5.10309,21.298,5.36116,28.2139,0.256671,0.245239,0.678618,0.429843,0.310782,2.22045e-16,0.0351441,0.00931564
216,853.123,1,5.09721,21.0402,5.64125,26.6259,0.256852,0.23903,0.661435,0.453123,0.30469,2.22045e-16,0.0280677,0.0126759
217,860.093,1,5.13718,21.5091,5.45971,26.5607,0.258984,0.259182,0.644687,0.471793,0.30409,2.22045e-16,0.0338466,0.0109067
218,854.992,1,5.13073,21.176,5.47308,26.1923,0.254239,0.25262,0.637033,0.51236,0.301141,2.22045e-16,0.0320801,0.0110991
219,854.867,1,5.12871,21.2496,5.62251,26.8651,0.256917,0.248165,0.620903,0.499387,0.303789,2.22045e-16,0.0366832,0.00950087
220,860.499,1,5.10376,21.4867,5.50061,27.7429,0.25433,0.242993,0.611065,0.486742,0.306347,2.22045e-16,0.036812,0.0102149
221,857.612,1,5.11615,21.7297,5.40922,28.916,0.25787,0.241505,0.62602,0.474417,0.305497,2.22045e-16,0.0264996,0.0138072
222,851.072,1,5.13325,21.8019,5.45567,29.75,0.255988,0.243396,0.610317,0.462405,0.305695,2.22045e-16,0.0350439,0.0103535
223,853.4,1,5.14176,21.584,5.52778,28.9189,0.252077,0.254118,0.660032,0.450696,0.303651,2.22045e-16,0.0355867,0.0100209
224,854.628,1,5.13239,21.0759,5.57643,28.9169,0.251053,0.247684,0.691335,0.439285,0.300255,2.22045e-16,0.0415943,0.00821989
225,850.523,1,5.14958,21.5929,5.47828,26.7463,0.252785,0.241412,0.67383,0.428162,0.300017,2.22045e-16,0.0294165,0.0127976
226,857.828,1,5.17031,21.4723,5.68815,28.3983,0.269258,0.251112,0.674863,0.41732,0.303327,2.22045e-16,0.0344059,0.0111337
227,859.215,1,5.16217,21.4006,5.58254,27.1425,0.268126,0.25652,0.668632,0.406754,0.307766,2.22045e-16,0.0383911,0.00967341
228,860.38,1,5.15407,21.3197,5.57098,25.4245,0.269362,0.250025,0.693768,0.396454,0.308931,2.22045e-16,0.0411068,0.00866007
229,856.918,1,5.13848,21.2618,5.33916,26.7805,0.265603,0.279676,0.676201,0.386416,0.30309,2.22045e-16,0.056869,0.00262952
230,856.187,1,5.15633,21.4154,5.24362,27.1129,0.265145,0.272594,0.659079,0.376632,0.306778,2.22045e-16,0.0440396,0.00735902
231,847.88,1,5.15875,21.5131,5.44559,26.4858,0.258431,0.265692,0.642391,0.367095,0.296559,2.22045e-16,0.0424216,0.00780303
232,845.018,1,5.13413,21.1873,5.43136,25.5559,0.259087,0.258965,0.643597,0.3578,0.301151,2.22045e-16,0.040632,0.00806858
233,843.244,1,5.11269,20.7035,5.62643,24.2699,0.257844,0.252408,0.68329,0.34874,0.304524,2.22045e-16,0.0422179,0.00745173
234,840.452,1,5.14725,20.5019,5.63828,24.8877,0.2578,0.246016,0.68841,0.33991,0.301909,2.22045e-16,0.0452394,0.00583712
235,845.812,1,5.15406,20.6446,5.85697,25.1268,0.251694,0.246556,0.696212,0.331303,0.300501,2.22045e-16,0.042147,0.00780756
236,843.411,1,5.14971,20.7966,5.77147,25.4165,0.259941,0.240313,0.689429,0.322915,0.304243,2.22045e-16,0.0433439,0.00698191
237,839.953,1,5.11395,20.5014,5.88275,26.3406,0.269121,0.234228,0.671972,0.314738,0.307386,2.22045e-16,0.041881,0.00675085
238,844.934,1,5.11773,21.0095,5.65693,26.4242,0.271223,0.230715,0.654958,0.319297,0.307396,2.22045e-16,0.0471331,0.0052977
239,834.756,1,5.1323,21.0517,5.56918,25.8465,0.264355,0.230585,0.673626,0.339211,0.302838,2.22045e-16,0.0431059,0.005741
240,838.013,1,5.12509,21.1613,5.35044,26.2813,0.265804,0.254181,0.670945,0.330622,0.305666,2.22045e-16,0.0467922,0.00428993
241,843.071,1,5.14638,20.9837,5.68339,25.7886,0.266907,0.247745,0.667272,0.334737,0.308728,2.22045e-16,0.0460514,0.00503852
242,835.228,1,5.1316,20.8944,5.60979,26.1401,0.266861,0.249969,0.665344,0.326261,0.307656,2.22045e-16,0.0396857,0.00679862
243,840.033,1,5.14373,20.987,5.67987,25.7381,0.261676,0.24364,0.698447,0.318,0.300128,2.22045e-16,0.0404805,0.00760427
244,848.304,1,5.13325,20.9915,5.54264,25.686,0.25505,0.238779,0.747117,0.310646,0.305654,2.22045e-16,0.0336162,0.0106372
245,848.064,1,5.14988,20.8069,5.64763,26.6891,0.251089,0.254061,0.736553,0.318251,0.302618,2.22045e-16,0.0369979,0.00936742
246,842.588,1,5.12942,21.1432,5.45985,25.5196,0.259943,0.247628,0.717904,0.310193,0.308167,2.22045e-16,0.0303398,0.011631
247,848.857,1,5.08871,21.0004,5.32994,24.69,0.253361,0.241358,0.734653,0.302338,0.305233,2.22045e-16,0.0206172,0.0162174
248,850.113,1,5.12567,20.8815,5.44408,23.5544,0.247969,0.237178,0.716051,0.294683,0.305829,2.22045e-16,0.0306716,0.0128345
249,844.845,1,5.13272,21.0267,5.28214,24.842,0.250905,0.231173,0.715044,0.287222,0.303473,2.22045e-16,0.0334609,0.011146
250,841.372,1,5.1634,21.3434,5.24082,24.1229,0.251711,0.246288,0.696938,0.279949,0.302267,2.22045e-16,0.0481567,0.00546968
251,844.547,1,5.17807,21.0059,5.70183,25.6552,0.256854,0.248756,0.690195,0.27286,0.304506,2.22045e-16,0.0558593,0.00278535
252,844.852,1,5.15951,20.5949,5.80542,25.1369,0.251842,0.242457,0.711264,0.265952,0.304402,2.22045e-16,0.0376773,0.0097302
253,838.993,1,5.16302,20.8421,5.55216,26.3944,0.255083,0.236318,0.721528,0.27379,0.303533,2.22045e-16,0.0345561,0.0100602
254,844.028,1,5.15749,20.7653,5.64545,26.2947,0.257121,0.242035,0.772036,0.298955,0.303742,2.22045e-16,0.0376997,0.00866304
255,845.957,1,5.14564,20.9311,5.77607,27.3893,0.2596,0.235906,0.752488,0.30963,0.30744,2.22045e-16,0.0356675,0.00946629
256,850.482,1,5.14481,20.7364,5.88952,26.682,0.265886,0.253281,0.733434,0.30179,0.308834,2.22045e-16,0.0414774,0.00767072
257,858.613,1,5.11366,20.4969,5.98416,25.5162,0.267453,0.255503,0.726548,0.335914,0.307845,2.22045e-16,0.0342347,0.0109163
258,846.846,1,5.11586,20.4832,6.00138,25.5743,0.263125,0.258656,0.708152,0.327409,0.307679,2.22045e-16,0.032523,0.0103705
259,844.576,1,5.1463,21.0228,6.10292,25.8977,0.257685,0.252107,0.690221,0.335028,0.307817,2.22045e-16,0.036219,0.00906066
260,847.207,1,5.14021,20.9342,5.95872,25.2274,0.263842,0.245723,0.672744,0.326545,0.305371,2.22045e-16,0.0395988,0.00860744
261,844.122,1,5.14826,21.2448,5.66492,25.0646,0.260876,0.239502,0.65571,0.343311,0.30627,2.22045e-16,0.0152055,0.0174349
262,850.555,1,5.12365,21.0551,5.71088,24.8495,0.258054,0.233912,0.670176,0.345385,0.302763,2.22045e-16,0.028835,0.0129891
263,846.249,1,5.15959,21.0259,5.63752,24.5652,0.257691,0.227989,0.658664,0.336639,0.301324,2.22045e-16,0.0392691,0.00911828
264,840.364,1,5.1538,21.3142,5.46698,24.8013,0.255489,0.23857,0.660615,0.328116,0.303202,2.22045e-16,0.0411412,0.00756914
265,844.536,1,5.11478,21.069,5.48189,24.1588,0.266063,0.232529,0.643887,0.319807,0.303862,2.22045e-16,0.0465174,0.00626859
266,847.117,1,5.13308,21.3363,5.27824,23.6626,0.26288,0.226641,0.627584,0.329007,0.302498,2.22045e-16,0.0388757,0.00939759
267,852.247,1,5.15713,21.6402,5.19804,23.9742,0.256367,0.246221,0.6541,0.340851,0.300282,2.22045e-16,0.0287945,0.0134221
268,852.918,1,5.13473,21.1331,5.40751,24.3068,0.257193,0.239987,0.658101,0.33222,0.305524,2.22045e-16,0.0346421,0.0112188
269,850.477,1,5.14743,21.3685,5.2301,24.501,0.253595,0.23391,0.650887,0.335471,0.300142,2.22045e-16,0.0310451,0.012667
270,857.872,1,5.13387,21.3736,5.40668,25.2914,0.259572,0.234199,0.698649,0.326977,0.302971,2.22045e-16,0.0382018,0.0103897
271,859.865,1,5.16163,21.3489,5.58234,26.683,0.258979,0.244443,0.680959,0.335587,0.30383,2.22045e-16,0.0394,0.0100098
272,856.737,1,5.15659,21.1838,5.53194,24.9369,0.260753,0.252258,0.663716,0.327089,0.295398,2.22045e-16,0.0456584,0.008213
273,845.825,1,5.16935,21.3804,5.22715,24.414,0.255734,0.24587,0.646911,0.318807,0.300653,2.22045e-16,0.0493476,0.00560891
274,854.616,1,5.16088,21.1257,5.38146,23.6821,0.249782,0.258785,0.665782,0.310735,0.299011,2.22045e-16,0.0365697,0.0114474
275,850.274,1,5.16564,20.8688,5.66381,24.2166,0.249638,0.255526,0.649513,0.312338,0.298924,2.22045e-16,0.046483,0.00684486
276,846.923,1,5.18893,21.144,5.88469,22.3249,0.257601,0.249056,0.633067,0.322246,0.305614,2.22045e-16,0.043291,0.00732386
277,851.164,1,5.13311,20.7028,5.76449,22.3291,0.262103,0.244943,0.617037,0.337562,0.305715,2.22045e-16,0.0596559,0.00143123
278,856.721,1,5.14828,20.4675,5.68501,22.881,0.255466,0.258374,0.601414,0.339221,0.304625,2.22045e-16,0.0551599,0.004077
279,851.229,1,5.14617,20.8261,5.71155,22.3978,0.250787,0.251832,0.609845,0.331752,0.303706,2.22045e-16,0.0446928,0.0073011
280,842.178,1,5.13505,20.5935,5.54373,22.2531,0.252535,0.245456,0.598858,0.330826,0.30258,2.22045e-16,0.0426986,0.00728352
281,846.859,1,5.17319,20.9991,5.70303,22.6761,0.252603,0.239241,0.621201,0.376927,0.301984,2.22045e-16,0.0453961,0.00633789
282,835.678,1,5.16377,20.6779,5.94599,24.329,0.252086,0.233183,0.629618,0.367383,0.302089,2.22045e-16,0.0443065,0.0057784
283,835.287,1,5.1571,21.2768,5.81794,25.1022,0.257491,0.231181,0.624167,0.35808,0.301467,2.22045e-16,0.0430972,0.00613214
284,836.182,1,5.1599,21.1222,5.95119,24.5825,0.262528,0.239261,0.642535,0.349014,0.304137,2.22045e-16,0.042259,0.00606176
285,834.35,1,5.12972,20.9817,5.69855,25.524,0.260881,0.251436,0.626266,0.342704,0.301799,2.22045e-16,0.0461479,0.00461933
286,839.2,1,5.15136,21.1764,5.60485,26.673,0.260895,0.24507,0.637758,0.376403,0.30586,2.22045e-16,0.0389578,0.00746868
287,835.906,1,5.15066,21.484,5.65067,25.2389,0.259498,0.238864,0.65651,0.378689,0.303025,2.22045e-16,0.0275326,0.0116054
288,836.996,1,5.17606,21.0277,5.82481,24.7705,0.25571,0.237644,0.639887,0.369833,0.304848,2.22045e-16,0.0294607,0.0109807
289,836.306,1,5.15991,21.252,5.58473,24.843,0.250825,0.241083,0.625528,0.360468,0.302387,2.22045e-16,0.0207071,0.0146466
290,844.428,1,5.157,21.4401,5.63427,24.6528,0.251045,0.234978,0.670529,0.379395,0.306239,2.22045e-16,0.020945,0.0147907
291,851.178,1,5.15669,21.0352,5.50814,24.2447,0.254089,0.239742,0.653551,0.369789,0.303035,2.22045e-16,0.0276645,0.0135509
292,855.4,2,5.15367,21.2697,5.44744,25.1357,0.252385,0.233671,0.671189,0.360426,0.304378,2.22045e-16,0.0289868,0.0142164
293,863.334,2,5.15462,21.072,5.35624,25.532,0.250503,0.227755,0.679624,0.354819,0.301298,2.22045e-16,0.036656,0.0121498
294,838.208,2,5.15693,20.7527,5.6877,24.7213,0.248208,0.215316,0.685043,0.304432,0.302727,2.22045e-16,0.0352337,0.00982623
295,846.003,2,5.11826,20.733,5.78732,24.328,0.256057,0.213373,0.722451,0.30601,0.300723,2.22045e-16,0.0337073,0.0112048
296,841.481,2,5.1068,20.7885,5.58416,25.3614,0.257775,0.231165,0.699284,0.332533,0.304235,2.22045e-16,0.0379025,0.00837095
297,840.335,2,5.1331,21.0105,5.28714,26.0739,0.259252,0.222748,0.645729,0.301722,0.304669,2.22045e-16,0.0355744,0.00979188
298,849.769,2,5.14411,20.8428,5.68284,25.4218,0.256779,0.247591,0.660498,0.302881,0.303699,2.22045e-16,0.0381968,0.00946866
299,845.848,2,5.13306,20.8342,5.64622,25.67,0.260959,0.242372,0.658419,0.317105,0.304698,2.22045e-16,0.0419521,0.00752961
300,849.477,2,5.1287,20.9494,5.57371,27.2136,0.265123,0.240521,0.62233,0.324632,0.305246,2.22045e-16,0.0536905,0.00348679
301,843.846,2,5.1338,21.2237,5.45949,27.5185,0.260807,0.22574,0.580556,0.361959,0.30341,2.22045e-16,0.0459049,0.00621358
302,839.512,2,5.14039,21.2249,5.3726,27.5699,0.2564,0.239183,0.584911,0.361499,0.304713,2.22045e-16,0.0382577,0.00834715
303,838.423,2,5.13589,20.9967,5.38295,26.5514,0.257325,0.229263,0.613149,0.346875,0.305556,2.22045e-16,0.0376142,0.00843277
304,849.123,2,5.14421,21.4399,5.35637,27.45,0.253297,0.239702,0.61233,0.370981,0.307237,2.22045e-16,0.0387979,0.00836951
305,848.78,2,5.1555,21.3906,5.34368,27.3139,0.251771,0.244353,0.598514,0.372343,0.305195,2.22045e-16,0.0312903,0.0116301
306,849.993,2,5.14579,21.6458,5.30297,27.0091,0.251702,0.241086,0.592136,0.355717,0.302982,2.22045e-16,0.0301416,0.0126435
307,849.117,2,5.14248,21.7033,5.20449,27.2691,0.248666,0.22943,0.58546,0.335476,0.301313,2.22045e-16,0.0349977,0.0113939
308,853.207,2,5.14607,21.6258,5.18498,27.0781,0.249151,0.233487,0.575812,0.33184,0.300909,2.22045e-16,0.0360601,0.0113472
309,851.755,2,5.12973,21.556,5.11461,26.8216,0.248613,0.23747,0.567508,0.331387,0.300858,2.22045e-16,0.0355953,0.0115379
310,855.069,2,5.14363,21.5433,4.97181,27.2498,0.247838,0.23031,0.580087,0.338139,0.303042,2.22045e-16,0.0315888,0.013111
311,848.661,2,5.13512,21.7082,4.89318,27.7933,0.24733,0.226975,0.605103,0.317548,0.301615,2.22045e-16,0.0322601,0.0128134
312,847.724,2,5.11221,21.6268,4.90964,28.2637,0.255083,0.237177,0.623201,0.312886,0.303293,2.22045e-16,0.0389024,0.00960959
313,840.273,2,5.12636,21.6112,5.03127,27.7562,0.253328,0.231882,0.630984,0.297506,0.300957,2.22045e-16,0.0389319,0.00952073
314,845.769,2,5.12856,21.4335,5.1075,27.6627,0.255785,0.234753,0.659371,0.28591,0.303685,2.22045e-16,0.0449387,0.00694856
315,844.024,2,5.12685,21.3993,5.09715,26.8223,0.257702,0.234328,0.660118,0.270811,0.303703,2.22045e-16,0.0496048,0.00527575
316,849.231,2,5.13768,21.4561,4.99703,26.9879,0.256237,0.23432,0.649085,0.269959,0.305419,2.22045e-16,0.0479905,0.00603017
317,844.431,2,5.13177,21.5478,4.96921,26.7341,0.254895,0.233633,0.66106,0.265381,0.307406,2.22045e-16,0.0473513,0.00604337
318,841.87,2,5.13043,21.5431,4.99882,26.519,0.255462,0.229296,0.64815,0.263199,0.30658,2.22045e-16,0.0452311,0.00689732
319,838.89,2,5.12858,21.5433,4.96632,26.5841,0.257076,0.227943,0.656468,0.265035,0.306246,2.22045e-16,0.0453719,0.00658582
320,841.386,2,5.12952,21.6196,4.96334,26.8655,0.258264,0.228865,0.657494,0.263663,0.305383,2.22045e-16,0.0445676,0.00688895
321,834.518,2,5.13514,21.593,4.99984,27.2511,0.257518,0.227833,0.657561,0.25727,0.304165,2.22045e-16,0.0441735,0.00698227
322,836.556,2,5.13726,21.5308,5.10459,27.3134,0.258644,0.220916,0.675244,0.255056,0.303375,2.22045e-16,0.0448946,0.00668944
323,840.289,2,5.14031,21.593,5.16043,27.6531,0.260484,0.21591,0.690744,0.255311,0.3013,2.22045e-16,0.0468097,0.00613101
324,835.335,2,5.13827,21.6114,5.1437,27.9153,0.261133,0.212421,0.695984,0.247904,0.301687,2.22045e-16,0.0467672,0.00612525
325,842.245,2,5.13051,21.4136,5.20838,27.9949,0.2613,0.217098,0.700016,0.249646,0.302099,2.22045e-16,0.0455009,0.00653805
326,833.697,2,5.12976,21.2851,5.26511,27.8661,0.261687,0.216847,0.709583,0.248976,0.302275,2.22045e-16,0.0457634,0.00624494
327,835.421,2,5.13367,21.2586,5.32551,28.0204,0.261761,0.216025,0.714463,0.249041,0.302433,2.22045e-16,0.0452711,0.00634181
328,832.411,2,5.13495,21.244,5.35227,28.1819,0.261126,0.213823,0.723837,0.244047,0.302644,2.22045e-16,0.0444577,0.00658898
329,829.998,2,5.13356,21.2255,5.30232,28.0276,0.261126,0.214762,0.724939,0.236702,0.303577,2.22045e-16,0.0446668,0.0063884
330,835.755,2,5.12863,21.259,5.2831,28.1744,0.26108,0.213692,0.717906,0.23553,0.303551,2.22045e-16,0.0453764,0.00618934
331,832.675,2,5.13219,21.2599,5.30911,28.2178,0.260443,0.213569,0.714736,0.234895,0.302785,2.22045e-16,0.0451108,0.00632949
332,840.502,2,5.13453,21.2595,5.35185,28.212,0.260683,0.214569,0.714811,0.2323,0.303089,2.22045e-16,0.0457322,0.00617605
333,842.326,2,5.13524,21.2125,5.39011,28.2442,0.261339,0.218336,0.711241,0.230825,0.304064,2.22045e-16,0.0477712,0.00539342
334,842.656,2,5.13614,21.2038,5.40786,28.3166,0.260855,0.220506,0.709444,0.230171,0.304715,2.22045e-16,0.0475391,0.00550732
335,841.211,2,5.13566,21.1654,5.4232,28.2814,0.260759,0.223662,0.708735,0.229385,0.305023,2.22045e-16,0.0470106,0.00570141
336,834.488,2,5.13634,21.1522,5.42625,28.1465,0.260887,0.225258,0.710231,0.229379,0.305028,2.22045e-16,0.0464098,0.00585132
337,837.95,2,5.1357,21.1772,5.38348,28.1885,0.260855,0.225257,0.707333,0.232174,0.305271,2.22045e-16,0.0464636,0.00579144
338,842.012,2,5.13508,21.2048,5.34479,28.1759,0.26089,0.226418,0.705284,0.232585,0.305808,2.22045e-16,0.0469915,0.00558651
339,849.209,2,5.13502,21.2145,5.3233,28.0966,0.260712,0.226585,0.702988,0.231996,0.306087,2.22045e-16,0.0470203,0.00568782
340,837.609,2,5.13464,21.1972,5.32693,27.9798,0.260238,0.22666,0.703221,0.230532,0.305812,2.22045e-16,0.0468526,0.0057844
341,837.625,2,5.13468,21.1792,5.31493,27.9574,0.259618,0.227717,0.701505,0.228401,0.305399,2.22045e-16,0.0469487,0.00580167
342,840.704,2,5.13413,21.1936,5.31328,27.8903,0.259667,0.229038,0.702833,0.227406,0.305271,2.22045e-16,0.0471383,0.00574508
343,832.913,2,5.13464,21.1928,5.3181,27.8712,0.259517,0.229038,0.702143,0.227007,0.305311,2.22045e-16,0.0471221,0.00574497
344,845.486,2,5.13524,21.1865,5.31911,27.8427,0.259238,0.22909,0.702143,0.226904,0.305264,2.22045e-16,0.0471333,0.00576466
345,839.353,2,5.13538,21.186,5.32541,27.8289,0.259222,0.229109,0.701476,0.226731,0.3053,2.22045e-16,0.0470237,0.00580987
346,838.574,2,5.13507,21.1801,5.32977,27.8295,0.259304,0.229486,0.700906,0.226752,0.305367,2.22045e-16,0.0472735,0.00570505
347,845.843,2,5.13524,21.1754,5.33274,27.8058,0.259262,0.229814,0.700082,0.227521,0.305316,2.22045e-16,0.0474062,0.0056628
348,840.334,2,5.1352,21.1802,5.335,27.7749,0.259189,0.230181,0.699336,0.227494,0.305366,2.22045e-16,0.0474613,0.00564067
349,830.165,2,5.13526,21.1825,5.33722,27.7803,0.259243,0.230344,0.698225,0.227064,0.305363,2.22045e-16,0.04743,0.00564206
350,836.401,2,5.13578,21.1837,5.3402,27.774,0.2592,0.230459,0.696836,0.226891,0.305321,2.22045e-16,0.0474938,0.00562436
351,839.688,2,5.13607,21.1934,5.33896,27.7716,0.259338,0.230464,0.695584,0.226896,0.305327,2.22045e-16,0.0474178,0.00565858
352,835.348,2,5.13565,21.1972,5.33477,27.7724,0.25946,0.23034,0.69579,0.226683,0.30531,2.22045e-16,0.0475881,0.00559072
353,838.72,2,5.1353,21.2003,5.32873,27.7687,0.259434,0.230482,0.69566,0.22666,0.30532,2.22045e-16,0.0475372,0.00560822
354,833.005,2,5.13489,21.1994,5.32678,27.7814,0.259354,0.230246,0.6954,0.226495,0.305307,2.22045e-16,0.0473692,0.00566878
355,838.733,2,5.135,21.1981,5.32686,27.7896,0.259334,0.230062,0.695953,0.22592,0.305352,2.22045e-16,0.0473823,0.00566955
356,840.768,2,5.13502,21.194,5.32785,27.8025,0.259304,0.229888,0.697261,0.225568,0.305374,2.22045e-16,0.0473665,0.00567975
357,842.23,2,5.13542,21.1922,5.33228,27.8094,0.259243,0.229693,0.698852,0.225535,0.305447,2.22045e-16,0.047172,0.0057504
358,845.294,2,5.13585,21.1914,5.33472,27.8056,0.259195,0.229801,0.698749,0.225758,0.305414,2.22045e-16,0.0471188,0.00578148
359,843.302,2,5.13631,21.188,5.34034,27.7974,0.259101,0.230065,0.699468,0.22587,0.305412,2.22045e-16,0.0471611,0.0057662
360,844.414,2,5.13626,21.1824,5.34653,27.7936,0.259057,0.23008,0.699793,0.225557,0.305308,2.22045e-16,0.0471735,0.00578236
361,837.878,2,5.13616,21.1867,5.34524,27.7919,0.25915,0.230133,0.700298,0.225557,0.30536,2.22045e-16,0.0470273,0.00582657
362,846.875,2,5.13607,21.1904,5.34633,27.7812,0.259144,0.23015,0.700268,0.225653,0.305405,2.22045e-16,0.0467881,0.00592482
363,835.007,2,5.13592,21.1884,5.34621,27.7612,0.259136,0.230287,0.700045,0.225673,0.305451,2.22045e-16,0.0465433,0.00600422
364,838.393,2,5.13606,21.1903,5.34548,27.7424,0.259101,0.230539,0.699741,0.225644,0.305419,2.22045e-16,0.0465452,0.00600358
365,844.948,2,5.13669,21.1961,5.3458,27.7222,0.259094,0.230737,0.699347,0.225622,0.305386,2.22045e-16,0.0465805,0.00600235
366,842.138,2,5.13692,21.1987,5.34878,27.7056,0.259115,0.230721,0.699552,0.225836,0.305371,2.22045e-16,0.0466289,0.00598618
367,846.049,2,5.13748,21.1957,5.35441,27.684,0.259072,0.230657,0.70024,0.225557,0.305321,2.22045e-16,0.046623,0.00600572
368,846.191,2,5.13774,21.1874,5.36034,27.6548,0.258981,0.230727,0.700789,0.225706,0.30528,2.22045e-16,0.0466645,0.00599974
369,843.032,2,5.13772,21.1808,5.36534,27.63,0.258895,0.231015,0.700757,0.225882,0.305288,2.22045e-16,0.0467676,0.00596046
370,833.059,2,5.13792,21.1714,5.37307,27.5919,0.258826,0.231276,0.700832,0.225689,0.305228,2.22045e-16,0.0469398,0.00588926
371,839.888,2,5.13799,21.1643,5.38046,27.5652,0.258742,0.231337,0.701076,0.225764,0.305207,2.22045e-16,0.0470492,0.00584831
372,833.047,2,5.13789,21.1614,5.38309,27.5534,0.258724,0.231205,0.700916,0.225611,0.305155,2.22045e-16,0.0471219,0.00582051
373,831.955,2,5.13799,21.1563,5.3843,27.5408,0.2587,0.231327,0.70062,0.225458,0.305092,2.22045e-16,0.0471718,0.00579767
374,839.648,2,5.13829,21.149,5.38816,27.5227,0.258651,0.231425,0.700724,0.225487,0.305065,2.22045e-16,0.0473447,0.00573322
375,845.253,2,5.13854,21.1482,5.39441,27.5046,0.258643,0.231329,0.701149,0.225995,0.30503,2.22045e-16,0.0474612,0.00569287
376,846.15,2,5.13867,21.1441,5.39749,27.4942,0.258569,0.23128,0.701029,0.22569,0.304978,2.22045e-16,0.0474341,0.00572348
377,846.218,2,5.13869,21.141,5.40039,27.4895,0.258485,0.231291,0.700969,0.22523,0.304914,2.22045e-16,0.0473373,0.00578206
378,831.541,2,5.13882,21.1409,5.40204,27.4764,0.258389,0.23106,0.700833,0.224849,0.304932,2.22045e-16,0.0472783,0.00580277
379,833.493,2,5.13913,21.1403,5.40721,27.476,0.258394,0.230692,0.70102,0.224544,0.304922,2.22045e-16,0.0472305,0.00582258
380,838.794,2,5.13881,21.1392,5.41014,27.4669,0.258406,0.230449,0.701144,0.224213,0.304951,2.22045e-16,0.0472293,0.00582801
381,839.336,2,5.139,21.1386,5.41065,27.4728,0.25828,0.230162,0.700463,0.224309,0.304903,2.22045e-16,0.0471241,0.00587904
382,837.993,2,5.13908,21.1371,5.41243,27.4775,0.258151,0.229924,0.699931,0.224116,0.304883,2.22045e-16,0.0471287,0.00588783
383,832.868,2,5.13957,21.137,5.41352,27.4701,0.258083,0.230056,0.699806,0.223971,0.304879,2.22045e-16,0.0471496,0.00587352
384,833.297,2,5.1398,21.1384,5.41389,27.4644,0.257998,0.230098,0.699863,0.223929,0.304868,2.22045e-16,0.0471092,0.00588264
385,829.175,2,5.13988,21.1459,5.41166,27.462,0.257949,0.230247,0.699203,0.223637,0.304886,2.22045e-16,0.0470309,0.00590356
