standEta_Cl_abscissa,standEta_Cl_pdf,standEta_V1_abscissa,standEta_V1_pdf,standEta_Q_abscissa,standEta_Q_pdf,standEta_V2_abscissa,standEta_V2_pdf,split
-2.88753,0.0479854,-3.26064,0.0066551,-2.78248,0.00684099,-2.85207,0.0134282,All
-2.73317,0.163151,-3.03803,0,-2.56592,0.041046,-2.63142,0.0201423,All
-2.5788,0.191942,-2.81542,0.0066551,-2.34936,0.020523,-2.41076,0.0268564,All
-2.42443,0.0671796,-2.59281,0.0066551,-2.1328,0.047887,-2.19011,0.0671409,All
-2.27006,0.00959709,-2.37021,0,-1.91624,0.102615,-1.96946,0.0671409,All
-2.1157,0,-2.1476,0.0598959,-1.69968,0.191548,-1.74881,0.0872832,All
-1.96133,0,-1.92499,0.119792,-1.48312,0.259958,-1.52815,0.0939973,All
-1.80696,0.105568,-1.70238,0.179688,-1.26656,0.198389,-1.3075,0.154424,All
-1.65259,0.239927,-1.47977,0.133102,-1.05,0.157343,-1.08685,0.221565,All
-1.49822,0.115165,-1.25716,0.0998265,-0.833444,0.109456,-0.866196,0.221565,All
-1.34386,0.0191942,-1.03455,0.206308,-0.616885,0.301004,-0.645543,0.26185,All
-1.18949,0,-0.811945,0.246239,-0.400325,0.266799,-0.424891,0.342419,All
-1.03512,0,-0.589337,0.292824,-0.183766,0.396778,-0.204238,0.422988,All
-0.880753,0,-0.366728,0.31279,0.0327936,0.417301,0.0164142,0.456558,All
-0.726385,0,-0.14412,0.332755,0.249353,0.499393,0.237067,0.44313,All
-0.572017,0.163151,0.0784887,0.385996,0.465912,0.389937,0.457719,0.396132,All
-0.41765,0.249524,0.301097,0.432581,0.682472,0.417301,0.678372,0.389417,All
-0.263282,0.518243,0.523706,0.638889,0.899031,0.301004,0.899024,0.315562,All
-0.108914,0.777364,0.746314,0.485822,1.11559,0.232594,1.11968,0.208137,All
0.0454538,0.470257,0.968923,0.306134,1.33215,0.157343,1.34033,0.174566,All
0.199822,0.249524,1.19153,0.153067,1.54871,0.102615,1.56098,0.14771,All
0.354189,0.278316,1.41414,0.0332755,1.76527,0.0752509,1.78163,0.073855,All
0.508557,0.59502,1.63675,0.0465857,1.98183,0.054728,2.00229,0.0469987,All
0.662925,0.854141,1.85936,0.0332755,2.19839,0.00684099,2.22294,0.0201423,All
0.817293,0.854141,2.08197,0.0598959,2.41495,0.00684099,2.44359,0.00671409,All
0.971661,0.59502,2.30457,0.0598959,2.63151,0.020523,2.66424,0.00671409,All
1.12603,0.153553,2.52718,0.0199653,2.84807,0.00684099,2.8849,0.0134282,All
